"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","redlist","status","records","datasets","phylum","order","family","genus","species","class","ecoregion"
"31",441196,441196,441186,"Species","Eucopia sculpticauda","Faxon, 1893",119920,NA,NA,1,1,"Arthropoda","Lophogastrida","Eucopiidae","Eucopia","Eucopia sculpticauda","Malacostraca","Northern Galapagos Islands"
"32",443959,443959,771741,"Species","Fistularia commersonii","Rüppell, 1838",217966,NA,NA,1,1,"Chordata","Syngnathiformes","Fistulariidae","Fistularia","Fistularia commersonii","Actinopteri","Northern Galapagos Islands"
"33",444266,444266,444265,"Species","Forcipiger flavissimus","Jordan & McGregor, 1898",218760,TRUE,"LC",1,1,"Chordata","Perciformes","Chaetodontidae","Forcipiger","Forcipiger flavissimus","Actinopteri","Northern Galapagos Islands"
"34",445039,445039,627885,"Species","Gadella filifer","(Garman, 1899)",272463,NA,NA,1,1,"Chordata","Gadiformes","Moridae","Gadella","Gadella filifer","Actinopteri","Northern Galapagos Islands"
"35",445047,445047,627885,"Species","Gadella thysthlon","Long & McCosker, 1998",272470,NA,NA,4,2,"Chordata","Gadiformes","Moridae","Gadella","Gadella thysthlon","Actinopteri","Northern Galapagos Islands"
"36",445402,445402,445386,"Species","Galeus piperatus","Springer & Wagner, 1966",271363,TRUE,"LC",1,1,"Chordata","Carcharhiniformes","Pentanchidae","Galeus","Galeus piperatus","Elasmobranchii","Northern Galapagos Islands"
"37",446097,446097,446096,"Species","Gempylus serpens","Cuvier, 1829",126862,NA,NA,2,1,"Chordata","Perciformes","Gempylidae","Gempylus","Gempylus serpens","Actinopteri","Northern Galapagos Islands"
"38",446724,446724,629011,"Species","Globicephala macrorhynchus","Gray, 1846",137096,TRUE,"DD",16,4,"Chordata","Cetartiodactyla","Delphinidae","Globicephala","Globicephala macrorhynchus","Mammalia","Northern Galapagos Islands"
"39",448800,448800,448799,"Species","Grampus griseus","(G. Cuvier, 1812)",137098,TRUE,"LC",8,4,"Chordata","Cetartiodactyla","Delphinidae","Grampus","Grampus griseus","Mammalia","Northern Galapagos Islands"
"40",449093,449093,768953,"Species","Guentherus altivela","Osório, 1917",272023,NA,NA,3,1,"Chordata","Ateleopodiformes","Ateleopodidae","Guentherus","Guentherus altivela","Actinopteri","Northern Galapagos Islands"
"41",449554,449554,747330,"Species","Gymnothorax flavimarginatus","(Rüppell, 1830)",217495,NA,NA,1,1,"Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax flavimarginatus","Actinopteri","Northern Galapagos Islands"
"42",449569,449569,747330,"Species","Gymnothorax javanicus","(Bleeker, 1859)",217502,NA,NA,1,1,"Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax javanicus","Actinopteri","Northern Galapagos Islands"
"43",449604,449604,747330,"Species","Gymnothorax panamensis","(Steindachner, 1876)",271866,TRUE,"LC",5,1,"Chordata","Anguilliformes","Muraenidae","Gymnothorax","Gymnothorax panamensis","Actinopteri","Northern Galapagos Islands"
"44",450361,450361,450360,"Species","Halichoeres adustus","(Gilbert, 1890)",275747,TRUE,"VU",2,1,"Chordata","Perciformes","Labridae","Halichoeres","Halichoeres adustus","Actinopteri","Northern Galapagos Islands"
"45",450384,450384,450360,"Species","Halichoeres dispilus","(Günther, 1864)",275763,TRUE,"LC",3,1,"Chordata","Perciformes","Labridae","Halichoeres","Halichoeres dispilus","Actinopteri","Northern Galapagos Islands"
"46",452653,452653,773658,"Species","Hemipenaeus spinidorsalis","Spence Bate, 1881",220254,NA,NA,1,1,"Arthropoda","Decapoda","Aristeidae","Hemipenaeus","Hemipenaeus spinidorsalis","Malacostraca","Northern Galapagos Islands"
"47",453637,453637,453636,"Species","Heteropriacanthus cruentatus","(Lacepède, 1801)",127004,NA,NA,2,1,"Chordata","Perciformes","Priacanthidae","Heteropriacanthus","Heteropriacanthus cruentatus","Actinopteri","Northern Galapagos Islands"
"48",454413,454413,454406,"Species","Hirundichthys rondeletii","(Valenciennes, 1847)",126386,TRUE,"LC",1,1,"Chordata","Beloniformes","Exocoetidae","Hirundichthys","Hirundichthys rondeletii","Actinopteri","Northern Galapagos Islands"
"49",455801,455801,455793,"Species","Hygophum reinhardtii","(Lütken, 1892)",126604,NA,NA,3,1,"Chordata","Myctophiformes","Myctophidae","Hygophum","Hygophum reinhardtii","Actinopteri","Northern Galapagos Islands"
"50",457054,457054,774285,"Species","Indopacetus pacificus","(Longman, 1926)",231418,TRUE,"DD",1,1,"Chordata","Cetartiodactyla","Ziphiidae","Indopacetus","Indopacetus pacificus","Mammalia","Northern Galapagos Islands"
"51",457674,457674,489355,"Order","Isopoda","Latreille, 1817",1131,NA,NA,1,1,"Arthropoda","Isopoda",NA,NA,NA,"Malacostraca","Northern Galapagos Islands"
"52",458788,458788,1042387,"Genus","Kogia","Gray, 1846",159024,NA,NA,1,1,"Chordata","Cetartiodactyla","Kogiidae","Kogia",NA,"Mammalia","Northern Galapagos Islands"
"53",459597,459597,769779,"Species","Lagenodelphis hosei","Fraser, 1956",137099,TRUE,"LC",1,1,"Chordata","Cetartiodactyla","Delphinidae","Lagenodelphis","Lagenodelphis hosei","Mammalia","Northern Galapagos Islands"
"54",459880,459880,459840,"Species","Lampanyctus omostigma","Gilbert, 1908",272714,NA,NA,1,1,"Chordata","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus omostigma","Actinopteri","Northern Galapagos Islands"
"55",461295,461295,769805,"Species","Lepidochelys olivacea","(Eschscholtz, 1829)",220293,TRUE,"VU",3,3,"Chordata","Testudines","Cheloniidae","Lepidochelys","Lepidochelys olivacea","Reptilia","Northern Galapagos Islands"
"56",465699,465699,750406,"Genus","Lutjanus","Bloch, 1790",159791,NA,NA,11,1,"Chordata","Perciformes","Lutjanidae","Lutjanus",NA,"Actinopteri","Northern Galapagos Islands"
"57",465915,465915,750428,"Species","Lycodapus australis","Norman, 1937",279385,NA,NA,1,1,"Chordata","Perciformes","Zoarcidae","Lycodapus","Lycodapus australis","Actinopteri","Northern Galapagos Islands"
"58",466361,466361,750488,"Species","Lythrypnus gilberti","(Heller & Snodgrass, 1903)",281459,TRUE,"VU",1,1,"Chordata","Perciformes","Gobiidae","Lythrypnus","Lythrypnus gilberti","Actinopteri","Northern Galapagos Islands"
"59",467579,467579,750972,"Species","Malacoctenus tetranemus","(Cope, 1877)",281502,TRUE,"LC",1,1,"Chordata","Perciformes","Labrisomidae","Malacoctenus","Malacoctenus tetranemus","Actinopteri","Northern Galapagos Islands"
"60",468672,468672,468670,"Species","Maupasia coeca","Viguier, 1886",155417,NA,NA,1,1,"Annelida","Phyllodocida","Lopadorrhynchidae","Maupasia","Maupasia coeca","Polychaeta","Northern Galapagos Islands"
"61",470123,470123,763193,"Genus","Mesoplodon","Gervais, 1850",137034,NA,NA,3,2,"Chordata","Cetartiodactyla","Ziphiidae","Mesoplodon",NA,"Mammalia","Northern Galapagos Islands"
"62",470126,470126,470123,"Species","Mesoplodon densirostris","(de Blainville, 1817)",137122,TRUE,"DD",1,1,"Chordata","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon densirostris","Mammalia","Northern Galapagos Islands"
"63",470133,470133,470123,"Species","Mesoplodon peruvianus","Reyes, Mead & Van Waerebeek, 1991",231409,TRUE,"DD",1,1,"Chordata","Cetartiodactyla","Ziphiidae","Mesoplodon","Mesoplodon peruvianus","Mammalia","Northern Galapagos Islands"
"64",474126,474126,698872,"Species","Mustelus mento","Cope, 1877",271390,TRUE,"NT",1,1,"Chordata","Carcharhiniformes","Triakidae","Mustelus","Mustelus mento","Elasmobranchii","Northern Galapagos Islands"
"65",474267,474267,698879,"Species","Mycteroperca olfax","(Jenyns, 1840)",273881,TRUE,"VU",69,2,"Chordata","Perciformes","Serranidae","Mycteroperca","Mycteroperca olfax","Actinopteri","Northern Galapagos Islands"
"66",474279,474279,474278,"Species","Myctophum affine","(Lütken, 1892)",158902,NA,NA,3,1,"Chordata","Myctophiformes","Myctophidae","Myctophum","Myctophum affine","Actinopteri","Northern Galapagos Islands"
"67",474284,474284,474278,"Species","Myctophum aurolaternatum","Garman, 1899",217715,NA,NA,2,1,"Chordata","Myctophiformes","Myctophidae","Myctophum","Myctophum aurolaternatum","Actinopteri","Northern Galapagos Islands"
"68",474708,474708,489355,"Order","Mysida","Boas, 1883",149668,NA,NA,4,1,"Arthropoda","Mysida",NA,NA,NA,"Malacostraca","Northern Galapagos Islands"
"69",475833,475833,475832,"Species","Naucrates ductor","(Linnaeus, 1758)",126811,NA,NA,5,1,"Chordata","Perciformes","Carangidae","Naucrates","Naucrates ductor","Actinopteri","Northern Galapagos Islands"
"70",475854,475854,475851,"Species","Nausithoe punctata","Kölliker, 1853",135290,NA,NA,1,1,"Cnidaria","Coronatae","Nausithoidae","Nausithoe","Nausithoe punctata","Scyphozoa","Northern Galapagos Islands"
"71",476075,476075,647975,"Species","Nealotus tripes","Johnson, 1865",126864,NA,NA,4,1,"Chordata","Perciformes","Gempylidae","Nealotus","Nealotus tripes","Actinopteri","Northern Galapagos Islands"
"72",476414,476414,476408,"Species","Nematocarcinus ensifer","(Smith, 1882)",107573,NA,NA,1,1,"Arthropoda","Decapoda","Nematocarcinidae","Nematocarcinus","Nematocarcinus ensifer","Malacostraca","Northern Galapagos Islands"
"73",478218,478218,649173,"Species","Nezumia ventralis","Hubbs & Iwamoto, 1979",272432,NA,NA,1,1,"Chordata","Gadiformes","Macrouridae","Nezumia","Nezumia ventralis","Actinopteri","Northern Galapagos Islands"
"74",479384,479384,773193,"Species","Novaculichthys taeniourus","(Lacepède, 1801)",219035,TRUE,"LC",2,1,"Chordata","Perciformes","Labridae","Novaculichthys","Novaculichthys taeniourus","Actinopteri","Northern Galapagos Islands"
"75",480226,480226,768748,"Genus","Odontaster","Verrill, 1880",123310,NA,NA,2,1,"Echinodermata","Valvatida","Odontasteridae","Odontaster",NA,"Asteroidea","Northern Galapagos Islands"
"76",480592,480592,699148,"Species","Ogcocephalus darwini","Hubbs, 1958",275906,TRUE,"LC",1,1,"Chordata","Lophiiformes","Ogcocephalidae","Ogcocephalus","Ogcocephalus darwini","Actinopteri","Northern Galapagos Islands"
"77",481699,481699,699282,"Species","Ophichthus arneutes","McCosker & Rosenblatt, 1998",271940,NA,NA,1,1,"Chordata","Anguilliformes","Ophichthidae","Ophichthus","Ophichthus arneutes","Actinopteri","Northern Galapagos Islands"
"78",482149,482149,699337,"Species","Ophiomusium lymani","Wyville-Thomson, 1873",124895,NA,NA,1,1,"Echinodermata","Ophiurida","Ophiolepididae","Ophiomusium","Ophiomusium lymani","Ophiuroidea","Northern Galapagos Islands"
"79",483005,483005,769780,"Species","Orcinus orca","(Linnaeus, 1758)",137102,TRUE,"DD",3,2,"Chordata","Cetartiodactyla","Delphinidae","Orcinus","Orcinus orca","Mammalia","Northern Galapagos Islands"
"80",483545,483545,1031207,"Class","Ostracoda","Latreille, 1802",1078,NA,NA,5,1,"Arthropoda",NA,NA,NA,NA,"Ostracoda","Northern Galapagos Islands"
"81",485165,485165,485148,"Species","Panulirus penicillatus","(Olivier, 1791)",210358,TRUE,"LC",188,1,"Arthropoda","Decapoda","Palinuridae","Panulirus","Panulirus penicillatus","Malacostraca","Northern Galapagos Islands"
"82",485588,485588,485587,"Species","Paraconger californiensis","Kanazawa, 1961",271789,TRUE,"LC",3,2,"Chordata","Anguilliformes","Congridae","Paraconger","Paraconger californiensis","Actinopteri","Northern Galapagos Islands"
"83",486920,486920,486913,"Species","Parapagurus foraminosus","Lemaitre, 1999",368058,NA,NA,1,1,"Arthropoda","Decapoda","Parapaguridae","Parapagurus","Parapagurus foraminosus","Malacostraca","Northern Galapagos Islands"
"84",488766,488766,488763,"Species","Pegantha triloba","Haeckel, 1879",117945,NA,NA,1,1,"Cnidaria","Narcomedusae","Solmarisidae","Pegantha","Pegantha triloba","Hydrozoa","Northern Galapagos Islands"
"85",489022,489022,858709,"Superfamily","Penaeoidea","Rafinesque, 1815",106683,NA,NA,3,1,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca","Northern Galapagos Islands"
"86",489119,489119,489113,"Species","Peniagone gracilis","(Ludwig, 1893)",124738,NA,NA,2,1,"Echinodermata","Elasipodida","Elpidiidae","Peniagone","Peniagone gracilis","Holothuroidea","Northern Galapagos Islands"
"87",489338,489338,769781,"Species","Peponocephala electra","(Gray, 1846)",137103,TRUE,"LC",2,2,"Chordata","Cetartiodactyla","Delphinidae","Peponocephala","Peponocephala electra","Mammalia","Northern Galapagos Islands"
"88",491789,491789,771514,"Family","Phronimidae","Dana, 1852",101420,NA,NA,5,1,"Arthropoda","Amphipoda","Phronimidae",NA,NA,"Malacostraca","Northern Galapagos Islands"
"89",492276,492276,769786,"Species","Physeter macrocephalus","Linnaeus, 1758",137119,TRUE,"VU",109,6,"Chordata","Cetartiodactyla","Physeteridae","Physeter","Physeter macrocephalus","Mammalia","Northern Galapagos Islands"
"90",496317,496317,758844,"Genus","Pontinus","Poey, 1860",126170,NA,NA,56,1,"Chordata","Scorpaeniformes","Scorpaenidae","Pontinus",NA,"Actinopteri","Northern Galapagos Islands"
"91",496337,496337,496317,"Species","Pontinus strigatus","Heller & Snodgrass, 1903",274694,TRUE,"LC",2,1,"Chordata","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus strigatus","Actinopteri","Northern Galapagos Islands"
"92",496339,496339,496317,"Species","Pontinus vaughani","Barnhart & Hubbs, 1946",274695,TRUE,"LC",1,1,"Chordata","Scorpaeniformes","Scorpaenidae","Pontinus","Pontinus vaughani","Actinopteri","Northern Galapagos Islands"
"93",496861,496861,496855,"Species","Poromitra megalops","(Lütken, 1878)",127274,NA,NA,1,1,"Chordata","Stephanoberyciformes","Melamphaidae","Poromitra","Poromitra megalops","Actinopteri","Northern Galapagos Islands"
"94",498128,498128,776929,"Species","Pronotogrammus multifasciatus","Gill, 1863",282366,TRUE,"LC",1,1,"Chordata","Perciformes","Serranidae","Pronotogrammus","Pronotogrammus multifasciatus","Actinopteri","Northern Galapagos Islands"
"95",500334,500334,769782,"Species","Pseudorca crassidens","(Owen, 1846)",137104,TRUE,"DD",1,1,"Chordata","Cetartiodactyla","Delphinidae","Pseudorca","Pseudorca crassidens","Mammalia","Northern Galapagos Islands"
"96",506919,506919,700357,"Species","Scarus compressus","(Osburn & Nichols, 1916)",276043,TRUE,"LC",1,1,"Chordata","Perciformes","Scaridae","Scarus","Scarus compressus","Actinopteri","Northern Galapagos Islands"
"97",507939,507939,507935,"Species","Scomber colias","Gmelin, 1789",151174,TRUE,"LC",1,1,"Chordata","Perciformes","Scombridae","Scomber","Scomber colias","Actinopteri","Northern Galapagos Islands"
"98",507978,507978,758817,"Species","Scomberomorus maculatus","(Mitchill, 1815)",159342,TRUE,"LC",2,1,"Chordata","Perciformes","Scombridae","Scomberomorus","Scomberomorus maculatus","Actinopteri","Northern Galapagos Islands"
"99",509607,509607,759117,"Species","Serrivomer sector","Garman, 1899",272005,NA,NA,1,1,"Chordata","Anguilliformes","Serrivomeridae","Serrivomer","Serrivomer sector","Actinopteri","Northern Galapagos Islands"
"100",510729,510729,764111,"Order","Siphonophorae","Eschscholtz, 1829",1371,NA,NA,5,1,"Cnidaria","Siphonophorae",NA,NA,NA,"Hydrozoa","Northern Galapagos Islands"
"101",512103,512103,669623,"Species","Sphyrna lewini","(Griffith & Smith, 1834)",105816,TRUE,"EN",4,2,"Chordata","Carcharhiniformes","Sphyrnidae","Sphyrna","Sphyrna lewini","Elasmobranchii","Northern Galapagos Islands"
"102",512994,512994,700678,"Species","Starksia galapagensis","Rosenblatt & Taylor, 1971",276368,TRUE,"VU",3,1,"Chordata","Perciformes","Labrisomidae","Starksia","Starksia galapagensis","Actinopteri","Northern Galapagos Islands"
"103",513378,513378,513377,"Species","Stenella attenuata","(Gray, 1846)",137105,TRUE,"LC",32,12,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella attenuata","Mammalia","Northern Galapagos Islands"
"104",513381,513381,513377,"Species","Stenella coeruleoalba","(Meyen, 1833)",137107,TRUE,"LC",66,11,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella coeruleoalba","Mammalia","Northern Galapagos Islands"
"105",513384,513384,513377,"Species","Stenella longirostris","(Gray, 1828)",137109,TRUE,"DD",25,12,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella longirostris","Mammalia","Northern Galapagos Islands"
"106",513386,513386,513384,"Subspecies","Stenella longirostris orientalis","Perrin, 1990",368867,TRUE,"VU",2,2,"Chordata","Cetartiodactyla","Delphinidae","Stenella","Stenella longirostris","Mammalia","Northern Galapagos Islands"
"107",513440,513440,769783,"Species","Steno bredanensis","(G. Cuvier in Lesson, 1828)",137110,TRUE,"LC",2,2,"Chordata","Cetartiodactyla","Delphinidae","Steno","Steno bredanensis","Mammalia","Northern Galapagos Islands"
"108",515091,515091,515089,"Species","Styptosphaera spumacea","Haeckel, 1887",367329,NA,NA,1,1,"Radiozoa","Spumellaria","Actinommidae","Styptosphaera","Styptosphaera spumacea","Polycystina","Northern Galapagos Islands"
"109",515613,515613,760563,"Species","Symphurus atramentatus","Jordan & Bollman, 1890",274233,TRUE,"LC",3,1,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus atramentatus","Actinopteri","Northern Galapagos Islands"
"110",515624,515624,760563,"Species","Symphurus diabolicus","Mahadeva & Munroe, 1990",274240,NA,NA,3,2,"Chordata","Pleuronectiformes","Cynoglossidae","Symphurus","Symphurus diabolicus","Actinopteri","Northern Galapagos Islands"
"111",516632,516632,516627,"Species","Taeniura meyeni","Müller & Henle, 1841",217421,NA,NA,2,1,"Chordata","Myliobatiformes","Dasyatidae","Taeniura","Taeniura meyeni","Elasmobranchii","Northern Galapagos Islands"
"112",517423,517423,517411,"Species","Telmatactis panamensis","(Verrill, 1869)",283684,NA,NA,4,2,"Cnidaria","Actiniaria","Isophelliidae","Telmatactis","Telmatactis panamensis","Anthozoa","Northern Galapagos Islands"
"113",518944,518944,699389,"Order","Thecosomata","Blainville, 1824",13703,NA,NA,5,1,"Mollusca","Thecosomata",NA,NA,NA,"Gastropoda","Northern Galapagos Islands"
"114",519480,519480,775726,"Genus","Thunnus","South, 1845",126065,NA,NA,10,1,"Chordata","Perciformes","Scombridae","Thunnus",NA,"Actinopteri","Northern Galapagos Islands"
"115",519487,519487,519480,"Species","Thunnus obesus","(Lowe, 1839)",127028,TRUE,"VU",4,2,"Chordata","Perciformes","Scombridae","Thunnus","Thunnus obesus","Actinopteri","Northern Galapagos Islands"
"116",520516,520516,520492,"Species","Trachinotus stilbe","(Jordan & McGregor, 1898)",273298,TRUE,"LC",1,1,"Chordata","Perciformes","Carangidae","Trachinotus","Trachinotus stilbe","Actinopteri","Northern Galapagos Islands"
"117",520926,520926,773085,"Species","Triaenodon obesus","(Rüppell, 1837)",214557,TRUE,"NT",2,1,"Chordata","Carcharhiniformes","Carcharhinidae","Triaenodon","Triaenodon obesus","Elasmobranchii","Northern Galapagos Islands"
"118",523097,523097,523093,"Species","Tursiops truncatus","(Montagu, 1821)",137111,TRUE,"LC",27,5,"Chordata","Cetartiodactyla","Delphinidae","Tursiops","Tursiops truncatus","Mammalia","Northern Galapagos Islands"
"119",525735,525735,525733,"Species","Xanthichthys caeruleolineatus","Randall, Matsuura & Zama, 1978",219898,NA,NA,1,1,"Chordata","Tetraodontiformes","Balistidae","Xanthichthys","Xanthichthys caeruleolineatus","Actinopteri","Northern Galapagos Islands"
"120",526460,526460,773210,"Species","Zanclus cornutus","(Linnaeus, 1758)",220083,NA,NA,2,1,"Chordata","Perciformes","Zanclidae","Zanclus","Zanclus cornutus","Actinopteri","Northern Galapagos Islands"
"121",526696,526696,763193,"Genus","Ziphius","Cuvier, 1823",137035,NA,NA,1,1,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius",NA,"Mammalia","Northern Galapagos Islands"
"122",526697,526697,526696,"Species","Ziphius cavirostris","Cuvier, 1823",137127,TRUE,"LC",5,5,"Chordata","Cetartiodactyla","Ziphiidae","Ziphius","Ziphius cavirostris","Mammalia","Northern Galapagos Islands"
"123",526841,526841,775650,"Species","Zonosagitta bedoti","(Béraneck, 1895)",266884,NA,NA,1,1,"Chaetognatha","Aphragmophora","Sagittidae","Zonosagitta","Zonosagitta bedoti","Sagittoidea","Northern Galapagos Islands"
"124",532140,532140,395729,"Species","Acanthemblemaria castroi","Stephens & Hobson, 1966",279447,TRUE,"VU",3,1,"Chordata","Perciformes","Chaenopsidae","Acanthemblemaria","Acanthemblemaria castroi","Actinopteri","Northern Galapagos Islands"
"125",534868,534868,778613,"Species","Astrolirus panamensis","(Ludwig, 1905)",368510,NA,NA,2,2,"Echinodermata","Brisingida","Brisingidae","Astrolirus","Astrolirus panamensis","Asteroidea","Northern Galapagos Islands"
"126",535127,535127,408771,"Subspecies","Auxis thazard brachydorax","Collette & Aadland, 1996",293553,NA,NA,2,1,"Chordata","Perciformes","Scombridae","Auxis","Auxis thazard","Actinopteri","Northern Galapagos Islands"
