"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","gisd","hab","ecoregion"
"30",399798,399798,399779,"Genus","Alpheus","Fabricius, 1798",106978,1,1,"Arthropoda","Decapoda","Alpheidae","Alpheus",NA,"Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"31",399868,399868,399798,"Species","Alpheus heterochaelis","Say, 1818",158348,1,1,"Arthropoda","Decapoda","Alpheidae","Alpheus","Alpheus heterochaelis","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"32",399902,399902,399798,"Species","Alpheus normanni","Kingsley, 1878",158349,3,1,"Arthropoda","Decapoda","Alpheidae","Alpheus","Alpheus normanni","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"33",399910,399910,399798,"Species","Alpheus paracrinitus","Miers, 1881",210522,2,2,"Arthropoda","Decapoda","Alpheidae","Alpheus","Alpheus paracrinitus","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"34",400039,400039,599075,"Species","Aluterus schoepfii","(Walbaum, 1792)",159490,4,1,"Chordata","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus schoepfii","Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"35",400043,400043,504575,"Genus","Alvania","Risso, 1826",138439,1,1,"Mollusca","Littorinimorpha","Rissoidae","Alvania",NA,"Gastropoda",NA,NA,NA,NA,"Southern Caribbean"
"36",400140,400140,400134,"Species","Alvinocaris muricola","Williams, 1988",378092,1,1,"Arthropoda","Decapoda","Alvinocarididae","Alvinocaris","Alvinocaris muricola","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"37",400442,400442,400440,"Species","Amblygaster leiogaster","(Valenciennes, 1847)",217440,2,1,"Chordata","Clupeiformes","Clupeidae","Amblygaster","Amblygaster leiogaster","Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"38",400575,400575,779754,"Species","Americardia media","(Linnaeus, 1758)",420847,10,2,"Mollusca","Cardiida","Cardiidae","Americardia","Americardia media","Bivalvia",NA,NA,NA,NA,"Southern Caribbean"
"39",400577,400577,680180,"Species","Americhelidium americanum","(Bousfield, 1973)",421529,4,1,"Arthropoda","Amphipoda","Oedicerotidae","Americhelidium","Americhelidium americanum","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"40",400620,400620,1011414,"Genus","Ammobaculites","Cushman, 1910",112345,1,1,"Foraminifera","Lituolida","Lituolidae","Ammobaculites",NA,"Globothalamea",NA,NA,NA,NA,"Southern Caribbean"
"41",400669,400669,768214,"Species","Ammolagena clavata","(Jones & Parker, 1860)",113827,1,1,"Foraminifera","Lituolida","Ammolagenidae","Ammolagena","Ammolagena clavata","Globothalamea",NA,NA,NA,NA,"Southern Caribbean"
"42",400793,400793,737935,"Species","Ampelisca bicarinata","Goeke & Heard, 1983",421433,79,3,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca bicarinata","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"43",400811,400811,737935,"Species","Ampelisca cristata","Holmes, 1908",421436,4,1,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca cristata","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"44",400831,400831,737935,"Species","Ampelisca holmesi","Pearse, 1908",421437,5,2,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca holmesi","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"45",400835,400835,737935,"Species","Ampelisca lobata","Holmes, 1908",421438,62,3,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca lobata","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"46",400850,400850,737935,"Species","Ampelisca parapacifica","Goeke & Heard, 1984",421439,126,3,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca parapacifica","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"47",400882,400882,628170,"Family","Ampeliscidae","Krøyer, 1842",101364,1,1,"Arthropoda","Amphipoda","Ampeliscidae",NA,NA,"Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"48",401024,401024,401022,"Species","Amphicteis gunneri","(M. Sars, 1835)",129784,1,1,"Annelida","Terebellida","Ampharetidae","Amphicteis","Amphicteis gunneri","Polychaeta",NA,NA,NA,NA,"Southern Caribbean"
"49",401174,401174,401171,"Species","Amphimedon viridis","Duchassaing & Michelotti, 1864",166701,18,3,"Porifera","Haplosclerida","Niphatidae","Amphimedon","Amphimedon viridis","Demospongiae",NA,NA,NA,NA,"Southern Caribbean"
"50",401224,401224,401208,"Species","Amphiodia riisei","(Lütken, 1859)",244939,21,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Amphiodia riisei","Ophiuroidea",NA,NA,NA,NA,"Southern Caribbean"
"51",401313,401313,695475,"Species","Amphioplus tumidus","(Lyman, 1878)",242801,4,2,"Echinodermata","Ophiurida","Amphiuridae","Amphioplus","Amphioplus tumidus","Ophiuroidea",NA,NA,NA,NA,"Southern Caribbean"
"52",401515,401515,695484,"Species","Amphiroa rigida","J.V.Lamouroux, 1816",145100,1,1,"Rhodophyta","Corallinales","Corallinaceae","Amphiroa","Amphiroa rigida","Florideophyceae",NA,NA,NA,NA,"Southern Caribbean"
"53",401523,401523,738079,"Species","Amphisamytha galapagensis","Zottoli, 1983",326388,1,1,"Annelida","Terebellida","Ampharetidae","Amphisamytha","Amphisamytha galapagensis","Polychaeta",NA,NA,NA,NA,"Southern Caribbean"
"54",401633,401633,401717,"Genus","Amphiura","Forbes, 1843",123613,6,2,"Echinodermata","Ophiurida","Amphiuridae","Amphiura",NA,"Ophiuroidea",NA,NA,NA,NA,"Southern Caribbean"
"55",402024,402024,1014255,"Genus","Ampithoe","Leach, 1814",101459,126,1,"Arthropoda","Amphipoda","Ampithoidae","Ampithoe",NA,"Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"56",402047,402047,402024,"Species","Ampithoe longimana","Smith, 1873",158026,25,3,"Arthropoda","Amphipoda","Ampithoidae","Ampithoe","Ampithoe longimana","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"57",402342,402342,738203,"Species","Anamixis cavatura","Thomas, 1997",421483,151,3,"Arthropoda","Amphipoda","Leucothoidae","Anamixis","Anamixis cavatura","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"58",402632,402632,402616,"Species","Anchoviella lepidentostole","(Fowler, 1911)",275544,1,1,"Chordata","Clupeiformes","Engraulidae","Anchoviella","Anchoviella lepidentostole","Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"59",402768,402768,754659,"Genus","Ancylopsetta","Gill, 1864",159272,1,1,"Chordata","Pleuronectiformes","Paralichthyidae","Ancylopsetta",NA,"Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"60",402775,402775,402768,"Species","Ancylopsetta ommata","(Jordan & Gilbert, 1883)",159273,3,3,"Chordata","Pleuronectiformes","Paralichthyidae","Ancylopsetta","Ancylopsetta ommata","Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"61",403086,403086,738321,"Species","Anisotremus virginicus","(Linnaeus, 1758)",279625,16,5,"Chordata","Perciformes","Haemulidae","Anisotremus","Anisotremus virginicus","Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"62",403192,403192,741049,"Genus","Anomocora","Studer, 1877",135082,1,1,"Cnidaria","Scleractinia","Caryophylliidae","Anomocora",NA,"Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"63",403193,403193,403192,"Species","Anomocora fecunda","(Pourtalès, 1871)",135130,36,4,"Cnidaria","Scleractinia","Caryophylliidae","Anomocora","Anomocora fecunda","Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"64",403195,403195,403192,"Species","Anomocora prolifera","(Pourtalès, 1871)",286719,59,4,"Cnidaria","Scleractinia","Caryophylliidae","Anomocora","Anomocora prolifera","Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"65",403211,403211,767747,"Infraorder","Anomura","MacLeay, 1838",106671,2,1,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"66",403690,403690,737630,"Genus","Anthomastus","Verrill, 1878",125285,2,2,"Cnidaria","Alcyonacea","Alcyoniidae","Anthomastus",NA,"Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"67",403774,403774,769174,"Genus","Anthoptilum","Kölliker, 1880",128489,2,2,"Cnidaria","Pennatulacea","Anthoptilidae","Anthoptilum",NA,"Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"68",403809,403809,765441,"Family","Anthuridae","Leach, 1814",118244,1,1,"Arthropoda","Isopoda","Anthuridae",NA,NA,"Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"69",403881,403881,740875,"Genus","Antigonia","Lowe, 1843",126242,2,1,"Chordata","Perciformes","Caproidae","Antigonia",NA,"Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"70",403950,403950,601621,"Species","Antipathes dichotoma","Pallas, 1766",103309,1,1,"Cnidaria","Antipatharia","Antipathidae","Antipathes","Antipathes dichotoma","Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"71",403958,403958,601621,"Species","Antipathes lenta","Pourtalès, 1871",283909,8,3,"Cnidaria","Antipatharia","Antipathidae","Antipathes","Antipathes lenta","Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"72",404106,404106,1011464,"Family","Aoridae","Stebbing, 1899",101368,2,1,"Arthropoda","Amphipoda","Aoridae",NA,NA,"Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"73",404636,404636,404635,"Species","Aplysilla glacialis","(Merejkowski, 1878)",132295,8,1,"Porifera","Dendroceratida","Darwinellidae","Aplysilla","Aplysilla glacialis","Demospongiae",NA,NA,NA,NA,"Southern Caribbean"
"74",404639,404639,769394,"Genus","Aplysina","Nardo, 1834",131975,1,1,"Porifera","Verongiida","Aplysinidae","Aplysina",NA,"Demospongiae",NA,NA,NA,NA,"Southern Caribbean"
"75",404654,404654,780145,"Genus","Apocorophium","Bousfield & Hoover, 1997",148593,1,1,"Arthropoda","Amphipoda","Corophiidae","Apocorophium",NA,"Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"76",404655,404655,404654,"Species","Apocorophium acutum","(Chevreux, 1908)",148604,151,3,"Arthropoda","Amphipoda","Corophiidae","Apocorophium","Apocorophium acutum","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"77",404656,404656,404654,"Species","Apocorophium lacustre","(Vanhöffen, 1911)",148594,2,2,"Arthropoda","Amphipoda","Corophiidae","Apocorophium","Apocorophium lacustre","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"78",404657,404657,404654,"Species","Apocorophium simile","(Shoemaker, 1943)",421576,9,3,"Arthropoda","Amphipoda","Corophiidae","Apocorophium","Apocorophium simile","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"79",404719,404719,695650,"Species","Apogon binotatus","(Poey, 1867)",272982,6,2,"Chordata","Perciformes","Apogonidae","Apogon","Apogon binotatus","Actinopteri",TRUE,"LC",NA,NA,"Southern Caribbean"
"80",404800,404800,695650,"Species","Apogon lachneri","Böhlke, 1959",273028,2,2,"Chordata","Perciformes","Apogonidae","Apogon","Apogon lachneri","Actinopteri",TRUE,"LC",NA,NA,"Southern Caribbean"
"81",404957,404957,773336,"Species","Apolemichthys arcuatus","(Gray, 1831)",277564,2,1,"Chordata","Perciformes","Pomacanthidae","Apolemichthys","Apolemichthys arcuatus","Actinopteri",TRUE,"LC",NA,NA,"Southern Caribbean"
"82",405046,405046,405041,"Species","Apristurus canutus","Springer & Heemstra, 1979",271334,4,2,"Chordata","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus canutus","Elasmobranchii",TRUE,"DD",NA,NA,"Southern Caribbean"
"83",405055,405055,405041,"Species","Apristurus laurussonii","(Saemundsson, 1922)",105807,2,2,"Chordata","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus laurussonii","Elasmobranchii",TRUE,"DD",NA,NA,"Southern Caribbean"
"84",405121,405121,770719,"Family","Apseudidae","Leach, 1814",136153,3,1,"Arthropoda","Tanaidacea","Apseudidae",NA,NA,"Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"85",405198,405198,405187,"Species","Arabella mutans","(Chamberlin, 1919)",157203,9,1,"Annelida","Eunicida","Oenonidae","Arabella","Arabella mutans","Polychaeta",NA,NA,NA,NA,"Southern Caribbean"
"86",405323,405323,405321,"Species","Arbacia punctulata","(Lamarck, 1816)",158058,5,1,"Echinodermata","Arbacioida","Arbaciidae","Arbacia","Arbacia punctulata","Echinoidea",NA,NA,NA,NA,"Southern Caribbean"
"87",405327,405327,405587,"Genus","Arca","Linnaeus, 1758",137670,2,2,"Mollusca","Arcoida","Arcidae","Arca",NA,"Bivalvia",NA,NA,NA,NA,"Southern Caribbean"
"88",405365,405365,405327,"Species","Arca imbricata","Bruguière, 1789",215252,6,1,"Mollusca","Arcoida","Arcidae","Arca","Arca imbricata","Bivalvia",NA,NA,NA,NA,"Southern Caribbean"
"89",405555,405555,405545,"Species","Architectonica nobilis","Röding, 1798",181092,6,3,"Mollusca","Heterobranchia incertae sedis","Architectonicidae","Architectonica","Architectonica nobilis","Gastropoda",NA,NA,NA,NA,"Southern Caribbean"
"90",405585,405585,771718,"Species","Archosargus probatocephalus","(Walbaum, 1792)",159238,2,2,"Chordata","Perciformes","Sparidae","Archosargus","Archosargus probatocephalus","Actinopteri",TRUE,"LC",NA,NA,"Southern Caribbean"
"91",405587,405587,816810,"Family","Arcidae","Lamarck, 1809",208,5,2,"Mollusca","Arcoida","Arcidae",NA,NA,"Bivalvia",NA,NA,NA,NA,"Southern Caribbean"
"92",405590,405590,738764,"Species","Arcinella cornuta","Conrad, 1866",420813,1,1,"Mollusca",NA,"Chamidae","Arcinella","Arcinella cornuta","Bivalvia",NA,NA,NA,NA,"Southern Caribbean"
"93",405606,405606,405605,"Species","Arcopsis adamsi","(Dall, 1886)",420724,2,1,"Mollusca","Arcoida","Noetiidae","Arcopsis","Arcopsis adamsi","Bivalvia",NA,NA,NA,NA,"Southern Caribbean"
"94",405908,405908,405907,"Species","Argonauta argo","Linnaeus, 1758",138803,2,1,"Mollusca","Octopoda","Argonautidae","Argonauta","Argonauta argo","Cephalopoda",TRUE,"LC",NA,NA,"Southern Caribbean"
"95",405922,405922,405921,"Species","Argopecten gibbus","(Linnaeus, 1758)",394271,2,2,"Mollusca","Pectinoida","Pectinidae","Argopecten","Argopecten gibbus","Bivalvia",NA,NA,NA,NA,"Southern Caribbean"
"96",405928,405928,405921,"Species","Argopecten nucleus","(Born, 1778)",394268,25,2,"Mollusca","Pectinoida","Pectinidae","Argopecten","Argopecten nucleus","Bivalvia",NA,NA,NA,NA,"Southern Caribbean"
"97",405933,405933,405931,"Genus","Argulus","O.F. Müller, 1785",104071,1,1,"Arthropoda","Arguloida","Argulidae","Argulus",NA,"Ichthyostraca",NA,NA,NA,NA,"Southern Caribbean"
"98",406104,406104,602787,"Species","Ariomma bondi","Fowler, 1930",159592,2,1,"Chordata","Perciformes","Ariommatidae","Ariomma","Ariomma bondi","Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"99",406123,406123,739686,"Genus","Ariosoma","Swainson, 1838",125622,3,1,"Chordata","Anguilliformes","Congridae","Ariosoma",NA,"Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"100",406129,406129,406123,"Species","Ariosoma balearicum","(Delaroche, 1809)",126283,4,2,"Chordata","Anguilliformes","Congridae","Ariosoma","Ariosoma balearicum","Actinopteri",TRUE,"LC",NA,NA,"Southern Caribbean"
"101",406165,406165,767795,"Species","Aristaeopsis edwardsiana","(Johnson, 1868)",240796,13,1,"Arthropoda","Decapoda","Aristeidae","Aristaeopsis","Aristaeopsis edwardsiana","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"102",406174,406174,406171,"Species","Aristeus antillensis","A. Milne-Edwards & Bouvier, 1909",158327,13,1,"Arthropoda","Decapoda","Aristeidae","Aristeus","Aristeus antillensis","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"103",406682,406682,406677,"Species","Ascorhynchus castelli","(Dohrn, 1881)",134621,1,1,"Arthropoda","Pantopoda","Ascorhynchidae","Ascorhynchus","Ascorhynchus castelli","Pycnogonida",NA,NA,NA,NA,"Southern Caribbean"
"104",406773,406773,406769,"Species","Asparagopsis taxiformis","(Delile) Trevisan de Saint-Léon, 1845",144439,10,2,"Rhodophyta","Bonnemaisoniales","Bonnemaisoniaceae","Asparagopsis","Asparagopsis taxiformis","Florideophyceae",NA,NA,NA,NA,"Southern Caribbean"
"105",406843,406843,406841,"Species","Aspidodiadema jacobyi","A. Agassiz, 1880",124329,1,1,"Echinodermata","Aspidodiadematoida","Aspidodiadematidae","Aspidodiadema","Aspidodiadema jacobyi","Echinoidea",NA,NA,NA,NA,"Southern Caribbean"
"106",407388,407388,695777,"Species","Astrangia solitaria","(Le Sueur, 1818)",287125,10,4,"Cnidaria","Scleractinia","Rhizangiidae","Astrangia","Astrangia solitaria","Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"107",407479,407479,774864,"Species","Astrocnida isidis","(Duchassaing, 1850)",243180,3,1,"Echinodermata","Euryalida","Gorgonocephalidae","Astrocnida","Astrocnida isidis","Ophiuroidea",NA,NA,NA,NA,"Southern Caribbean"
"108",407533,407533,407510,"Species","Astronesthes macropogon","Goodyear & Gibbs, 1970",127325,2,2,"Chordata","Stomiiformes","Stomiidae","Astronesthes","Astronesthes macropogon","Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"109",407563,407563,695787,"Species","Astropecten americanus","Verrill, 1880",158490,19,2,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Astropecten americanus","Asteroidea",NA,NA,NA,NA,"Southern Caribbean"
"110",407573,407573,695787,"Species","Astropecten cingulatus","Sladen, 1883",178648,5,1,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Astropecten cingulatus","Asteroidea",NA,NA,NA,NA,"Southern Caribbean"
"111",407781,407781,407780,"Species","Atelecrinus balanoides","Carpenter, 1881",124235,3,1,"Echinodermata","Comatulida","Atelecrinidae","Atelecrinus","Atelecrinus balanoides","Crinoidea",NA,NA,NA,NA,"Southern Caribbean"
"112",408038,408038,699783,"Genus","Atrina","Gray, 1842",138351,2,2,"Mollusca","Ostreoida","Pinnidae","Atrina",NA,"Bivalvia",NA,NA,NA,NA,"Southern Caribbean"
"113",408232,408232,779533,"Species","Audulla chelifera","Chevreux, 1901",410793,94,3,"Arthropoda","Amphipoda","Photidae","Audulla","Audulla chelifera","Malacostraca",NA,NA,NA,NA,"Southern Caribbean"
"114",408772,408772,408771,"Subspecies","Auxis thazard thazard","(Lacepède, 1800)",293552,3,2,"Chordata","Perciformes","Scombridae","Auxis","Auxis thazard","Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"115",409200,409200,758691,"Genus","Bairdiella","Gill, 1861",159302,3,2,"Chordata","Perciformes","Sciaenidae","Bairdiella",NA,"Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"116",409240,409240,739484,"Species","Balaenoptera physalus","(Linnaeus, 1758)",137091,3,2,"Chordata","Cetartiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera physalus","Mammalia",TRUE,"EN",NA,NA,"Southern Caribbean"
"117",409257,409257,744019,"Genus","Balanophyllia","Wood, 1844",135108,1,1,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia",NA,"Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"118",409275,409275,409257,"Species","Balanophyllia cyathoides","(Pourtalès, 1871)",286913,2,1,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia cyathoides","Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"119",409288,409288,409257,"Species","Balanophyllia floridana","Pourtalès, 1868",286923,1,1,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia floridana","Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"120",409303,409303,409257,"Species","Balanophyllia palifera","Pourtalès, 1878",286936,3,1,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia palifera","Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"121",409305,409305,409257,"Species","Balanophyllia pittieri","Vaughan, 1919",286939,11,2,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia pittieri","Anthozoa",NA,NA,NA,NA,"Southern Caribbean"
"122",409555,409555,605024,"Species","Barathrites iris","Zugmayer, 1911",126664,1,1,"Chordata","Ophidiiformes","Ophidiidae","Barathrites","Barathrites iris","Actinopteri",NA,NA,NA,NA,"Southern Caribbean"
"123",410068,410068,410061,"Species","Barleeia unifasciata","(Montagu, 1803)",138843,1,1,"Mollusca","Littorinimorpha","Barleeiidae","Barleeia","Barleeia unifasciata","Gastropoda",NA,NA,NA,NA,"Southern Caribbean"
