"","id","valid_id","parent_id","rank_name","tname","tauthor","records","datasets","phylum","order","family","genus","species","class","worms_id","redlist","status","gisd","hab","ecoregion"
"19",397524,397524,597146,"Species","Acteocina lepta","Woodring, 1928",4,1,"Mollusca","Cephalaspidea","Acteocinidae","Acteocina","Acteocina lepta","Gastropoda",420534,NA,NA,NA,NA,"Eastern Caribbean"
"20",397621,397621,737334,"Species","Actinia aster","Ellis, 1768",3,1,"Cnidaria","Actiniaria","Actiniidae","Actinia","Actinia aster","Anthozoa",283270,NA,NA,NA,NA,"Eastern Caribbean"
"21",397747,397747,737334,"Species","Actinia minutissima","Le Sueur, 1817",1,1,"Cnidaria","Actiniaria","Actiniidae","Actinia","Actinia minutissima","Anthozoa",283299,NA,NA,NA,NA,"Eastern Caribbean"
"22",397974,397974,779544,"Species","Actinodactylus boscii","Duchassaing, 1850",1,1,"Cnidaria","Actiniaria",NA,"Actinodactylus","Actinodactylus boscii","Anthozoa",410965,NA,NA,NA,NA,"Eastern Caribbean"
"23",398023,398023,775751,"Species","Actinoporus elegans","Duchassaing, 1850",1,1,"Cnidaria","Actiniaria","Capneidae","Actinoporus","Actinoporus elegans","Anthozoa",289350,NA,NA,NA,NA,"Eastern Caribbean"
"24",398138,398138,775753,"Species","Actinostella flosculifera","(Le Sueur, 1817)",2,1,"Cnidaria","Actiniaria","Actiniidae","Actinostella","Actinostella flosculifera","Anthozoa",289355,NA,NA,NA,NA,"Eastern Caribbean"
"25",398212,398212,776116,"Species","Acyrtops amplicirrus","Briggs, 1955",6,4,"Chordata","Gobiesociformes","Gobiesocidae","Acyrtops","Acyrtops amplicirrus","Actinopteri",279503,TRUE,"LC",NA,NA,"Eastern Caribbean"
"26",398215,398215,776117,"Species","Acyrtus artius","Briggs, 1955",22,6,"Chordata","Gobiesociformes","Gobiesocidae","Acyrtus","Acyrtus artius","Actinopteri",279505,TRUE,"LC",NA,NA,"Eastern Caribbean"
"27",398431,398431,398430,"Species","Aegathoa oculata","(Say, 1818)",2,1,"Arthropoda","Isopoda","Cymothoidae","Aegathoa","Aegathoa oculata","Malacostraca",258695,NA,NA,NA,NA,"Eastern Caribbean"
"28",398644,398644,398634,"Genus","Aetideus","Brady, 1883",15,1,"Arthropoda","Calanoida","Aetideidae","Aetideus",NA,NA,104112,NA,NA,NA,NA,"Eastern Caribbean"
"29",398646,398646,398644,"Species","Aetideus arcuatus","(Vervoort, 1949)",1,1,"Arthropoda","Calanoida","Aetideidae","Aetideus","Aetideus arcuatus",NA,104274,NA,NA,NA,NA,"Eastern Caribbean"
"30",398768,398768,695348,"Species","Agaricia humilis","Verrill, 1901",4,3,"Cnidaria","Scleractinia","Agariciidae","Agaricia","Agaricia humilis","Anthozoa",287914,TRUE,"LC",NA,NA,"Eastern Caribbean"
"31",398779,398779,695348,"Species","Agaricia undata","(Ellis & Solander, 1786)",2,1,"Cnidaria","Scleractinia","Agariciidae","Agaricia","Agaricia undata","Anthozoa",287917,TRUE,"DD",NA,NA,"Eastern Caribbean"
"32",398819,398819,398817,"Species","Agelas clathrodes","(Schmidt, 1870)",1,1,"Porifera","Agelasida","Agelasidae","Agelas","Agelas clathrodes","Demospongiae",164823,NA,NA,NA,NA,"Eastern Caribbean"
"33",398822,398822,398817,"Species","Agelas dispar","Duchassaing & Michelotti, 1864",1,1,"Porifera","Agelasida","Agelasidae","Agelas","Agelas dispar","Demospongiae",164827,NA,NA,NA,NA,"Eastern Caribbean"
"34",398828,398828,398817,"Species","Agelas schmidti","Wilson, 1902",3,3,"Porifera","Agelasida","Agelasidae","Agelas","Agelas schmidti","Demospongiae",164842,NA,NA,NA,NA,"Eastern Caribbean"
"35",399107,399107,695382,"Species","Aiptasia tagetes","(Duchassaing & Michelotti, 1864)",1,1,"Cnidaria","Actiniaria","Aiptasiidae","Aiptasia","Aiptasia tagetes","Anthozoa",283490,NA,NA,NA,NA,"Eastern Caribbean"
"36",399140,399140,766922,"Genus","Akera","O. F. Müller, 1776",1,1,"Mollusca","Anaspidea","Akeridae","Akera",NA,"Gastropoda",137641,NA,NA,NA,NA,"Eastern Caribbean"
"37",399384,399384,737643,"Species","Aldrovandia affinis","(Günther, 1877)",2,1,"Chordata","Notacanthiformes","Halosauridae","Aldrovandia","Aldrovandia affinis","Actinopteri",126637,NA,NA,NA,NA,"Eastern Caribbean"
"38",399444,399444,598612,"Species","Alepisaurus brevirostris","Gibbs, 1960",2,2,"Chordata","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus brevirostris","Actinopteri",126332,NA,NA,NA,NA,"Eastern Caribbean"
"39",399451,399451,737659,"Species","Alepocephalus agassizii","Goode & Bean, 1883",1,1,"Chordata","Osmeriformes","Alepocephalidae","Alepocephalus","Alepocephalus agassizii","Actinopteri",126681,NA,NA,NA,NA,"Eastern Caribbean"
"40",399779,399779,767767,"Family","Alpheidae","Rafinesque, 1815",2,1,"Arthropoda","Decapoda","Alpheidae",NA,NA,"Malacostraca",106776,NA,NA,NA,NA,"Eastern Caribbean"
"41",399798,399798,399779,"Genus","Alpheus","Fabricius, 1798",7,1,"Arthropoda","Decapoda","Alpheidae","Alpheus",NA,"Malacostraca",106978,NA,NA,NA,NA,"Eastern Caribbean"
"42",400043,400043,504575,"Genus","Alvania","Risso, 1826",1,1,"Mollusca","Littorinimorpha","Rissoidae","Alvania",NA,"Gastropoda",138439,NA,NA,NA,NA,"Eastern Caribbean"
"43",400188,400188,400174,"Species","Amakusanthura magnifica","(Menzies & Frankenberg, 1966)",5,1,"Arthropoda","Isopoda","Anthuridae","Amakusanthura","Amakusanthura magnifica","Malacostraca",255365,NA,NA,NA,NA,"Eastern Caribbean"
"44",400193,400193,400174,"Species","Amakusanthura signata","(Menzies & Glynn, 1968)",2,1,"Arthropoda","Isopoda","Anthuridae","Amakusanthura","Amakusanthura signata","Malacostraca",255374,NA,NA,NA,NA,"Eastern Caribbean"
"45",400252,400252,752056,"Genus","Amanses","Gray, 1835",5,1,"Chordata","Tetraodontiformes","Monacanthidae","Amanses",NA,"Actinopteri",205846,NA,NA,NA,NA,"Eastern Caribbean"
"46",400575,400575,779754,"Species","Americardia media","(Linnaeus, 1758)",5,1,"Mollusca","Cardiida","Cardiidae","Americardia","Americardia media","Bivalvia",420847,NA,NA,NA,NA,"Eastern Caribbean"
"47",400577,400577,680180,"Species","Americhelidium americanum","(Bousfield, 1973)",1,1,"Arthropoda","Amphipoda","Oedicerotidae","Americhelidium","Americhelidium americanum","Malacostraca",421529,NA,NA,NA,NA,"Eastern Caribbean"
"48",400793,400793,737935,"Species","Ampelisca bicarinata","Goeke & Heard, 1983",8,1,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca bicarinata","Malacostraca",421433,NA,NA,NA,NA,"Eastern Caribbean"
"49",400901,400901,599696,"Species","Ampharete finmarchica","(M. Sars, 1865)",2,1,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete finmarchica","Polychaeta",129778,NA,NA,NA,NA,"Eastern Caribbean"
"50",401173,401173,401171,"Species","Amphimedon compressa","Duchassaing & Michelotti, 1864",4,1,"Porifera","Haplosclerida","Niphatidae","Amphimedon","Amphimedon compressa","Demospongiae",166666,NA,NA,NA,NA,"Eastern Caribbean"
"51",401174,401174,401171,"Species","Amphimedon viridis","Duchassaing & Michelotti, 1864",1,1,"Porifera","Haplosclerida","Niphatidae","Amphimedon","Amphimedon viridis","Demospongiae",166701,NA,NA,NA,NA,"Eastern Caribbean"
"52",401223,401223,401208,"Species","Amphiodia pulchella","(Lyman, 1869)",1,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Amphiodia pulchella","Ophiuroidea",242674,NA,NA,NA,NA,"Eastern Caribbean"
"53",401323,401323,401320,"Species","Amphipholis januarii","Ljungman, 1866",1,1,"Echinodermata","Ophiurida","Amphiuridae","Amphipholis","Amphipholis januarii","Ophiuroidea",149906,NA,NA,NA,NA,"Eastern Caribbean"
"54",401331,401331,401320,"Species","Amphipholis squamata","(Delle Chiaje, 1828)",1,1,"Echinodermata","Ophiurida","Amphiuridae","Amphipholis","Amphipholis squamata","Ophiuroidea",125064,NA,NA,NA,NA,"Eastern Caribbean"
"55",401717,401717,772939,"Family","Amphiuridae","Ljungman, 1867",2,1,"Echinodermata","Ophiurida","Amphiuridae",NA,NA,"Ophiuroidea",123206,NA,NA,NA,NA,"Eastern Caribbean"
"56",402024,402024,1014255,"Genus","Ampithoe","Leach, 1814",8,2,"Arthropoda","Amphipoda","Ampithoidae","Ampithoe",NA,"Malacostraca",101459,NA,NA,NA,NA,"Eastern Caribbean"
"57",402062,402062,742946,"Family","Ampithoidae","Stebbing, 1899",3,1,"Arthropoda","Amphipoda","Ampithoidae",NA,NA,"Malacostraca",101366,NA,NA,NA,NA,"Eastern Caribbean"
"58",402164,402164,402159,"Species","Anacanthobatis longirostris","Bigelow & Schroeder, 1962",5,2,"Chordata","Rajiformes","Anacanthobatidae","Anacanthobatis","Anacanthobatis longirostris","Elasmobranchii",277942,TRUE,"DD",NA,NA,"Eastern Caribbean"
"59",402342,402342,738203,"Species","Anamixis cavatura","Thomas, 1997",3,1,"Arthropoda","Amphipoda","Leucothoidae","Anamixis","Anamixis cavatura","Malacostraca",421483,NA,NA,NA,NA,"Eastern Caribbean"
"60",402469,402469,402464,"Species","Anatoma crispata","(Fleming, 1828)",1,1,"Mollusca",NA,"Anatomidae","Anatoma","Anatoma crispata","Gastropoda",141417,NA,NA,NA,NA,"Eastern Caribbean"
"61",402913,402913,402912,"Species","Anguilla anguilla","(Linnaeus, 1758)",1,1,"Chordata","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Actinopteri",126281,TRUE,"CR",NA,NA,"Eastern Caribbean"
"62",403086,403086,738321,"Species","Anisotremus virginicus","(Linnaeus, 1758)",28,4,"Chordata","Perciformes","Haemulidae","Anisotremus","Anisotremus virginicus","Actinopteri",279625,NA,NA,NA,NA,"Eastern Caribbean"
"63",403189,403189,824274,"Family","Anomiidae","Rafinesque, 1815",1,1,"Mollusca","Pectinoida","Anomiidae",NA,NA,"Bivalvia",214,NA,NA,NA,NA,"Eastern Caribbean"
"64",403193,403193,403192,"Species","Anomocora fecunda","(Pourtalès, 1871)",13,3,"Cnidaria","Scleractinia","Caryophylliidae","Anomocora","Anomocora fecunda","Anthozoa",135130,NA,NA,NA,NA,"Eastern Caribbean"
"65",403195,403195,403192,"Species","Anomocora prolifera","(Pourtalès, 1871)",6,2,"Cnidaria","Scleractinia","Caryophylliidae","Anomocora","Anomocora prolifera","Anthozoa",286719,NA,NA,NA,NA,"Eastern Caribbean"
"66",403358,403358,432917,"Genus","Antalis","H. Adams & A. Adams, 1854",1,1,"Mollusca","Dentaliida","Dentaliidae","Antalis",NA,"Scaphopoda",150531,NA,NA,NA,NA,"Eastern Caribbean"
"67",403539,403539,738400,"Species","Anthemiphyllia patera","Pourtalès, 1878",3,2,"Cnidaria","Scleractinia","Anthemiphylliidae","Anthemiphyllia","Anthemiphyllia patera","Anthozoa",346422,NA,NA,NA,NA,"Eastern Caribbean"
"68",403757,403757,403720,"Species","Anthopleura pallida","Duchassaing & Michelotti, 1864",1,1,"Cnidaria","Actiniaria","Actiniidae","Anthopleura","Anthopleura pallida","Anthozoa",283370,NA,NA,NA,NA,"Eastern Caribbean"
"69",403774,403774,769174,"Genus","Anthoptilum","Kölliker, 1880",8,2,"Cnidaria","Pennatulacea","Anthoptilidae","Anthoptilum",NA,"Anthozoa",128489,NA,NA,NA,NA,"Eastern Caribbean"
"70",403788,403788,768907,"Genus","Anthothela","Verrill, 1879",2,2,"Cnidaria","Alcyonacea","Anthothelidae","Anthothela",NA,"Anthozoa",125324,NA,NA,NA,NA,"Eastern Caribbean"
"71",403809,403809,765441,"Family","Anthuridae","Leach, 1814",7,1,"Arthropoda","Isopoda","Anthuridae",NA,NA,"Malacostraca",118244,NA,NA,NA,NA,"Eastern Caribbean"
"72",403958,403958,601621,"Species","Antipathes lenta","Pourtalès, 1871",2,1,"Cnidaria","Antipatharia","Antipathidae","Antipathes","Antipathes lenta","Anthozoa",283909,NA,NA,NA,NA,"Eastern Caribbean"
"73",404106,404106,1011464,"Family","Aoridae","Stebbing, 1899",14,1,"Arthropoda","Amphipoda","Aoridae",NA,NA,"Malacostraca",101368,NA,NA,NA,NA,"Eastern Caribbean"
"74",404179,404179,404172,"Species","Aphanipathes salix","(Pourtalès, 1880)",5,2,"Cnidaria","Antipatharia","Aphanipathidae","Aphanipathes","Aphanipathes salix","Anthozoa",283939,NA,NA,NA,NA,"Eastern Caribbean"
"75",404315,404315,769407,"Genus","Aphrocallistes","Gray, 1858",6,2,"Porifera","Hexactinosida","Aphrocallistidae","Aphrocallistes",NA,"Hexactinellida",132099,NA,NA,NA,NA,"Eastern Caribbean"
"76",404316,404316,404315,"Species","Aphrocallistes beatrix","Gray, 1858",6,2,"Porifera","Hexactinosida","Aphrocallistidae","Aphrocallistes","Aphrocallistes beatrix","Hexactinellida",134380,NA,NA,NA,NA,"Eastern Caribbean"
"77",404635,404635,769372,"Genus","Aplysilla","Schulze, 1878",4,1,"Porifera","Dendroceratida","Darwinellidae","Aplysilla",NA,"Demospongiae",131738,NA,NA,NA,NA,"Eastern Caribbean"
"78",404639,404639,769394,"Genus","Aplysina","Nardo, 1834",1,1,"Porifera","Verongiida","Aplysinidae","Aplysina",NA,"Demospongiae",131975,NA,NA,NA,NA,"Eastern Caribbean"
"79",404644,404644,404639,"Species","Aplysina lacunosa","(Lamarck, 1814)",2,1,"Porifera","Verongiida","Aplysinidae","Aplysina","Aplysina lacunosa","Demospongiae",169656,NA,NA,NA,NA,"Eastern Caribbean"
"80",404719,404719,695650,"Species","Apogon binotatus","(Poey, 1867)",68,8,"Chordata","Perciformes","Apogonidae","Apogon","Apogon binotatus","Actinopteri",272982,TRUE,"LC",NA,NA,"Eastern Caribbean"
"81",404800,404800,695650,"Species","Apogon lachneri","Böhlke, 1959",12,6,"Chordata","Perciformes","Apogonidae","Apogon","Apogon lachneri","Actinopteri",273028,TRUE,"LC",NA,NA,"Eastern Caribbean"
"82",404861,404861,695650,"Species","Apogon phenax","Böhlke & Randall, 1968",14,3,"Chordata","Perciformes","Apogonidae","Apogon","Apogon phenax","Actinopteri",273069,TRUE,"LC",NA,NA,"Eastern Caribbean"
"83",404864,404864,695650,"Species","Apogon pillionatus","Böhlke & Randall, 1968",3,2,"Chordata","Perciformes","Apogonidae","Apogon","Apogon pillionatus","Actinopteri",273071,TRUE,"LC",NA,NA,"Eastern Caribbean"
"84",404881,404881,695650,"Species","Apogon robinsi","Böhlke & Randall, 1968",7,4,"Chordata","Perciformes","Apogonidae","Apogon","Apogon robinsi","Actinopteri",273087,TRUE,"LC",NA,NA,"Eastern Caribbean"
"85",405046,405046,405041,"Species","Apristurus canutus","Springer & Heemstra, 1979",6,2,"Chordata","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus canutus","Elasmobranchii",271334,TRUE,"DD",NA,NA,"Eastern Caribbean"
"86",405077,405077,776175,"Species","Aprognathodon platyventris","Böhlke, 1967",14,6,"Chordata","Anguilliformes","Ophichthidae","Aprognathodon","Aprognathodon platyventris","Actinopteri",279670,TRUE,"LC",NA,NA,"Eastern Caribbean"
"87",405192,405192,405187,"Species","Arabella iricolor","(Montagu, 1804)",1,1,"Annelida","Eunicida","Oenonidae","Arabella","Arabella iricolor","Polychaeta",129854,NA,NA,NA,NA,"Eastern Caribbean"
"88",405198,405198,405187,"Species","Arabella mutans","(Chamberlin, 1919)",1,1,"Annelida","Eunicida","Oenonidae","Arabella","Arabella mutans","Polychaeta",157203,NA,NA,NA,NA,"Eastern Caribbean"
"89",405587,405587,816810,"Family","Arcidae","Lamarck, 1809",1,1,"Mollusca","Arcoida","Arcidae",NA,NA,"Bivalvia",208,NA,NA,NA,NA,"Eastern Caribbean"
"90",405615,405615,738774,"Species","Arcos erythrops","(Jordan & Gilbert, 1882)",3,3,"Chordata","Gobiesociformes","Gobiesocidae","Arcos","Arcos erythrops","Actinopteri",279682,TRUE,"LC",NA,NA,"Eastern Caribbean"
"91",405622,405622,767666,"Genus","Arcoscalpellum","Hoek, 1907",1,1,"Arthropoda","Scalpelliformes","Scalpellidae","Arcoscalpellum",NA,NA,106103,NA,NA,NA,NA,"Eastern Caribbean"
"92",405799,405799,602571,"Species","Arene tricarinata","(Stearns, 1872)",3,1,"Mollusca",NA,"Areneidae","Arene","Arene tricarinata","Gastropoda",419474,NA,NA,NA,NA,"Eastern Caribbean"
"93",405873,405873,405864,"Species","Argentina georgei","Cohen & Atsaides, 1969",1,1,"Chordata","Osmeriformes","Argentinidae","Argentina","Argentina georgei","Actinopteri",272895,NA,NA,NA,NA,"Eastern Caribbean"
"94",405880,405880,405864,"Species","Argentina stewarti","Cohen & Atsaides, 1969",1,1,"Chordata","Osmeriformes","Argentinidae","Argentina","Argentina stewarti","Actinopteri",272898,NA,NA,NA,NA,"Eastern Caribbean"
"95",405922,405922,405921,"Species","Argopecten gibbus","(Linnaeus, 1758)",1,1,"Mollusca","Pectinoida","Pectinidae","Argopecten","Argopecten gibbus","Bivalvia",394271,NA,NA,NA,NA,"Eastern Caribbean"
"96",405928,405928,405921,"Species","Argopecten nucleus","(Born, 1778)",13,1,"Mollusca","Pectinoida","Pectinidae","Argopecten","Argopecten nucleus","Bivalvia",394268,NA,NA,NA,NA,"Eastern Caribbean"
"97",405993,405993,767541,"Genus","Argyrotheca","Dall, 1900",3,1,"Brachiopoda","Terebratulida","Megathyrididae","Argyrotheca",NA,"Rhynchonellata",104047,NA,NA,NA,NA,"Eastern Caribbean"
"98",406092,406092,406086,"Species","Arietellus setosus","Giesbrecht, 1893",1,1,"Arthropoda","Calanoida","Arietellidae","Arietellus","Arietellus setosus",NA,104352,NA,NA,NA,NA,"Eastern Caribbean"
"99",406123,406123,739686,"Genus","Ariosoma","Swainson, 1838",10,2,"Chordata","Anguilliformes","Congridae","Ariosoma",NA,"Actinopteri",125622,NA,NA,NA,NA,"Eastern Caribbean"
"100",406129,406129,406123,"Species","Ariosoma balearicum","(Delaroche, 1809)",6,5,"Chordata","Anguilliformes","Congridae","Ariosoma","Ariosoma balearicum","Actinopteri",126283,TRUE,"LC",NA,NA,"Eastern Caribbean"
"101",406149,406149,406123,"Species","Ariosoma selenops","Reid, 1934",4,1,"Chordata","Anguilliformes","Congridae","Ariosoma","Ariosoma selenops","Actinopteri",271736,TRUE,"LC",NA,NA,"Eastern Caribbean"
"102",406165,406165,767795,"Species","Aristaeopsis edwardsiana","(Johnson, 1868)",31,1,"Arthropoda","Decapoda","Aristeidae","Aristaeopsis","Aristaeopsis edwardsiana","Malacostraca",240796,NA,NA,NA,NA,"Eastern Caribbean"
"103",406174,406174,406171,"Species","Aristeus antillensis","A. Milne-Edwards & Bouvier, 1909",31,1,"Arthropoda","Decapoda","Aristeidae","Aristeus","Aristeus antillensis","Malacostraca",158327,NA,NA,NA,NA,"Eastern Caribbean"
"104",406201,406201,738888,"Species","Aristostomias polydactylus","Regan & Trewavas, 1930",2,2,"Chordata","Stomiiformes","Stomiidae","Aristostomias","Aristostomias polydactylus","Actinopteri",158842,NA,NA,NA,NA,"Eastern Caribbean"
"105",406204,406204,738888,"Species","Aristostomias xenostoma","Regan & Trewavas, 1930",6,2,"Chordata","Stomiiformes","Stomiidae","Aristostomias","Aristostomias xenostoma","Actinopteri",275008,NA,NA,NA,NA,"Eastern Caribbean"
"106",406296,406296,406293,"Species","Armadillidium vulgare","(Latreille, 1804)",1,1,"Arthropoda","Isopoda","Armadillidiidae","Armadillidium","Armadillidium vulgare","Malacostraca",257832,NA,NA,NA,NA,"Eastern Caribbean"
"107",406302,406302,602933,"Species","Armandia agilis","(Andrews, 1891)",5,1,"Annelida",NA,"Opheliidae","Armandia","Armandia agilis","Polychaeta",157219,NA,NA,NA,NA,"Eastern Caribbean"
"108",406312,406312,602933,"Species","Armandia maculata","(Webster, 1884)",19,1,"Annelida",NA,"Opheliidae","Armandia","Armandia maculata","Polychaeta",157220,NA,NA,NA,NA,"Eastern Caribbean"
"109",406408,406408,738915,"Species","Arothron stellatus","(Anonymous, 1798)",3,1,"Chordata","Tetraodontiformes","Tetraodontidae","Arothron","Arothron stellatus","Actinopteri",219928,TRUE,"LC",NA,NA,"Eastern Caribbean"
"110",406607,406607,603103,"Species","Ascidia interrupta","Heller, 1878",1,1,"Chordata","Phlebobranchia","Ascidiidae","Ascidia","Ascidia interrupta","Ascidiacea",103706,NA,NA,NA,NA,"Eastern Caribbean"
"111",406769,406769,770256,"Genus","Asparagopsis","Montagne, 1840",9,2,"Rhodophyta","Bonnemaisoniales","Bonnemaisoniaceae","Asparagopsis",NA,"Florideophyceae",143809,NA,NA,NA,NA,"Eastern Caribbean"
"112",406843,406843,406841,"Species","Aspidodiadema jacobyi","A. Agassiz, 1880",3,1,"Echinodermata","Aspidodiadematoida","Aspidodiadematidae","Aspidodiadema","Aspidodiadema jacobyi","Echinoidea",124329,NA,NA,NA,NA,"Eastern Caribbean"
"113",407214,407214,407213,"Species","Asteronyx loveni","Müller & Troschel, 1842",1,1,"Echinodermata","Euryalida","Asteronychidae","Asteronyx","Asteronyx loveni","Ophiuroidea",124951,NA,NA,NA,NA,"Eastern Caribbean"
"114",407388,407388,695777,"Species","Astrangia solitaria","(Le Sueur, 1818)",8,2,"Cnidaria","Scleractinia","Rhizangiidae","Astrangia","Astrangia solitaria","Anthozoa",287125,NA,NA,NA,NA,"Eastern Caribbean"
"115",407479,407479,774864,"Species","Astrocnida isidis","(Duchassaing, 1850)",1,1,"Echinodermata","Euryalida","Gorgonocephalidae","Astrocnida","Astrocnida isidis","Ophiuroidea",243180,NA,NA,NA,NA,"Eastern Caribbean"
"116",407543,407543,407510,"Species","Astronesthes similus","Parr, 1927",15,3,"Chordata","Stomiiformes","Stomiidae","Astronesthes","Astronesthes similus","Actinopteri",275036,NA,NA,NA,NA,"Eastern Caribbean"
"117",407555,407555,768196,"Species","Astrononion echolsi","Kennett, 1967",5,1,"Foraminifera","Rotaliida","Nonionidae","Astrononion","Astrononion echolsi","Globothalamea",113549,NA,NA,NA,NA,"Eastern Caribbean"
"118",407620,407620,697703,"Genus","Astrophyton","Fleming, 1828",1,1,"Echinodermata","Euryalida","Gorgonocephalidae","Astrophyton",NA,"Ophiuroidea",123583,NA,NA,NA,NA,"Eastern Caribbean"
"119",407780,407780,768752,"Genus","Atelecrinus","Carpenter, 1881",14,1,"Echinodermata","Comatulida","Atelecrinidae","Atelecrinus",NA,"Crinoidea",123360,NA,NA,NA,NA,"Eastern Caribbean"
"120",407781,407781,407780,"Species","Atelecrinus balanoides","Carpenter, 1881",10,1,"Echinodermata","Comatulida","Atelecrinidae","Atelecrinus","Atelecrinus balanoides","Crinoidea",124235,NA,NA,NA,NA,"Eastern Caribbean"
"121",407915,407915,856524,"Genus","Atherinomorus","Fowler, 1903",2,1,"Chordata","Atheriniformes","Atherinidae","Atherinomorus",NA,"Actinopteri",125660,NA,NA,NA,NA,"Eastern Caribbean"
"122",408232,408232,779533,"Species","Audulla chelifera","Chevreux, 1901",5,3,"Arthropoda","Amphipoda","Photidae","Audulla","Audulla chelifera","Malacostraca",410793,NA,NA,NA,NA,"Eastern Caribbean"
"123",408239,408239,408235,"Species","Augaptilus megalurus","Giesbrecht, 1889",1,1,"Arthropoda","Calanoida","Augaptilidae","Augaptilus","Augaptilus megalurus",NA,104374,NA,NA,NA,NA,"Eastern Caribbean"
