"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","gisd","hab","ecoregion"
"22",401223,401223,401208,"Species","Amphiodia pulchella","(Lyman, 1869)",242674,1,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Amphiodia pulchella","Ophiuroidea",NA,NA,NA,NA,"Western Caribbean"
"23",401331,401331,401320,"Species","Amphipholis squamata","(Delle Chiaje, 1828)",125064,2,1,"Echinodermata","Ophiurida","Amphiuridae","Amphipholis","Amphipholis squamata","Ophiuroidea",NA,NA,NA,NA,"Western Caribbean"
"24",401404,401404,401398,"Species","Amphiprion chagosensis","Allen, 1972",212776,1,1,"Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion chagosensis","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"25",401407,401407,401398,"Species","Amphiprion clarkii","(Bennett, 1830)",212783,1,1,"Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion clarkii","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"26",401412,401412,401398,"Species","Amphiprion latifasciatus","Allen, 1972",212775,1,1,"Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion latifasciatus","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"27",401417,401417,401398,"Species","Amphiprion ocellaris","Cuvier, 1830",278400,1,1,"Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"28",401419,401419,401398,"Species","Amphiprion percula","(Lacepède, 1802)",278402,1,1,"Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion percula","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"29",401712,401712,401633,"Species","Amphiura stimpsoni","Lütken, 1859",242991,4,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiura","Amphiura stimpsoni","Ophiuroidea",NA,NA,NA,NA,"Western Caribbean"
"30",402577,402577,695543,"Species","Anchoa colonensis","Hildebrand, 1943",275511,2,1,"Chordata","Clupeiformes","Engraulidae","Anchoa","Anchoa colonensis","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"31",402612,402612,738230,"Species","Anchovia macrolepidota","(Kner, 1863)",279608,1,1,"Chordata","Clupeiformes","Engraulidae","Anchovia","Anchovia macrolepidota","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"32",402769,402769,402768,"Species","Ancylopsetta antillarum","Gutherz, 1966",276005,2,2,"Chordata","Pleuronectiformes","Paralichthyidae","Ancylopsetta","Ancylopsetta antillarum","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"33",402905,402905,772691,"Species","Angiola lineata","(da Costa, 1778)",224584,4,1,"Mollusca","Caenogastropoda incertae sedis","Planaxidae","Angiola","Angiola lineata","Gastropoda",NA,NA,NA,NA,"Western Caribbean"
"34",403086,403086,738321,"Species","Anisotremus virginicus","(Linnaeus, 1758)",279625,84,2,"Chordata","Perciformes","Haemulidae","Anisotremus","Anisotremus virginicus","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"35",403193,403193,403192,"Species","Anomocora fecunda","(Pourtalès, 1871)",135130,11,3,"Cnidaria","Scleractinia","Caryophylliidae","Anomocora","Anomocora fecunda","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"36",403246,403246,403239,"Species","Anoplodactylus batangensis","(Helfer, 1938)",239543,1,1,"Arthropoda","Pantopoda","Phoxichilidiidae","Anoplodactylus","Anoplodactylus batangensis","Pycnogonida",NA,NA,NA,NA,"Western Caribbean"
"37",403506,403506,738389,"Species","Antennella secundaria","(Gmelin, 1791)",117628,1,1,"Cnidaria","Leptothecata","Halopterididae","Antennella","Antennella secundaria","Hydrozoa",NA,NA,NA,NA,"Western Caribbean"
"38",403790,403790,403788,"Species","Anthothela grandiflora","(M. Sars, 1856)",125414,1,1,"Cnidaria","Alcyonacea","Anthothelidae","Anthothela","Anthothela grandiflora","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"39",403958,403958,601621,"Species","Antipathes lenta","Pourtalès, 1871",283909,5,1,"Cnidaria","Antipatharia","Antipathidae","Antipathes","Antipathes lenta","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"40",404177,404177,404172,"Species","Aphanipathes pedata","(Gray, 1857)",283938,1,1,"Cnidaria","Antipatharia","Aphanipathidae","Aphanipathes","Aphanipathes pedata","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"41",404623,404623,695645,"Species","Aplysia fasciata","Poiret, 1789",138755,1,1,"Mollusca","Anaspidea","Aplysiidae","Aplysia","Aplysia fasciata","Gastropoda",NA,NA,NA,NA,"Western Caribbean"
"42",404635,404635,769372,"Genus","Aplysilla","Schulze, 1878",131738,2,1,"Porifera","Dendroceratida","Darwinellidae","Aplysilla",NA,"Demospongiae",NA,NA,NA,NA,"Western Caribbean"
"43",404640,404640,404639,"Species","Aplysina aerophoba","(Nardo, 1833)",133911,1,1,"Porifera","Verongiida","Aplysinidae","Aplysina","Aplysina aerophoba","Demospongiae",NA,NA,NA,NA,"Western Caribbean"
"44",404719,404719,695650,"Species","Apogon binotatus","(Poey, 1867)",272982,1,1,"Chordata","Perciformes","Apogonidae","Apogon","Apogon binotatus","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"45",404778,404778,695650,"Species","Apogon gouldi","Smith-Vaniz, 1977",273014,2,2,"Chordata","Perciformes","Apogonidae","Apogon","Apogon gouldi","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"46",404800,404800,695650,"Species","Apogon lachneri","Böhlke, 1959",273028,3,3,"Chordata","Perciformes","Apogonidae","Apogon","Apogon lachneri","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"47",404861,404861,695650,"Species","Apogon phenax","Böhlke & Randall, 1968",273069,2,2,"Chordata","Perciformes","Apogonidae","Apogon","Apogon phenax","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"48",404864,404864,695650,"Species","Apogon pillionatus","Böhlke & Randall, 1968",273071,2,2,"Chordata","Perciformes","Apogonidae","Apogon","Apogon pillionatus","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"49",405323,405323,405321,"Species","Arbacia punctulata","(Lamarck, 1816)",158058,1,1,"Echinodermata","Arbacioida","Arbaciidae","Arbacia","Arbacia punctulata","Echinoidea",NA,NA,NA,NA,"Western Caribbean"
"50",405587,405587,816810,"Family","Arcidae","Lamarck, 1809",208,5,1,"Mollusca","Arcoida","Arcidae",NA,NA,"Bivalvia",NA,NA,NA,NA,"Western Caribbean"
"51",405606,405606,405605,"Species","Arcopsis adamsi","(Dall, 1886)",420724,9,1,"Mollusca","Arcoida","Noetiidae","Arcopsis","Arcopsis adamsi","Bivalvia",NA,NA,NA,NA,"Western Caribbean"
"52",405799,405799,602571,"Species","Arene tricarinata","(Stearns, 1872)",419474,1,1,"Mollusca",NA,"Areneidae","Arene","Arene tricarinata","Gastropoda",NA,NA,NA,NA,"Western Caribbean"
"53",405933,405933,405931,"Genus","Argulus","O.F. Müller, 1785",104071,1,1,"Arthropoda","Arguloida","Argulidae","Argulus",NA,"Ichthyostraca",NA,NA,NA,NA,"Western Caribbean"
"54",405962,405962,405954,"Species","Argyropelecus hemigymnus","Cocco, 1829",127309,1,1,"Chordata","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus hemigymnus","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"55",405971,405971,405954,"Species","Argyropelecus sladeni","Regan, 1908",158837,1,1,"Chordata","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus sladeni","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"56",405993,405993,767541,"Genus","Argyrotheca","Dall, 1900",104047,2,1,"Brachiopoda","Terebratulida","Megathyrididae","Argyrotheca",NA,"Rhynchonellata",NA,NA,NA,NA,"Western Caribbean"
"57",406149,406149,406123,"Species","Ariosoma selenops","Reid, 1934",271736,1,1,"Chordata","Anguilliformes","Congridae","Ariosoma","Ariosoma selenops","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"58",406165,406165,767795,"Species","Aristaeopsis edwardsiana","(Johnson, 1868)",240796,1,1,"Arthropoda","Decapoda","Aristeidae","Aristaeopsis","Aristaeopsis edwardsiana","Malacostraca",NA,NA,NA,NA,"Western Caribbean"
"59",406174,406174,406171,"Species","Aristeus antillensis","A. Milne-Edwards & Bouvier, 1909",158327,1,1,"Arthropoda","Decapoda","Aristeidae","Aristeus","Aristeus antillensis","Malacostraca",NA,NA,NA,NA,"Western Caribbean"
"60",406203,406203,738888,"Species","Aristostomias tittmanni","Welsh, 1923",127319,1,1,"Chordata","Stomiiformes","Stomiidae","Aristostomias","Aristostomias tittmanni","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"61",406296,406296,406293,"Species","Armadillidium vulgare","(Latreille, 1804)",257832,1,1,"Arthropoda","Isopoda","Armadillidiidae","Armadillidium","Armadillidium vulgare","Malacostraca",NA,NA,NA,NA,"Western Caribbean"
"62",406590,406590,603103,"Species","Ascidia archaia","Sluiter, 1890",249968,1,1,"Chordata","Phlebobranchia","Ascidiidae","Ascidia","Ascidia archaia","Ascidiacea",NA,NA,NA,NA,"Western Caribbean"
"63",406607,406607,603103,"Species","Ascidia interrupta","Heller, 1878",103706,7,1,"Chordata","Phlebobranchia","Ascidiidae","Ascidia","Ascidia interrupta","Ascidiacea",NA,NA,NA,NA,"Western Caribbean"
"64",406843,406843,406841,"Species","Aspidodiadema jacobyi","A. Agassiz, 1880",124329,8,1,"Echinodermata","Aspidodiadematoida","Aspidodiadematidae","Aspidodiadema","Aspidodiadema jacobyi","Echinoidea",NA,NA,NA,NA,"Western Caribbean"
"65",407388,407388,695777,"Species","Astrangia solitaria","(Le Sueur, 1818)",287125,6,2,"Cnidaria","Scleractinia","Rhizangiidae","Astrangia","Astrangia solitaria","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"66",407573,407573,695787,"Species","Astropecten cingulatus","Sladen, 1883",178648,1,1,"Echinodermata","Paxillosida","Astropectinidae","Astropecten","Astropecten cingulatus","Asteroidea",NA,NA,NA,NA,"Western Caribbean"
"67",407780,407780,768752,"Genus","Atelecrinus","Carpenter, 1881",123360,1,1,"Echinodermata","Comatulida","Atelecrinidae","Atelecrinus",NA,"Crinoidea",NA,NA,NA,NA,"Western Caribbean"
"68",407906,407906,739246,"Species","Atherinella milleri","(Bussing, 1979)",279802,23,3,"Chordata","Atheriniformes","Atherinopsidae","Atherinella","Atherinella milleri","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"69",407974,407974,739256,"Genus","Atlanta","Lesueur, 1817",137687,1,1,"Mollusca","Littorinimorpha","Atlantidae","Atlanta",NA,"Gastropoda",NA,NA,NA,NA,"Western Caribbean"
"70",408905,408905,695846,"Species","Axiopsis serratifrons","(A. Milne-Edwards, 1873)",246230,3,1,"Arthropoda","Decapoda","Axiidae","Axiopsis","Axiopsis serratifrons","Malacostraca",NA,NA,NA,NA,"Western Caribbean"
"71",409204,409204,409200,"Species","Bairdiella chrysoura","(Lacepède, 1802)",159303,1,1,"Chordata","Perciformes","Sciaenidae","Bairdiella","Bairdiella chrysoura","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"72",409257,409257,744019,"Genus","Balanophyllia","Wood, 1844",135108,4,2,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia",NA,"Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"73",409275,409275,409257,"Species","Balanophyllia cyathoides","(Pourtalès, 1871)",286913,5,3,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia cyathoides","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"74",409303,409303,409257,"Species","Balanophyllia palifera","Pourtalès, 1878",286936,17,3,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia palifera","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"75",409305,409305,409257,"Species","Balanophyllia pittieri","Vaughan, 1919",286939,2,1,"Cnidaria","Scleractinia","Dendrophylliidae","Balanophyllia","Balanophyllia pittieri","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"76",410090,410090,739591,"Species","Bartholomea annulata","(Le Sueur, 1817)",289496,3,2,"Cnidaria","Actiniaria","Aiptasiidae","Bartholomea","Bartholomea annulata","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"77",410104,410104,410103,"Species","Bascanichthys bascanium","(Jordan, 1884)",158600,1,1,"Chordata","Anguilliformes","Ophichthidae","Bascanichthys","Bascanichthys bascanium","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"78",410178,410178,410168,"Species","Bassozetus robustus","Smith & Radcliffe, 1913",217795,1,1,"Chordata","Ophidiiformes","Ophidiidae","Bassozetus","Bassozetus robustus","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"79",410254,410254,776228,"Species","Bathyanthias mexicanus","(Schultz, 1958)",279868,1,1,"Chordata","Perciformes","Serranidae","Bathyanthias","Bathyanthias mexicanus","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"80",410347,410347,695916,"Species","Bathycongrus vicinalis","(Garman, 1899)",276878,1,1,"Chordata","Anguilliformes","Congridae","Bathycongrus","Bathycongrus vicinalis","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"81",410647,410647,605849,"Species","Bathypathes alternata","Brook, 1889",103319,2,2,"Cnidaria","Antipatharia","Schizopathidae","Bathypathes","Bathypathes alternata","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"82",410688,410688,410683,"Species","Bathyplotes natans","(M. Sars, 1868)",124549,2,1,"Echinodermata","Aspidochirotida","Synallactidae","Bathyplotes","Bathyplotes natans","Holothuroidea",TRUE,"LC",NA,NA,"Western Caribbean"
"83",410930,410930,739731,"Species","Batrachoides gilberti","Meek & Hildebrand, 1928",278664,2,2,"Chordata","Batrachoidiformes","Batrachoididae","Batrachoides","Batrachoides gilberti","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"84",410997,410997,739760,"Species","Bebryce cinerea","Deichmann, 1936",286340,6,2,"Cnidaria","Alcyonacea","Plexauridae","Bebryce","Bebryce cinerea","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"85",410998,410998,739760,"Species","Bebryce grandis","Deichmann, 1936",286342,14,3,"Cnidaria","Alcyonacea","Plexauridae","Bebryce","Bebryce grandis","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"86",411134,411134,776238,"Species","Belonesox belizanus","Kner, 1860",279891,56,4,"Chordata","Cyprinodontiformes","Poeciliidae","Belonesox","Belonesox belizanus","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"87",411148,411148,411147,"Species","Belura pillara","Poore & Lew Ton, 1988",259270,1,1,"Arthropoda","Isopoda","Hyssuridae","Belura","Belura pillara","Malacostraca",NA,NA,NA,NA,"Western Caribbean"
"88",411205,411205,695962,"Species","Bembrops quadrisella","Thompson & Suttkus, 1998",276584,4,2,"Chordata","Perciformes","Percophidae","Bembrops","Bembrops quadrisella","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"89",411267,411267,411265,"Species","Benthesicymus bartletti","Smith, 1882",107087,1,1,"Arthropoda","Decapoda","Benthesicymidae","Benthesicymus","Benthesicymus bartletti","Malacostraca",NA,NA,NA,NA,"Western Caribbean"
"90",412333,412333,1014022,"Genus","Bopyrina","Kossmann, 1881",118165,2,1,"Arthropoda","Isopoda","Bopyridae","Bopyrina",NA,"Malacostraca",NA,NA,NA,NA,"Western Caribbean"
"91",412582,412582,760367,"Genus","Botrylloides","Milne Edwards, 1841",103528,1,1,"Chordata","Stolidobranchia","Styelidae","Botrylloides",NA,"Ascidiacea",NA,NA,NA,NA,"Western Caribbean"
"92",412590,412590,412582,"Species","Botrylloides nigrum","Herdman, 1886",215857,2,1,"Chordata","Stolidobranchia","Styelidae","Botrylloides","Botrylloides nigrum","Ascidiacea",NA,NA,NA,NA,"Western Caribbean"
"93",412594,412594,760367,"Genus","Botryllus","Gaertner, 1774",103529,1,1,"Chordata","Stolidobranchia","Styelidae","Botryllus",NA,"Ascidiacea",NA,NA,NA,NA,"Western Caribbean"
"94",412604,412604,412594,"Species","Botryllus primigenus","Oka, 1928",250100,3,1,"Chordata","Stolidobranchia","Styelidae","Botryllus","Botryllus primigenus","Ascidiacea",NA,NA,NA,NA,"Western Caribbean"
"95",412653,412653,412672,"Genus","Bougainvillia","Lesson, 1830",117015,1,1,"Cnidaria","Anthoathecata","Bougainvilliidae","Bougainvillia",NA,"Hydrozoa",NA,NA,NA,NA,"Western Caribbean"
"96",412777,412777,738303,"Phylum","Brachiopoda","Duméril, 1805",1803,1,1,"Brachiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western Caribbean"
"97",413182,413182,740209,"Species","Briareum asbestinum","(Pallas, 1766)",289534,11,2,"Cnidaria","Alcyonacea","Briareidae","Briareum","Briareum asbestinum","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"98",413226,413226,836091,"Genus","Brissopsis","L. Agassiz, 1840",123418,1,1,"Echinodermata","Spatangoida","Brissidae","Brissopsis",NA,"Echinoidea",NA,NA,NA,NA,"Western Caribbean"
"99",413703,413703,413698,"Species","Bulla striata","Bruguière, 1792",138940,11,1,"Mollusca","Cephalaspidea","Bullidae","Bulla","Bulla striata","Gastropoda",NA,NA,NA,NA,"Western Caribbean"
"100",413736,413736,779618,"Family","Bullidae","Gray, 1827",9845,1,1,"Mollusca","Cephalaspidea","Bullidae",NA,NA,"Gastropoda",NA,NA,NA,NA,"Western Caribbean"
"101",413876,413876,740387,"Genus","Bursa","Röding, 1798",137717,1,1,"Mollusca","Littorinimorpha","Bursidae","Bursa",NA,"Gastropoda",NA,NA,NA,NA,"Western Caribbean"
"102",414412,414412,740482,"Species","Calamopteryx robinsorum","Cohen, 1973",280021,2,2,"Chordata","Ophidiiformes","Bythitidae","Calamopteryx","Calamopteryx robinsorum","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"103",414438,414438,496291,"Genus","Calanopia","Dana, 1852",104207,1,1,"Arthropoda","Calanoida","Pontellidae","Calanopia",NA,NA,NA,NA,NA,NA,"Western Caribbean"
"104",414626,414626,414622,"Genus","Caligus","O.F. Müller, 1785",135566,3,1,"Arthropoda","Siphonostomatoida","Caligidae","Caligus",NA,NA,NA,NA,NA,NA,"Western Caribbean"
"105",415421,415421,608894,"Species","Calocalanus pavoninus","Farran, 1936",104670,10,1,"Arthropoda","Calanoida","Paracalanidae","Calocalanus","Calocalanus pavoninus",NA,NA,NA,NA,NA,"Western Caribbean"
"106",415603,415603,768827,"Species","Calveriosoma hystrix","(Thomson, 1872)",124338,1,1,"Echinodermata","Echinothurioida","Echinothuriidae","Calveriosoma","Calveriosoma hystrix","Echinoidea",NA,NA,NA,NA,"Western Caribbean"
"107",416193,416193,740483,"Family","Candaciidae","Giesbrecht, 1893",104080,5,1,"Arthropoda","Calanoida","Candaciidae",NA,NA,NA,NA,NA,NA,NA,"Western Caribbean"
"108",416303,416303,769078,"Species","Canthidermis sufflamen","(Mitchill, 1815)",127399,17,2,"Chordata","Tetraodontiformes","Balistidae","Canthidermis","Canthidermis sufflamen","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"109",416575,416575,740885,"Genus","Carangoides","Bleeker, 1851",159473,1,1,"Chordata","Perciformes","Carangidae","Carangoides",NA,"Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"110",416676,416676,696227,"Species","Caranx ruber","(Bloch, 1793)",302432,115,4,"Chordata","Perciformes","Carangidae","Caranx","Caranx ruber","Actinopteri",NA,NA,NA,NA,"Western Caribbean"
"111",416732,416732,696240,"Species","Carcharhinus albimarginatus","(Rüppell, 1837)",217352,1,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus albimarginatus","Elasmobranchii",TRUE,"NT",NA,NA,"Western Caribbean"
"112",416756,416756,696240,"Species","Carcharhinus longimanus","(Poey, 1861)",105794,3,3,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus longimanus","Elasmobranchii",TRUE,"VU",NA,NA,"Western Caribbean"
"113",416759,416759,696240,"Species","Carcharhinus melanopterus","(Quoy & Gaimard, 1824)",105795,2,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus melanopterus","Elasmobranchii",TRUE,"NT",NA,NA,"Western Caribbean"
"114",416762,416762,696240,"Species","Carcharhinus obscurus","(Lesueur, 1818)",105796,1,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus obscurus","Elasmobranchii",TRUE,"VU",NA,NA,"Western Caribbean"
"115",416765,416765,696240,"Species","Carcharhinus perezii","(Poey, 1876)",271324,6,1,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus perezii","Elasmobranchii",NA,NA,NA,NA,"Western Caribbean"
"116",416850,416850,765038,"Family","Cardiidae","Lamarck, 1809",229,3,1,"Mollusca","Cardiida","Cardiidae",NA,NA,"Bivalvia",NA,NA,NA,NA,"Western Caribbean"
"117",417094,417094,740968,"Species","Carijoa riisei","(Duchassaing & Michelotti, 1860)",395098,8,2,"Cnidaria","Alcyonacea","Clavulariidae","Carijoa","Carijoa riisei","Anthozoa",NA,NA,TRUE,NA,"Western Caribbean"
"118",417267,417267,741049,"Genus","Caryophyllia","Lamarck, 1801",135085,6,2,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia",NA,"Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"119",417279,417279,417277,"Subspecies","Caryophyllia ambrosia caribbeana","Cairns, 1979",286726,6,3,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Caryophyllia ambrosia","Anthozoa",NA,NA,NA,NA,"Western Caribbean"
"120",417412,417412,417407,"Species","Cassidinidea ovalis","(Say, 1818)",259670,1,1,"Arthropoda","Isopoda","Sphaeromatidae","Cassidinidea","Cassidinidea ovalis","Malacostraca",NA,NA,NA,NA,"Western Caribbean"
"121",418292,418292,418291,"Species","Centropristis ocyurus","(Jordan & Evermann, 1887)",159346,2,1,"Chordata","Perciformes","Serranidae","Centropristis","Centropristis ocyurus","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"122",418302,418302,418300,"Species","Centropyge argi","Woods & Kanazawa, 1951",278827,2,1,"Chordata","Perciformes","Pomacanthidae","Centropyge","Centropyge argi","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"123",418411,418411,418406,"Species","Cephalopholis argus","Schneider, 1801",218174,1,1,"Chordata","Perciformes","Serranidae","Cephalopholis","Cephalopholis argus","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
"124",418414,418414,418406,"Species","Cephalopholis cruentata","(Lacepède, 1802)",279146,183,5,"Chordata","Perciformes","Serranidae","Cephalopholis","Cephalopholis cruentata","Actinopteri",TRUE,"LC",NA,NA,"Western Caribbean"
