"","id","valid_id","parent_id","rank_name","tname","tauthor","records","datasets","phylum","order","family","genus","species","class","worms_id","redlist","status","gisd","hab","ecoregion"
"11",395589,395589,769827,"Species","Abyssidrilus profundus","(Cook, 1970)",1,1,"Annelida","Haplotaxida","Tubificidae","Abyssidrilus","Abyssidrilus profundus","Clitellata",137497,NA,NA,NA,NA,"Carolinian"
"12",395618,395618,395617,"Species","Abyssothyris wyvillei","(Davidson, 1878)",4,1,"Brachiopoda","Terebratulida","Dyscoliidae","Abyssothyris","Abyssothyris wyvillei","Rhynchonellata",235514,NA,NA,NA,NA,"Carolinian"
"13",395650,395650,748828,"Genus","Acanella","Gray, 1870",6,2,"Cnidaria","Alcyonacea","Isididae","Acanella",NA,"Anthozoa",125303,NA,NA,NA,NA,"Carolinian"
"14",395653,395653,395650,"Species","Acanella eburnea","(Pourtalès, 1868)",2,2,"Cnidaria","Alcyonacea","Isididae","Acanella","Acanella eburnea","Anthozoa",286299,NA,NA,NA,NA,"Carolinian"
"15",395681,395681,776103,"Species","Acantharchus pomotis","(Baird, 1855)",16,5,"Chordata","Perciformes","Centrarchidae","Acantharchus","Acantharchus pomotis","Actinopteri",293694,TRUE,"LC",NA,NA,"Carolinian"
"16",395723,395723,769378,"Genus","Acanthella","Schmidt, 1862",1,1,"Porifera","Bubarida","Dictyonellidae","Acanthella",NA,"Demospongiae",165648,NA,NA,NA,NA,"Carolinian"
"17",395815,395815,395814,"Species","Acanthocarpus alexandri","Stimpson, 1871",9,3,"Arthropoda","Decapoda","Calappidae","Acanthocarpus","Acanthocarpus alexandri","Malacostraca",158044,NA,NA,NA,NA,"Carolinian"
"18",395827,395827,769073,"Species","Acanthochaenus luetkenii","Gill, 1884",3,2,"Chordata","Stephanoberyciformes","Stephanoberycidae","Acanthochaenus","Acanthochaenus luetkenii","Actinopteri",127280,NA,NA,NA,NA,"Carolinian"
"19",395911,395911,769048,"Species","Acanthocybium solandri","(Cuvier, 1832)",2326,6,"Chordata","Perciformes","Scombridae","Acanthocybium","Acanthocybium solandri","Actinopteri",127014,TRUE,"LC",NA,NA,"Carolinian"
"20",395912,395912,430239,"Genus","Acanthocyclops","Kiefer, 1927",1,1,"Arthropoda","Cyclopoida","Cyclopidae","Acanthocyclops",NA,NA,149771,NA,NA,NA,NA,"Carolinian"
"21",395941,395941,695247,"Species","Acanthogorgia armata","Verrill, 1878",4,2,"Cnidaria","Alcyonacea","Acanthogorgiidae","Acanthogorgia","Acanthogorgia armata","Anthozoa",125348,NA,NA,NA,NA,"Carolinian"
"22",395963,395963,451939,"Genus","Acanthohaustorius","Bousfield, 1965",58,6,"Arthropoda","Amphipoda","Haustoriidae","Acanthohaustorius",NA,"Malacostraca",158013,NA,NA,NA,NA,"Carolinian"
"23",395964,395964,395963,"Species","Acanthohaustorius bousfieldi","Frame, 1980",12,4,"Arthropoda","Amphipoda","Haustoriidae","Acanthohaustorius","Acanthohaustorius bousfieldi","Malacostraca",345318,NA,NA,NA,NA,"Carolinian"
"24",395965,395965,395963,"Species","Acanthohaustorius intermedius","Bousfield, 1965",61,6,"Arthropoda","Amphipoda","Haustoriidae","Acanthohaustorius","Acanthohaustorius intermedius","Malacostraca",158014,NA,NA,NA,NA,"Carolinian"
"25",395966,395966,395963,"Species","Acanthohaustorius millsi","Bousfield, 1965",252,6,"Arthropoda","Amphipoda","Haustoriidae","Acanthohaustorius","Acanthohaustorius millsi","Malacostraca",158015,NA,NA,NA,NA,"Carolinian"
"26",395967,395967,395963,"Species","Acanthohaustorius pansus","Thomas & J.L. Barnard, 1984",2,2,"Arthropoda","Amphipoda","Haustoriidae","Acanthohaustorius","Acanthohaustorius pansus","Malacostraca",345319,NA,NA,NA,NA,"Carolinian"
"27",395968,395968,395963,"Species","Acanthohaustorius shoemakeri","Bousfield, 1965",85,4,"Arthropoda","Amphipoda","Haustoriidae","Acanthohaustorius","Acanthohaustorius shoemakeri","Malacostraca",345320,NA,NA,NA,NA,"Carolinian"
"28",396098,396098,744137,"Genus","Acanthopharyngoides","Chitwood, 1936",1,1,"Nematoda","Desmodorida","Desmodoridae","Acanthopharyngoides",NA,"Chromadorea",2337,NA,NA,NA,NA,"Carolinian"
"29",396100,396100,744137,"Genus","Acanthopharynx","Marion, 1870",7,1,"Nematoda","Desmodorida","Desmodoridae","Acanthopharynx",NA,"Chromadorea",2338,NA,NA,NA,NA,"Carolinian"
"30",396214,396214,737105,"Genus","Acanthurus","Forsskål, 1775",38,4,"Chordata","Perciformes","Acanthuridae","Acanthurus",NA,"Actinopteri",125908,NA,NA,NA,NA,"Carolinian"
"31",396290,396290,405225,"Subclass","Acari","Leach, 1817",2,2,"Arthropoda",NA,NA,NA,NA,"Arachnida",292684,NA,NA,NA,NA,"Carolinian"
"32",396381,396381,396376,"Species","Acasta cyathus","Darwin, 1854",11,1,"Arthropoda","Sessilia","Archaeobalanidae","Acasta","Acasta cyathus",NA,370509,NA,NA,NA,NA,"Carolinian"
"33",396442,396442,771698,"Species","Accipiter striatus","Vieillot, 1807",2,1,"Chordata","Falconiformes","Accipitridae","Accipiter","Accipiter striatus","Aves",159105,TRUE,"LC",NA,NA,"Carolinian"
"34",396549,396549,596697,"Subspecies","Acetes americanus carolinae","Hansen, 1933",13,4,"Arthropoda","Decapoda","Sergestidae","Acetes","Acetes americanus","Malacostraca",158345,NA,NA,NA,NA,"Carolinian"
"35",396607,396607,400707,"Genus","Achelia","Hodge, 1864",2,2,"Arthropoda","Pantopoda","Ammotheidae","Achelia",NA,"Pycnogonida",134568,NA,NA,NA,NA,"Carolinian"
"36",396618,396618,396607,"Species","Achelia scabra","Wilson, 1880",1,1,"Arthropoda","Pantopoda","Ammotheidae","Achelia","Achelia scabra","Pycnogonida",158475,NA,NA,NA,NA,"Carolinian"
"37",396780,396780,772123,"Genus","Aciculites","Schmidt, 1879",2,1,"Porifera","Spirophorida","Scleritodermidae","Aciculites",NA,"Demospongiae",171173,NA,NA,NA,NA,"Carolinian"
"38",396813,396813,396804,"Species","Acipenser oxyrinchus","Mitchill, 1815",23,4,"Chordata","Acipenseriformes","Acipenseridae","Acipenser","Acipenser oxyrinchus","Actinopteri",151802,TRUE,"NT",NA,NA,"Carolinian"
"39",396838,396838,779102,"Family","Aclididae","G.O. Sars, 1878",4,2,"Mollusca","Littorinimorpha","Aclididae",NA,NA,"Gastropoda",134,NA,NA,NA,NA,"Carolinian"
"40",396867,396867,779142,"Family","Acmaeidae","Forbes, 1850",3,1,"Mollusca",NA,"Acmaeidae",NA,NA,"Gastropoda",114,NA,NA,NA,NA,"Carolinian"
"41",396957,396957,695290,"Species","Acrocalanus andersoni","Bowman, 1958",19,1,"Arthropoda","Calanoida","Paracalanidae","Acrocalanus","Acrocalanus andersoni",NA,104644,NA,NA,NA,NA,"Carolinian"
"42",396961,396961,695290,"Species","Acrocalanus longicornis","Giesbrecht, 1888",4,1,"Arthropoda","Calanoida","Paracalanidae","Acrocalanus","Acrocalanus longicornis",NA,104646,NA,NA,NA,NA,"Carolinian"
"43",397524,397524,597146,"Species","Acteocina lepta","Woodring, 1928",137,4,"Mollusca","Cephalaspidea","Acteocinidae","Acteocina","Acteocina lepta","Gastropoda",420534,NA,NA,NA,NA,"Carolinian"
"44",397533,397533,737331,"Genus","Acteon","Montfort, 1810",3,1,"Mollusca","Heterobranchia incertae sedis","Acteonidae","Acteon",NA,"Gastropoda",137618,NA,NA,NA,NA,"Carolinian"
"45",397568,397568,397561,"Species","Actinauge longicornis","(Verrill, 1882)",4,2,"Cnidaria","Actiniaria","Hormathiidae","Actinauge","Actinauge longicornis","Anthozoa",158212,NA,NA,NA,NA,"Carolinian"
"46",397604,397604,695303,"Species","Actinernus michaelsarsi","Carlgren, 1918",1,1,"Cnidaria","Actiniaria","Actinernidae","Actinernus","Actinernus michaelsarsi","Anthozoa",100796,NA,NA,NA,NA,"Carolinian"
"47",398128,398128,695313,"Species","Actinoscyphia saginata","(Verrill, 1882)",1,1,"Cnidaria","Actiniaria","Actinoscyphiidae","Actinoscyphia","Actinoscyphia saginata","Anthozoa",100836,NA,NA,NA,NA,"Carolinian"
"48",398339,398339,766983,"Genus","Adoncholaimus","Filipjev, 1918",1,1,"Nematoda","Enoplida","Oncholaimidae","Adoncholaimus",NA,"Enoplea",2565,NA,NA,NA,NA,"Carolinian"
"49",398422,398422,398391,"Species","Aega webbii","(Guérin-Méneville, 1836)",1,1,"Arthropoda","Isopoda","Aegidae","Aega","Aega webbii","Malacostraca",256450,NA,NA,NA,NA,"Carolinian"
"50",398431,398431,398430,"Species","Aegathoa oculata","(Say, 1818)",6,2,"Arthropoda","Isopoda","Cymothoidae","Aegathoa","Aegathoa oculata","Malacostraca",258695,NA,NA,NA,NA,"Carolinian"
"51",398444,398444,737448,"Genus","Aegialoalaimus","de Man, 1907",1,1,"Nematoda","Plectida","Aegialoalaimidae","Aegialoalaimus",NA,"Chromadorea",2381,NA,NA,NA,NA,"Carolinian"
"52",398578,398578,398577,"Species","Aeropsis rostrata","(Thomson, 1877)",4,1,"Echinodermata","Spatangoida","Aeropsidae","Aeropsis","Aeropsis rostrata","Echinoidea",124367,NA,NA,NA,NA,"Carolinian"
"53",398594,398594,695340,"Species","Aesopus stearnsii","(Tryon, 1883)",1,1,"Mollusca","Neogastropoda","Columbellidae","Aesopus","Aesopus stearnsii","Gastropoda",409950,NA,NA,NA,NA,"Carolinian"
"54",398598,398598,398597,"Species","Aetea anguina","(Linnaeus, 1758)",3,1,"Bryozoa","Cheilostomatida","Aeteidae","Aetea","Aetea anguina","Gymnolaemata",111062,NA,NA,NA,NA,"Carolinian"
"55",398603,398603,398597,"Species","Aetea truncata","(Landsborough, 1852)",2,1,"Bryozoa","Cheilostomatida","Aeteidae","Aetea","Aetea truncata","Gymnolaemata",111067,NA,NA,NA,NA,"Carolinian"
"56",398629,398629,768076,"Species","Aethozoon pellucidum","Hayward, 1978",1,1,"Bryozoa","Ctenostomatida","Aethozoontidae","Aethozoon","Aethozoon pellucidum","Gymnolaemata",111593,NA,NA,NA,NA,"Carolinian"
"57",398667,398667,398665,"Species","Aeverrillia setigera","(Hincks, 1887)",1,1,"Bryozoa","Ctenostomatida","Aeverrilliidae","Aeverrillia","Aeverrillia setigera","Gymnolaemata",159762,NA,NA,NA,NA,"Carolinian"
"58",398748,398748,398744,"Species","Agalma okeni","Eschscholtz, 1825",5,1,"Cnidaria","Siphonophorae","Agalmatidae","Agalma","Agalma okeni","Hydrozoa",135485,NA,NA,NA,NA,"Carolinian"
"59",398885,398885,398912,"Genus","Aglaophenia","Lamouroux, 1812",2,1,"Cnidaria","Leptothecata","Aglaopheniidae","Aglaophenia",NA,"Hydrozoa",116999,NA,NA,NA,NA,"Carolinian"
"60",398886,398886,398885,"Species","Aglaophenia acacia","Allman, 1883",3,1,"Cnidaria","Leptothecata","Aglaopheniidae","Aglaophenia","Aglaophenia acacia","Hydrozoa",117274,NA,NA,NA,NA,"Carolinian"
"61",398909,398909,398885,"Species","Aglaophenia trifida","Agassiz, 1862",75,1,"Cnidaria","Leptothecata","Aglaopheniidae","Aglaophenia","Aglaophenia trifida","Hydrozoa",284059,NA,NA,NA,NA,"Carolinian"
"62",399088,399088,399087,"Species","Aiolochroia crassa","(Hyatt, 1875)",6,1,"Porifera","Verongiida","Aplysinidae","Aiolochroia","Aiolochroia crassa","Demospongiae",169632,NA,NA,NA,NA,"Carolinian"
"63",399102,1047120,695382,"Species","Aiptasia pallida","(Agassiz in Verrill, 1864)",2,1,"Cnidaria","Actiniaria","Aiptasiidae","Aiptasia","Aiptasia pallida","Anthozoa",283486,NA,NA,NA,NA,"Carolinian"
"64",399107,399107,695382,"Species","Aiptasia tagetes","(Duchassaing & Michelotti, 1864)",1,1,"Cnidaria","Actiniaria","Aiptasiidae","Aiptasia","Aiptasia tagetes","Anthozoa",283490,NA,NA,NA,NA,"Carolinian"
"65",399126,399126,771672,"Species","Aix sponsa","(Linnaeus, 1758)",1,1,"Chordata","Anseriformes","Anatidae","Aix","Aix sponsa","Aves",158938,TRUE,"LC",NA,NA,"Carolinian"
"66",399251,399251,695389,"Species","Albunea gibbesii","Stimpson, 1859",38,3,"Arthropoda","Decapoda","Albuneidae","Albunea","Albunea gibbesii","Malacostraca",421880,NA,NA,NA,NA,"Carolinian"
"67",399275,399275,769788,"Species","Alca torda","Linnaeus, 1758",45,2,"Chordata","Charadriiformes","Alcidae","Alca","Alca torda","Aves",137128,TRUE,"LC",NA,NA,"Carolinian"
"68",399294,399294,769247,"Species","Alciopina parasitica","Claparède & Panceri, 1867",1,1,"Annelida","Phyllodocida","Alciopidae","Alciopina","Alciopina parasitica","Polychaeta",129750,NA,NA,NA,NA,"Carolinian"
"69",399317,399317,399316,"Genus","Alcyonidium","J.V.F.Lamouroux, 1813",1,1,"Bryozoa","Ctenostomatida","Alcyonidiidae","Alcyonidium",NA,"Gymnolaemata",110993,NA,NA,NA,NA,"Carolinian"
"70",399390,399390,737643,"Species","Aldrovandia phalacra","(Vaillant, 1888)",2,2,"Chordata","Notacanthiformes","Halosauridae","Aldrovandia","Aldrovandia phalacra","Actinopteri",126638,NA,NA,NA,NA,"Carolinian"
"71",399451,399451,737659,"Species","Alepocephalus agassizii","Goode & Bean, 1883",2,2,"Chordata","Osmeriformes","Alepocephalidae","Alepocephalus","Alepocephalus agassizii","Actinopteri",126681,NA,NA,NA,NA,"Carolinian"
"72",399552,399552,737681,"Species","Alima neptuni","(Linnaeus, 1768)",1,1,"Arthropoda","Stomatopoda","Squillidae","Alima","Alima neptuni","Malacostraca",409168,NA,NA,NA,NA,"Carolinian"
"73",399565,399565,774445,"Species","Alitta succinea","(Leuckart, 1847)",576,5,"Annelida","Phyllodocida","Nereididae","Alitta","Alitta succinea","Polychaeta",234850,NA,NA,TRUE,NA,"Carolinian"
"74",399583,399583,769789,"Species","Alle alle","(Linnaeus, 1758)",97,2,"Chordata","Charadriiformes","Alcidae","Alle","Alle alle","Aves",137129,TRUE,"LC",NA,NA,"Carolinian"
"75",399750,399750,767629,"Genus","Alopias","Rafinesque, 1810",20,1,"Chordata","Lamniformes","Alopiidae","Alopias",NA,"Elasmobranchii",105740,NA,NA,NA,NA,"Carolinian"
"76",399767,399767,598830,"Species","Alosa pseudoharengus","(Wilson, 1811)",9,2,"Chordata","Clupeiformes","Clupeidae","Alosa","Alosa pseudoharengus","Actinopteri",158669,TRUE,"LC",TRUE,NA,"Carolinian"
"77",399768,399768,598830,"Species","Alosa sapidissima","(Wilson, 1811)",19,4,"Chordata","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima","Actinopteri",158670,TRUE,"LC",NA,NA,"Carolinian"
"78",399779,399779,767767,"Family","Alpheidae","Rafinesque, 1815",7,3,"Arthropoda","Decapoda","Alpheidae",NA,NA,"Malacostraca",106776,NA,NA,NA,NA,"Carolinian"
"79",399798,399798,399779,"Genus","Alpheus","Fabricius, 1798",29,6,"Arthropoda","Decapoda","Alpheidae","Alpheus",NA,"Malacostraca",106978,NA,NA,NA,NA,"Carolinian"
"80",399822,399822,399798,"Species","Alpheus bouvieri","A. Milne-Edwards, 1878",1,1,"Arthropoda","Decapoda","Alpheidae","Alpheus","Alpheus bouvieri","Malacostraca",240846,NA,NA,NA,NA,"Carolinian"
"81",399868,399868,399798,"Species","Alpheus heterochaelis","Say, 1818",23,7,"Arthropoda","Decapoda","Alpheidae","Alpheus","Alpheus heterochaelis","Malacostraca",158348,NA,NA,NA,NA,"Carolinian"
"82",399871,399871,399798,"Species","Alpheus intrinsecus","Spence Bate, 1888",1,1,"Arthropoda","Decapoda","Alpheidae","Alpheus","Alpheus intrinsecus","Malacostraca",240852,NA,NA,NA,NA,"Carolinian"
"83",399902,399902,399798,"Species","Alpheus normanni","Kingsley, 1878",38,6,"Arthropoda","Decapoda","Alpheidae","Alpheus","Alpheus normanni","Malacostraca",158349,NA,NA,NA,NA,"Carolinian"
"84",400039,400039,599075,"Species","Aluterus schoepfii","(Walbaum, 1792)",759,10,"Chordata","Tetraodontiformes","Monacanthidae","Aluterus","Aluterus schoepfii","Actinopteri",159490,NA,NA,NA,NA,"Carolinian"
"85",400043,400043,504575,"Genus","Alvania","Risso, 1826",1,1,"Mollusca","Littorinimorpha","Rissoidae","Alvania",NA,"Gastropoda",138439,NA,NA,NA,NA,"Carolinian"
"86",400166,400166,599174,"Species","Amaeana trilobata","(Sars, 1863)",3,1,"Annelida","Terebellida","Terebellidae","Amaeana","Amaeana trilobata","Polychaeta",131471,NA,NA,NA,NA,"Carolinian"
"87",400174,400174,403809,"Genus","Amakusanthura","Nunomura, 1977",1,1,"Arthropoda","Isopoda","Anthuridae","Amakusanthura",NA,"Malacostraca",118287,NA,NA,NA,NA,"Carolinian"
"88",400188,400188,400174,"Species","Amakusanthura magnifica","(Menzies & Frankenberg, 1966)",121,6,"Arthropoda","Isopoda","Anthuridae","Amakusanthura","Amakusanthura magnifica","Malacostraca",255365,NA,NA,NA,NA,"Carolinian"
"89",400193,400193,400174,"Species","Amakusanthura signata","(Menzies & Glynn, 1968)",7,1,"Arthropoda","Isopoda","Anthuridae","Amakusanthura","Amakusanthura signata","Malacostraca",255374,NA,NA,NA,NA,"Carolinian"
"90",400296,400296,740848,"Genus","Amastigos","Piltz, 1977",39,3,"Annelida",NA,"Capitellidae","Amastigos",NA,"Polychaeta",157155,NA,NA,NA,NA,"Carolinian"
"91",400302,400302,1047068,"Species","Amathia distans","Busk, 1886",2,1,"Bryozoa","Ctenostomatida","Vesiculariidae","Amathia","Amathia distans","Gymnolaemata",111656,NA,NA,NA,NA,"Carolinian"
"92",400307,400307,859173,"Genus","Amathimysis","Brattegard, 1969",1,1,"Arthropoda","Mysida","Mysidae","Amathimysis",NA,"Malacostraca",161530,NA,NA,NA,NA,"Carolinian"
"93",400308,400308,400307,"Species","Amathimysis brattegardi","Stuck & Heard, 1981",17,2,"Arthropoda","Mysida","Mysidae","Amathimysis","Amathimysis brattegardi","Malacostraca",226317,NA,NA,NA,NA,"Carolinian"
"94",400309,400309,400307,"Species","Amathimysis serrata","Murano, 1986",1,1,"Arthropoda","Mysida","Mysidae","Amathimysis","Amathimysis serrata","Malacostraca",226926,NA,NA,NA,NA,"Carolinian"
"95",400369,400369,771141,"Species","Ambloplites rupestris","(Rafinesque, 1817)",1,1,"Chordata","Perciformes","Centrarchidae","Ambloplites","Ambloplites rupestris","Actinopteri",151293,TRUE,"LC",NA,NA,"Carolinian"
"96",400484,400484,400482,"Species","Amblyosyllis formosa","(Claparède, 1863)",1,1,"Annelida","Phyllodocida","Syllidae","Amblyosyllis","Amblyosyllis formosa","Polychaeta",131245,NA,NA,NA,NA,"Carolinian"
"97",400506,400506,400500,"Species","Amblyraja radiata","(Donovan, 1808)",3,3,"Chordata","Rajiformes","Rajidae","Amblyraja","Amblyraja radiata","Elasmobranchii",105865,TRUE,"VU",NA,NA,"Carolinian"
"98",400558,400558,599390,"Species","Ameiurus melas","(Rafinesque, 1820)",3,3,"Chordata","Siluriformes","Ictaluridae","Ameiurus","Ameiurus melas","Actinopteri",154205,TRUE,"LC",NA,NA,"Carolinian"
"99",400559,400559,599390,"Species","Ameiurus natalis","(Lesueur, 1819)",27,5,"Chordata","Siluriformes","Ictaluridae","Ameiurus","Ameiurus natalis","Actinopteri",154201,TRUE,"LC",NA,NA,"Carolinian"
"100",400571,400571,599397,"Species","Americamysis bahia","(Molenock, 1969)",4,2,"Arthropoda","Mysida","Mysidae","Americamysis","Americamysis bahia","Malacostraca",226286,NA,NA,NA,NA,"Carolinian"
"101",400575,400575,779754,"Species","Americardia media","(Linnaeus, 1758)",12,2,"Mollusca","Cardiida","Cardiidae","Americardia","Americardia media","Bivalvia",420847,NA,NA,NA,NA,"Carolinian"
"102",400577,400577,680180,"Species","Americhelidium americanum","(Bousfield, 1973)",180,4,"Arthropoda","Amphipoda","Oedicerotidae","Americhelidium","Americhelidium americanum","Malacostraca",421529,NA,NA,NA,NA,"Carolinian"
"103",400599,400599,771609,"Species","Amia calva","Linnaeus, 1766",10,2,"Chordata","Amiiformes","Amiidae","Amia","Amia calva","Actinopteri",157877,TRUE,"LC",NA,NA,"Carolinian"
"104",400648,400648,599445,"Species","Ammodytes dubius","Reinhardt, 1837",2,2,"Chordata","Perciformes","Ammodytidae","Ammodytes","Ammodytes dubius","Actinopteri",151520,NA,NA,NA,NA,"Carolinian"
"105",400675,400675,1011473,"Genus","Ammonia","Brünnich, 1772",7,1,"Foraminifera","Rotaliida","Rotaliidae","Ammonia",NA,"Globothalamea",112078,NA,NA,NA,NA,"Carolinian"
"106",400781,400781,737935,"Species","Ampelisca abdita","Mills, 1964",238,5,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca abdita","Malacostraca",158020,NA,NA,NA,NA,"Carolinian"
"107",400785,400785,737935,"Species","Ampelisca agassizi","(Judd, 1896)",71,5,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca agassizi","Malacostraca",158021,NA,NA,NA,NA,"Carolinian"
"108",400793,400793,737935,"Species","Ampelisca bicarinata","Goeke & Heard, 1983",83,3,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca bicarinata","Malacostraca",421433,NA,NA,NA,NA,"Carolinian"
"109",400811,400811,737935,"Species","Ampelisca cristata","Holmes, 1908",9,3,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca cristata","Malacostraca",421436,NA,NA,NA,NA,"Carolinian"
"110",400831,400831,737935,"Species","Ampelisca holmesi","Pearse, 1908",1,1,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca holmesi","Malacostraca",421437,NA,NA,NA,NA,"Carolinian"
"111",400877,400877,737935,"Species","Ampelisca vadorum","Mills, 1963",133,6,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca vadorum","Malacostraca",158022,NA,NA,NA,NA,"Carolinian"
"112",400879,400879,737935,"Species","Ampelisca verrilli","Mills, 1967",114,6,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca verrilli","Malacostraca",158023,NA,NA,NA,NA,"Carolinian"
"113",400882,400882,628170,"Family","Ampeliscidae","Krøyer, 1842",23,3,"Arthropoda","Amphipoda","Ampeliscidae",NA,NA,"Malacostraca",101364,NA,NA,NA,NA,"Carolinian"
"114",400896,400896,599696,"Species","Ampharete acutifrons","(Grube, 1860)",1,1,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete acutifrons","Polychaeta",129775,NA,NA,NA,NA,"Carolinian"
"115",400897,400897,599696,"Species","Ampharete americana","Day, 1973",6,3,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete americana","Polychaeta",326311,NA,NA,NA,NA,"Carolinian"
"116",400898,400898,599696,"Species","Ampharete arctica","Malmgren, 1866",3,1,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete arctica","Polychaeta",159916,NA,NA,NA,NA,"Carolinian"
"117",400901,400901,599696,"Species","Ampharete finmarchica","(M. Sars, 1865)",4,2,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete finmarchica","Polychaeta",129778,NA,NA,NA,NA,"Carolinian"
"118",400908,400908,599696,"Species","Ampharete parvidentata","Day, 1973",4,3,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete parvidentata","Polychaeta",159918,NA,NA,NA,NA,"Carolinian"
"119",400916,400916,772642,"Species","Ampheraster alaminos","Downey, 1971",3,1,"Echinodermata","Forcipulatida","Pedicellasteridae","Ampheraster","Ampheraster alaminos","Asteroidea",178777,NA,NA,NA,NA,"Carolinian"
"120",400966,400966,400965,"Species","Amphiascopsis cinctus","(Claus, 1866)",2,2,"Arthropoda","Harpacticoida","Miraciidae","Amphiascopsis","Amphiascopsis cinctus",NA,115906,NA,NA,NA,NA,"Carolinian"
"121",401022,401022,737969,"Genus","Amphicteis","Grube, 1850",3,2,"Annelida","Terebellida","Ampharetidae","Amphicteis",NA,"Polychaeta",129156,NA,NA,NA,NA,"Carolinian"
"122",401024,401024,401022,"Species","Amphicteis gunneri","(M. Sars, 1835)",45,5,"Annelida","Terebellida","Ampharetidae","Amphicteis","Amphicteis gunneri","Polychaeta",129784,NA,NA,NA,NA,"Carolinian"
"123",401096,401096,758325,"Genus","Amphiglena","Claparède, 1864",2,1,"Annelida","Sabellida","Sabellidae","Amphiglena",NA,"Polychaeta",129521,NA,NA,NA,NA,"Carolinian"
"124",401119,401119,401118,"Species","Amphilepis ingolfiana","Mortensen, 1933",2,2,"Echinodermata","Ophiurida","Amphilepididae","Amphilepis","Amphilepis ingolfiana","Ophiuroidea",125056,NA,NA,NA,NA,"Carolinian"
"125",401154,401154,599818,"Genus","Amphilochus","Bate, 1862",2,1,"Arthropoda","Amphipoda","Amphilochidae","Amphilochus",NA,"Malacostraca",101450,NA,NA,NA,NA,"Carolinian"
"126",401171,401171,769381,"Genus","Amphimedon","Duchassaing & Michelotti, 1864",1,1,"Porifera","Haplosclerida","Niphatidae","Amphimedon",NA,"Demospongiae",166654,NA,NA,NA,NA,"Carolinian"
"127",401173,401173,401171,"Species","Amphimedon compressa","Duchassaing & Michelotti, 1864",4,1,"Porifera","Haplosclerida","Niphatidae","Amphimedon","Amphimedon compressa","Demospongiae",166666,NA,NA,NA,NA,"Carolinian"
