"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","gisd","hab","ecoregion"
"11",400882,400882,628170,"Family","Ampeliscidae","Krøyer, 1842",101364,3,1,"Arthropoda","Amphipoda","Ampeliscidae",NA,NA,"Malacostraca",NA,NA,NA,NA,"Araucanian"
"12",401111,401111,401110,"Species","Amphilectus fucorum","(Esper, 1794)",150225,2,2,"Porifera","Poecilosclerida","Esperiopsidae","Amphilectus","Amphilectus fucorum","Demospongiae",NA,NA,NA,NA,"Araucanian"
"13",402535,402535,402534,"Species","Anchinothria pycnobranchiata","(McIntosh, 1885)",173756,1,1,"Annelida","Eunicida","Onuphidae","Anchinothria","Anchinothria pycnobranchiata","Polychaeta",NA,NA,NA,NA,"Araucanian"
"14",402723,402723,600885,"Species","Ancistrosyllis groenlandica","McIntosh, 1879",130695,1,1,"Annelida","Phyllodocida","Pilargidae","Ancistrosyllis","Ancistrosyllis groenlandica","Polychaeta",NA,NA,NA,NA,"Araucanian"
"15",402847,402847,402845,"Species","Anemonia alicemartinae","Häussermann & Försterra, 2001",283318,10,3,"Cnidaria","Actiniaria","Actiniidae","Anemonia","Anemonia alicemartinae","Anthozoa",NA,NA,NA,NA,"Araucanian"
"16",403211,403211,767747,"Infraorder","Anomura","MacLeay, 1838",106671,1,1,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca",NA,NA,NA,NA,"Araucanian"
"17",403684,403684,771628,"Species","Antholoba achates","(Drayton in Dana, 1846)",287436,22,4,"Cnidaria","Actiniaria","Actinostolidae","Antholoba","Antholoba achates","Anthozoa",NA,NA,NA,NA,"Araucanian"
"18",403796,403796,738435,"Species","Anthothoe chilensis","(Lesson, 1830)",289437,12,2,"Cnidaria","Actiniaria","Sagartiidae","Anthothoe","Anthothoe chilensis","Anthozoa",NA,NA,NA,NA,"Araucanian"
"19",403921,403921,738473,"Species","Antimora rostrata","(Günther, 1878)",126486,5,2,"Chordata","Gadiformes","Moridae","Antimora","Antimora rostrata","Actinopteri",NA,NA,NA,NA,"Araucanian"
"20",404250,404250,601789,"Species","Aphelochaeta multifilis","(Moore, 1903)",332991,1,1,"Annelida","Terebellida","Cirratulidae","Aphelochaeta","Aphelochaeta multifilis","Polychaeta",NA,NA,NA,NA,"Araucanian"
"21",404597,404597,776169,"Species","Aplochiton taeniatus","Jenyns, 1842",279654,1,1,"Chordata","Osmeriformes","Galaxiidae","Aplochiton","Aplochiton taeniatus","Actinopteri",NA,NA,NA,NA,"Araucanian"
"22",405532,405532,777704,"Species","Archinome rosacea","(Blake, 1985)",333028,1,1,"Annelida","Amphinomida","Amphinomidae","Archinome","Archinome rosacea","Polychaeta",NA,NA,NA,NA,"Araucanian"
"23",406068,406068,602725,"Species","Aricidea pigmentata","Carrasco, 1976",326615,6,1,"Annelida",NA,"Paraonidae","Aricidea","Aricidea pigmentata","Polychaeta",NA,NA,NA,NA,"Araucanian"
"24",406086,406086,738869,"Genus","Arietellus","Giesbrecht, 1893",104130,5,1,"Arthropoda","Calanoida","Arietellidae","Arietellus",NA,NA,NA,NA,NA,NA,"Araucanian"
"25",406296,406296,406293,"Species","Armadillidium vulgare","(Latreille, 1804)",257832,3,1,"Arthropoda","Isopoda","Armadillidiidae","Armadillidium","Armadillidium vulgare","Malacostraca",NA,NA,NA,NA,"Araucanian"
"26",408235,408235,739308,"Genus","Augaptilus","Giesbrecht, 1889",104137,4,1,"Arthropoda","Calanoida","Augaptilidae","Augaptilus",NA,NA,NA,NA,NA,NA,"Araucanian"
"27",409235,409235,739484,"Species","Balaenoptera borealis","Lesson, 1828",137088,1,1,"Chordata","Cetartiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera borealis","Mammalia",TRUE,"EN",NA,NA,"Araucanian"
"28",409240,409240,739484,"Species","Balaenoptera physalus","(Linnaeus, 1758)",137091,3,2,"Chordata","Cetartiodactyla","Balaenopteridae","Balaenoptera","Balaenoptera physalus","Mammalia",TRUE,"EN",NA,NA,"Araucanian"
"29",410300,410300,468851,"Genus","Bathycalanus","Sars G.O., 1905",104185,2,1,"Arthropoda","Calanoida","Megacalanidae","Bathycalanus",NA,NA,NA,NA,NA,NA,"Araucanian"
"30",410366,410366,767948,"Species","Bathycuma longicaudatum","Calman, 1912",181829,1,1,"Arthropoda","Cumacea","Bodotriidae","Bathycuma","Bathycuma longicaudatum","Malacostraca",NA,NA,NA,NA,"Araucanian"
"31",410855,410855,605946,"Species","Bathyteuthis abyssicola","Hoyle, 1885",138848,8,1,"Mollusca","Decapodiformes incertae sedis","Bathyteuthidae","Bathyteuthis","Bathyteuthis abyssicola","Cephalopoda",TRUE,"LC",NA,NA,"Araucanian"
"32",412429,412429,740024,"Species","Borostomias antarcticus","(Lönnberg, 1905)",127334,6,2,"Chordata","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus","Actinopteri",NA,NA,NA,NA,"Araucanian"
"33",413210,413210,696056,"Species","Brisaster moseleyi","(A. Agassiz, 1881)",160791,9,1,"Echinodermata","Spatangoida","Schizasteridae","Brisaster","Brisaster moseleyi","Echinoidea",NA,NA,NA,NA,"Araucanian"
"34",413498,413498,413495,"Species","Bubaris vermiculata","(Bowerbank, 1866)",132521,2,2,"Porifera","Bubarida","Bubaridae","Bubaris","Bubaris vermiculata","Demospongiae",NA,NA,NA,NA,"Araucanian"
"35",413996,413996,740412,"Species","Bythaelurus canescens","(Günther, 1878)",316762,19,2,"Chordata","Carcharhiniformes","Scyliorhinidae","Bythaelurus","Bythaelurus canescens","Elasmobranchii",TRUE,"DD",NA,NA,"Araucanian"
"36",414096,414096,445071,"Genus","Cadulus","Philippi, 1844",138024,1,1,"Mollusca","Gadilida","Gadilidae","Cadulus",NA,"Scaphopoda",NA,NA,NA,NA,"Araucanian"
"37",414462,414462,414431,"Genus","Calanus","Leach, 1816",104152,2,1,"Arthropoda","Calanoida","Calanidae","Calanus",NA,NA,NA,NA,NA,NA,"Araucanian"
"38",414466,414466,414462,"Species","Calanus chilensis","Brodsky, 1959",346212,26,2,"Arthropoda","Calanoida","Calanidae","Calanus","Calanus chilensis",NA,NA,NA,NA,NA,"Araucanian"
"39",414543,414543,774525,"Species","Calcidiscus leptoporus","(G.Murray & V.H.Blackman) Loeblich Jr. & Tappan, 1978",235923,26,1,"Haptophyta","Coccolithales","Calcidiscaceae","Calcidiscus","Calcidiscus leptoporus","Prymnesiophyceae",NA,NA,NA,NA,"Araucanian"
"40",414746,414746,414728,"Species","Calliactis variegata","Verrill, 1869",283626,2,2,"Cnidaria","Actiniaria","Hormathiidae","Calliactis","Calliactis variegata","Anthozoa",NA,NA,NA,NA,"Araucanian"
"41",414751,414751,805181,"Genus","Callianassa","Leach, 1814",107072,2,1,"Arthropoda","Decapoda","Callianassidae","Callianassa",NA,"Malacostraca",NA,NA,NA,NA,"Araucanian"
"42",415330,415330,415329,"Species","Callorhinchus callorynchus","(Linnaeus, 1758)",278468,1,1,"Chordata","Chimaeriformes","Callorhinchidae","Callorhinchus","Callorhinchus callorynchus","Holocephali",TRUE,"LC",NA,NA,"Araucanian"
"43",416179,416179,609426,"Species","Candacia longimana","(Claus, 1863)",104481,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia","Candacia longimana",NA,NA,NA,NA,NA,"Araucanian"
"44",416193,416193,740483,"Family","Candaciidae","Giesbrecht, 1893",104080,1,1,"Arthropoda","Calanoida","Candaciidae",NA,NA,NA,NA,NA,NA,NA,"Araucanian"
"45",416381,416381,740848,"Genus","Capitella","Blainville, 1828",129211,4,1,"Annelida",NA,"Capitellidae","Capitella",NA,"Polychaeta",NA,NA,NA,NA,"Araucanian"
"46",416382,416382,416381,"Species","Capitella capitata","(Fabricius, 1780)",129876,3,1,"Annelida",NA,"Capitellidae","Capitella","Capitella capitata","Polychaeta",NA,NA,NA,NA,"Araucanian"
"47",417267,417267,741049,"Genus","Caryophyllia","Lamarck, 1801",135085,2,2,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia",NA,"Anthozoa",NA,NA,NA,NA,"Araucanian"
"48",417346,417346,417267,"Species","Caryophyllia quadragenaria","Alcock, 1902",286760,4,3,"Cnidaria","Scleractinia","Caryophylliidae","Caryophyllia","Caryophyllia quadragenaria","Anthozoa",NA,NA,NA,NA,"Araucanian"
"49",417482,417482,741089,"Species","Cataetyx rubrirostris","Gilbert, 1890",272767,2,1,"Chordata","Ophidiiformes","Bythitidae","Cataetyx","Cataetyx rubrirostris","Actinopteri",NA,NA,NA,NA,"Araucanian"
"50",418084,418084,418077,"Species","Celleporella hyalina","(Linnaeus, 1767)",111397,2,1,"Bryozoa","Cheilostomatida","Hippothoidae","Celleporella","Celleporella hyalina","Gymnolaemata",NA,NA,NA,NA,"Araucanian"
"51",418226,418226,741274,"Genus","Centropages","Krøyer, 1849",104159,1,1,"Arthropoda","Calanoida","Centropagidae","Centropages",NA,NA,NA,NA,NA,NA,"Araucanian"
"52",418229,418229,418226,"Species","Centropages brachiatus","(Dana, 1849)",104490,51,2,"Arthropoda","Calanoida","Centropagidae","Centropages","Centropages brachiatus",NA,NA,NA,NA,NA,"Araucanian"
"53",418352,418352,741288,"Species","Centroscyllium nigrum","Garman, 1899",271623,13,2,"Chordata","Squaliformes","Etmopteridae","Centroscyllium","Centroscyllium nigrum","Elasmobranchii",TRUE,"DD",NA,NA,"Araucanian"
"54",418804,418804,777685,"Genus","Ceratocephale","Malmgren, 1867",129371,3,1,"Annelida","Phyllodocida","Nereididae","Ceratocephale",NA,"Polychaeta",NA,NA,NA,NA,"Araucanian"
"55",419018,419018,419014,"Species","Cereus herpetodes","(McMurrich, 1904)",410960,6,2,"Cnidaria","Actiniaria","Sagartiidae","Cereus","Cereus herpetodes","Anthozoa",NA,NA,NA,NA,"Araucanian"
"56",419559,419559,419486,"Species","Chaetoceros criophilus","Castracane, 1886",465389,4,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros criophilus","Bacillariophyceae",NA,NA,NA,NA,"Araucanian"
"57",419642,419642,419486,"Species","Chaetoceros lorenzianus","Grunow, 1863",156617,1,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Chaetoceros","Chaetoceros lorenzianus","Bacillariophyceae",NA,NA,NA,NA,"Araucanian"
"58",421210,421210,398634,"Genus","Chiridiella","Sars G.O., 1907",104116,2,1,"Arthropoda","Calanoida","Aetideidae","Chiridiella",NA,NA,NA,NA,NA,NA,"Araucanian"
"59",421217,421217,398634,"Genus","Chiridius","Giesbrecht, 1893",104117,4,1,"Arthropoda","Calanoida","Aetideidae","Chiridius",NA,NA,NA,NA,NA,NA,"Araucanian"
"60",421340,421340,398634,"Genus","Chirundina","Giesbrecht, 1895",104118,1,1,"Arthropoda","Calanoida","Aetideidae","Chirundina",NA,NA,NA,NA,NA,NA,"Araucanian"
"61",421804,421804,767343,"Species","Chondrophellia coronata","(Verrill, 1883)",100948,6,4,"Cnidaria","Actiniaria","Hormathiidae","Chondrophellia","Chondrophellia coronata","Anthozoa",NA,NA,NA,NA,"Araucanian"
"62",423069,423069,486890,"Genus","Cirrophorus","Ehlers, 1908",129431,1,1,"Annelida",NA,"Paraonidae","Cirrophorus",NA,"Polychaeta",NA,NA,NA,NA,"Araucanian"
"63",423090,423090,423089,"Species","Cirroteuthis hoylei","Robson, 1932",342210,1,1,"Mollusca","Octopoda","Cirroteuthidae","Cirroteuthis","Cirroteuthis hoylei","Cephalopoda",NA,NA,NA,NA,"Araucanian"
"64",423704,423704,696573,"Species","Clausocalanus arcuicornis","(Dana, 1849)",104502,42,1,"Arthropoda","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus arcuicornis",NA,NA,NA,NA,NA,"Araucanian"
"65",424196,424196,424193,"Species","Clupea bentincki","Norman, 1936",300368,2,2,"Chordata","Clupeiformes","Clupeidae","Clupea","Clupea bentincki","Actinopteri",NA,NA,NA,NA,"Araucanian"
"66",424460,424460,424458,"Species","Coccolithus pelagicus","(Wallich) J.Schiller, 1930",178600,23,1,"Haptophyta","Coccolithales","Coccolithaceae","Coccolithus","Coccolithus pelagicus","Prymnesiophyceae",NA,NA,NA,NA,"Araucanian"
"67",425008,425008,742449,"Species","Coelorinchus aconcagua","Iwamoto, 1978",280244,6,2,"Chordata","Gadiformes","Macrouridae","Coelorinchus","Coelorinchus aconcagua","Actinopteri",NA,NA,NA,NA,"Araucanian"
"68",425029,425029,742449,"Species","Coelorinchus chilensis","Gilbert & Thompson, 1916",280267,8,2,"Chordata","Gadiformes","Macrouridae","Coelorinchus","Coelorinchus chilensis","Actinopteri",NA,NA,NA,NA,"Araucanian"
"69",425038,425038,742449,"Species","Coelorinchus fasciatus","(Günther, 1878)",280277,2,2,"Chordata","Gadiformes","Macrouridae","Coelorinchus","Coelorinchus fasciatus","Actinopteri",NA,NA,NA,NA,"Araucanian"
"70",425889,425889,425885,"Species","Congiopodus peruvianus","(Cuvier, 1829)",278357,3,2,"Chordata","Scorpaeniformes","Congiopodidae","Congiopodus","Congiopodus peruvianus","Actinopteri",NA,NA,NA,NA,"Araucanian"
"71",426647,426647,696723,"Species","Corallimorphus rigidus","Moseley, 1877",283832,3,2,"Cnidaria","Corallimorpharia","Corallimorphidae","Corallimorphus","Corallimorphus rigidus","Anthozoa",NA,NA,NA,NA,"Araucanian"
"72",427186,427186,616514,"Species","Corycaeus speciosus","Dana, 1849",128800,9,1,"Arthropoda","Poecilostomatoida","Corycaeidae","Corycaeus","Corycaeus speciosus",NA,NA,NA,NA,NA,"Araucanian"
"73",427424,427424,743008,"Species","Coryphaenoides subserrulatus","Makushok, 1976",217761,3,1,"Chordata","Gadiformes","Macrouridae","Coryphaenoides","Coryphaenoides subserrulatus","Actinopteri",TRUE,"LC",NA,NA,"Araucanian"
"74",428021,428021,428038,"Genus","Cossura","Webster & Benedict, 1887",129251,1,1,"Annelida",NA,"Cossuridae","Cossura",NA,"Polychaeta",NA,NA,NA,NA,"Araucanian"
"75",428022,428022,428021,"Species","Cossura alba","Hartman, 1967",326844,2,2,"Annelida",NA,"Cossuridae","Cossura","Cossura alba","Polychaeta",NA,NA,NA,NA,"Araucanian"
"76",428024,428024,428021,"Species","Cossura chilensis","Hartmann-Schröder, 1965",326848,5,1,"Annelida",NA,"Cossuridae","Cossura","Cossura chilensis","Polychaeta",NA,NA,NA,NA,"Araucanian"
"77",428038,428038,758761,"Family","Cossuridae","Day, 1963",908,1,1,"Annelida",NA,"Cossuridae",NA,NA,"Polychaeta",NA,NA,NA,NA,"Araucanian"
"78",429351,429351,429350,"Species","Ctenocalanus citer","Heron & Bowman, 1971",342449,6,1,"Arthropoda","Calanoida","Clausocalanidae","Ctenocalanus","Ctenocalanus citer",NA,NA,NA,NA,NA,"Araucanian"
"79",429352,429352,429350,"Species","Ctenocalanus vanus","Giesbrecht, 1888",104510,25,1,"Arthropoda","Calanoida","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus",NA,NA,NA,NA,NA,"Araucanian"
"80",430110,430110,696878,"Species","Cyclaspis longicaudata","Sars, 1865",110446,1,1,"Arthropoda","Cumacea","Bodotriidae","Cyclaspis","Cyclaspis longicaudata","Malacostraca",NA,NA,NA,NA,"Araucanian"
"81",430251,430251,771530,"Order","Cyclopoida","Burmeister, 1834",1101,1,1,"Arthropoda","Cyclopoida",NA,NA,NA,NA,NA,NA,NA,NA,"Araucanian"
"82",430385,430385,696894,"Species","Cyclothone acclinidens","Garman, 1899",127282,1,1,"Chordata","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone acclinidens","Actinopteri",NA,NA,NA,NA,"Araucanian"
"83",430399,430399,696894,"Species","Cyclothone pseudopallida","Mukhacheva, 1964",127289,1,1,"Chordata","Stomiiformes","Gonostomatidae","Cyclothone","Cyclothone pseudopallida","Actinopteri",NA,NA,NA,NA,"Araucanian"
"84",432658,432658,496656,"Class","Demospongiae","Sollas, 1885",164811,13,1,"Porifera",NA,NA,NA,NA,"Demospongiae",NA,NA,NA,NA,"Araucanian"
"85",433185,433185,769806,"Species","Dermochelys coriacea","(Vandelli, 1761)",137209,1,1,"Chordata","Testudines","Dermochelyidae","Dermochelys","Dermochelys coriacea","Reptilia",TRUE,"VU",NA,NA,"Araucanian"
"86",433461,433461,433458,"Species","Deutella incerta","(Mayer, 1903)",421581,1,1,"Arthropoda","Amphipoda","Caprellidae","Deutella","Deutella incerta","Malacostraca",NA,NA,NA,NA,"Araucanian"
"87",435312,435312,435299,"Species","Dipolydora socialis","(Schmarda, 1861)",131124,1,1,"Annelida","Spionida","Spionidae","Dipolydora","Dipolydora socialis","Polychaeta",NA,NA,NA,NA,"Araucanian"
"88",435423,435423,772779,"Genus","Discina","Lamarck, 1819",235161,1,1,"Brachiopoda","Lingulida","Discinidae","Discina",NA,"Lingulata",NA,NA,NA,NA,"Araucanian"
"89",435514,435514,776402,"Species","Discopyge tschudii","Heckel, 1846",280568,1,1,"Chordata","Torpediniformes","Narcinidae","Discopyge","Discopyge tschudii","Elasmobranchii",TRUE,"NT",NA,NA,"Araucanian"
"90",435590,435590,748130,"Genus","Disseta","Giesbrecht, 1889",104176,4,1,"Arthropoda","Calanoida","Heterorhabdidae","Disseta",NA,NA,NA,NA,NA,NA,"Araucanian"
"91",436452,436452,423702,"Genus","Drepanopus","Brady, 1883",149746,1,1,"Arthropoda","Calanoida","Clausocalanidae","Drepanopus",NA,NA,NA,NA,NA,NA,"Araucanian"
"92",436454,436454,436452,"Species","Drepanopus forcipatus","Giesbrecht, 1888",342452,47,1,"Arthropoda","Calanoida","Clausocalanidae","Drepanopus","Drepanopus forcipatus",NA,NA,NA,NA,NA,"Araucanian"
"93",437368,437368,437367,"Species","Echthrogaleus coleoptratus","(Guérin-Méneville, 1837)",135976,7,1,"Arthropoda","Siphonostomatoida","Pandaridae","Echthrogaleus","Echthrogaleus coleoptratus",NA,NA,NA,NA,NA,"Araucanian"
"94",438008,438008,776418,"Species","Eleginops maclovinus","(Cuvier, 1830)",280634,1,1,"Chordata","Perciformes","Eleginopsidae","Eleginops","Eleginops maclovinus","Actinopteri",NA,NA,NA,NA,"Araucanian"
"95",438369,438369,768317,"Species","Emiliania huxleyi","(Lohmann) W.W.Hay & H.P.Mohler, 1967",115104,26,1,"Haptophyta","Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi","Prymnesiophyceae",NA,NA,NA,NA,"Araucanian"
"96",438640,438640,438619,"Species","Engraulis ringens","Jenyns, 1842",272287,2,1,"Chordata","Clupeiformes","Engraulidae","Engraulis","Engraulis ringens","Actinopteri",TRUE,"LC",NA,NA,"Araucanian"
"97",439391,439391,745346,"Genus","Epigonus","Rafinesque, 1810",125967,2,1,"Chordata","Perciformes","Epigonidae","Epigonus",NA,"Actinopteri",NA,NA,NA,NA,"Araucanian"
"98",439915,439915,439898,"Species","Eptatretus nanii","Wisner & McMillan, 1988",279293,1,1,"Chordata","Myxiniformes","Myxinidae","Eptatretus","Eptatretus nanii","Myxini",TRUE,"DD",NA,NA,"Araucanian"
"99",440813,440813,771685,"Species","Eubalaena australis","(Desmoulins, 1822)",220222,52,2,"Chordata","Cetartiodactyla","Balaenidae","Eubalaena","Eubalaena australis","Mammalia",TRUE,"LC",NA,NA,"Araucanian"
"100",440855,440855,440854,"Genus","Eucalanus","Dana, 1852",104171,8,1,"Arthropoda","Calanoida","Eucalanidae","Eucalanus",NA,NA,NA,NA,NA,NA,"Araucanian"
"101",440865,440865,440855,"Species","Eucalanus hyalinus","(Claus, 1866)",345781,20,1,"Arthropoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus hyalinus",NA,NA,NA,NA,NA,"Araucanian"
"102",440866,440866,440855,"Species","Eucalanus inermis","Giesbrecht, 1893",346435,9,1,"Arthropoda","Calanoida","Eucalanidae","Eucalanus","Eucalanus inermis",NA,NA,NA,NA,NA,"Araucanian"
"103",440926,440926,625137,"Species","Euchaeta marina","(Prestandrea, 1833)",104552,7,2,"Arthropoda","Calanoida","Euchaetidae","Euchaeta","Euchaeta marina",NA,NA,NA,NA,NA,"Araucanian"
"104",441025,441025,697394,"Species","Euchirella amoena","Giesbrecht, 1888",104296,1,1,"Arthropoda","Calanoida","Aetideidae","Euchirella","Euchirella amoena",NA,NA,NA,NA,NA,"Araucanian"
"105",441030,441030,697394,"Species","Euchirella formosa","Vervoort, 1949",221286,1,1,"Arthropoda","Calanoida","Aetideidae","Euchirella","Euchirella formosa",NA,NA,NA,NA,NA,"Araucanian"
"106",441033,441033,697394,"Species","Euchirella maxima","Wolfenden, 1905",104300,4,2,"Arthropoda","Calanoida","Aetideidae","Euchirella","Euchirella maxima",NA,NA,NA,NA,NA,"Araucanian"
"107",441036,441036,697394,"Species","Euchirella pulchra","(Lubbock, 1856)",104302,1,1,"Arthropoda","Calanoida","Aetideidae","Euchirella","Euchirella pulchra",NA,NA,NA,NA,NA,"Araucanian"
"108",441042,441042,697394,"Species","Euchirella truncata","Esterly, 1911",104304,1,1,"Arthropoda","Calanoida","Aetideidae","Euchirella","Euchirella truncata",NA,NA,NA,NA,NA,"Araucanian"
"109",441263,441263,769622,"Genus","Eudactylina","Van Beneden, 1853",135584,1,1,"Arthropoda","Siphonostomatoida","Eudactylinidae","Eudactylina",NA,NA,NA,NA,NA,NA,"Araucanian"
"110",441997,441997,697444,"Species","Euphausia gibboides","Ortmann, 1893",110684,9,1,"Arthropoda","Euphausiacea","Euphausiidae","Euphausia","Euphausia gibboides","Malacostraca",NA,NA,NA,NA,"Araucanian"
"111",442005,442005,697444,"Species","Euphausia lucens","Hansen, 1905",221055,1,1,"Arthropoda","Euphausiacea","Euphausiidae","Euphausia","Euphausia lucens","Malacostraca",NA,NA,NA,NA,"Araucanian"
"112",442013,442013,697444,"Species","Euphausia recurva","Hansen, 1905",221047,2,1,"Arthropoda","Euphausiacea","Euphausiidae","Euphausia","Euphausia recurva","Malacostraca",NA,NA,NA,NA,"Araucanian"
"113",442016,442016,697444,"Species","Euphausia similis","G.O. Sars, 1885",221048,5,1,"Arthropoda","Euphausiacea","Euphausiidae","Euphausia","Euphausia similis","Malacostraca",NA,NA,NA,NA,"Araucanian"
"114",443091,443091,443151,"Genus","Exogone","Örsted, 1845",129654,1,1,"Annelida","Phyllodocida","Syllidae","Exogone",NA,"Polychaeta",NA,NA,NA,NA,"Araucanian"
"115",443362,443362,423702,"Genus","Farrania","Sars G.O., 1920",104163,4,1,"Arthropoda","Calanoida","Clausocalanidae","Farrania",NA,NA,NA,NA,NA,NA,"Araucanian"
"116",443610,443610,768177,"Species","Favulina hexagona","(Williamson, 1848)",113193,3,1,"Foraminifera","Lagenida","Ellipsolagenidae","Favulina","Favulina hexagona","Foraminifera incertae sedis",NA,NA,NA,NA,"Araucanian"
"117",443932,443932,1011429,"Genus","Fissurina","Reuss, 1850",112154,2,1,"Foraminifera","Lagenida","Ellipsolagenidae","Fissurina",NA,"Foraminifera incertae sedis",NA,NA,NA,NA,"Araucanian"
"118",444845,444845,444817,"Species","Fungiacyathus marenzelleri","(Vaughan, 1906)",135205,2,1,"Cnidaria","Scleractinia","Fungiacyathidae","Fungiacyathus","Fungiacyathus marenzelleri","Anthozoa",NA,NA,NA,NA,"Araucanian"
"119",444856,444856,444817,"Species","Fungiacyathus symmetricus","(Pourtalès, 1871)",287088,1,1,"Cnidaria","Scleractinia","Fungiacyathidae","Fungiacyathus","Fungiacyathus symmetricus","Anthozoa",NA,NA,NA,NA,"Araucanian"
"120",445111,445111,398634,"Genus","Gaetanus","Giesbrecht, 1888",104121,9,1,"Arthropoda","Calanoida","Aetideidae","Gaetanus",NA,NA,NA,NA,NA,NA,"Araucanian"
"121",445121,445121,445111,"Species","Gaetanus kruppii","Giesbrecht, 1903",221290,4,1,"Arthropoda","Calanoida","Aetideidae","Gaetanus","Gaetanus kruppii",NA,NA,NA,NA,NA,"Araucanian"
"122",445309,445309,746567,"Species","Galaxias platei","Steindachner, 1898",280812,2,1,"Chordata","Osmeriformes","Galaxiidae","Galaxias","Galaxias platei","Actinopteri",NA,NA,NA,NA,"Araucanian"
"123",445670,445670,412672,"Genus","Garveia","Wright, 1859",117018,20,2,"Cnidaria","Anthoathecata","Bougainvilliidae","Garveia",NA,"Hydrozoa",NA,NA,NA,NA,"Araucanian"
"124",446234,446234,774429,"Species","Geotria australis","Gray, 1851",234686,1,1,"Chordata","Petromyzontiformes","Geotriidae","Geotria","Geotria australis","Petromyzonti",TRUE,"DD",NA,NA,"Araucanian"
"125",446254,446254,446252,"Species","Gephyrocapsa oceanica","Kamptner, 1943",235955,26,1,"Haptophyta","Isochrysidales","Noelaerhabdaceae","Gephyrocapsa","Gephyrocapsa oceanica","Prymnesiophyceae",NA,NA,NA,NA,"Araucanian"
"126",446726,446726,629011,"Species","Globicephala melas","(Traill, 1809)",137097,18,1,"Chordata","Cetartiodactyla","Delphinidae","Globicephala","Globicephala melas","Mammalia",TRUE,"DD",NA,NA,"Araucanian"
"127",446737,446737,746827,"Species","Globigerina falconensis","Blow, 1959",221249,3,1,"Foraminifera","Globigerinida","Globigerinidae","Globigerina","Globigerina falconensis","Globothalamea",NA,NA,NA,NA,"Araucanian"
"128",446761,446761,446759,"Species","Globigerinita glutinata","(Egger, 1893)",113464,92,2,"Foraminifera","Globigerinida","Candeinidae","Globigerinita","Globigerinita glutinata","Globothalamea",NA,NA,NA,NA,"Araucanian"
