"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","family","genus","species","class","order","redlist","status","gisd","hab","ecoregion"
"11",396013,396013,776107,"Species","Acantholiparis opercularis","Gilbert & Burke, 1912",279480,3,1,"Chordata","Liparidae","Acantholiparis","Acantholiparis opercularis","Actinopteri","Scorpaeniformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"12",396202,396202,396200,"Species","Acanthostomella norvegica","(Daday, 1887)",183556,1,1,"Ciliophora","Ascampbelliellidae","Acanthostomella","Acanthostomella norvegica","Oligotrichea","Choreotrichida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"13",396290,396290,405225,"Subclass","Acari","Leach, 1817",292684,12,1,"Arthropoda",NA,NA,NA,"Arachnida",NA,NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"14",396326,396326,770837,"Species","Acartia (Acartiura) clausi","Giesbrecht, 1889",149755,145,1,"Arthropoda","Acartiidae","Acartia","Acartia (Acartiura) clausi",NA,"Calanoida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"15",396587,396587,396583,"Species","Acharax johnsoni","(Dall, 1891)",293239,2,2,"Mollusca","Solemyidae","Acharax","Acharax johnsoni","Bivalvia","Solemyoida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"16",396607,396607,400707,"Genus","Achelia","Hodge, 1864",134568,2,1,"Arthropoda","Ammotheidae","Achelia",NA,"Pycnogonida","Pantopoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"17",396608,396608,396607,"Species","Achelia alaskensis","(Cole, 1904)",239888,4,1,"Arthropoda","Ammotheidae","Achelia","Achelia alaskensis","Pycnogonida","Pantopoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"18",396612,396612,396607,"Species","Achelia echinata","Hodge, 1864",134599,6,1,"Arthropoda","Ammotheidae","Achelia","Achelia echinata","Pycnogonida","Pantopoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"19",396810,396810,396804,"Species","Acipenser medirostris","Ayres, 1854",271695,5,2,"Chordata","Acipenseridae","Acipenser","Acipenser medirostris","Actinopteri","Acipenseriformes",TRUE,"NT",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"20",396818,396818,396804,"Species","Acipenser sturio","Linnaeus, 1758",126279,1,1,"Chordata","Acipenseridae","Acipenser","Acipenser sturio","Actinopteri","Acipenseriformes",TRUE,"CR",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"21",397861,397861,767920,"Species","Actiniscus pentasterias","(Ehrenberg) Ehrenberg, 1844",109717,1,1,"Myzozoa","Actiniscaceae","Actiniscus","Actiniscus pentasterias","Dinophyceae","Actiniscales",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"22",398083,398083,398029,"Species","Actinoptychus senarius","(Ehrenberg) Ehrenberg, 1843",148948,13,1,"Ochrophyta","Heliopeltaceae","Actinoptychus","Actinoptychus senarius","Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"23",398085,398085,398029,"Species","Actinoptychus splendens","(Shadbolt) Ralfs ex Pritchard, 1861",148949,1,1,"Ochrophyta","Heliopeltaceae","Actinoptychus","Actinoptychus splendens","Bacillariophyceae","Coscinodiscales",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"24",398380,398380,778545,"Species","Aechmophorus occidentalis","(Lawrence, 1858)",366617,363,15,"Chordata","Podicipedidae","Aechmophorus","Aechmophorus occidentalis","Aves","Podicipediformes",TRUE,"LC",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"25",398483,398483,1014227,"Genus","Aegisthus","Giesbrecht, 1891",115186,31,1,"Arthropoda","Aegisthidae","Aegisthus",NA,NA,"Harpacticoida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"26",398508,398508,737469,"Genus","Aeolidia","Cuvier, 1798",137630,1,1,"Mollusca","Aeolidiidae","Aeolidia",NA,"Gastropoda","Nudibranchia",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"27",398647,398647,398644,"Species","Aetideus armatus","(Boeck, 1872)",104275,172,1,"Arthropoda","Aetideidae","Aetideus","Aetideus armatus",NA,"Calanoida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"28",398792,398792,398789,"Species","Agarum fimbriatum","Harvey, 1862",372699,1,1,"Ochrophyta","Costariaceae","Agarum","Agarum fimbriatum","Phaeophyceae","Laminariales",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"29",398853,398853,700249,"Genus","Aglantha","Haeckel, 1879",117212,105,1,"Cnidaria","Rhopalonematidae","Aglantha",NA,"Hydrozoa","Trachymedusae",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"30",398885,398885,398912,"Genus","Aglaophenia","Lamouroux, 1812",116999,2,2,"Cnidaria","Aglaopheniidae","Aglaophenia",NA,"Hydrozoa","Leptothecata",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"31",399043,399043,399042,"Species","Ahnfeltia fastigiata","(Endlicher) Makienko, 1970",372235,10,1,"Rhodophyta","Ahnfeltiaceae","Ahnfeltia","Ahnfeltia fastigiata","Florideophyceae","Ahnfeltiales",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"32",399050,399050,737576,"Species","Ahnfeltiopsis gigartinoides","(J.Agardh) P.C.Silva & DeCew, 1992",372232,6,1,"Rhodophyta","Phyllophoraceae","Ahnfeltiopsis","Ahnfeltiopsis gigartinoides","Florideophyceae","Gigartinales",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"33",399053,399053,737576,"Species","Ahnfeltiopsis linearis","(C.Agardh) P.C.Silva & DeCew, 1992",372234,5,1,"Rhodophyta","Phyllophoraceae","Ahnfeltiopsis","Ahnfeltiopsis linearis","Florideophyceae","Gigartinales",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"34",399215,399215,399212,"Species","Alaria marginata","Postels & Ruprecht, 1840",371791,1,1,"Ochrophyta","Alariaceae","Alaria","Alaria marginata","Phaeophyceae","Laminariales",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"35",399231,399231,774544,"Species","Albatrossia pectoralis","(Gilbert, 1892)",236135,38,8,"Chordata","Macrouridae","Albatrossia","Albatrossia pectoralis","Actinopteri","Gadiformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"36",399362,399362,399360,"Species","Alderia modesta","(Lovén, 1844)",141555,1,1,"Mollusca","Limapontiidae","Alderia","Alderia modesta","Gastropoda","Sacoglossa",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"37",399447,399447,598612,"Species","Alepisaurus ferox","Lowe, 1833",126333,3,1,"Chordata","Alepisauridae","Alepisaurus","Alepisaurus ferox","Actinopteri","Aulopiformes",TRUE,"LC",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"38",399565,399565,774445,"Species","Alitta succinea","(Leuckart, 1847)",234850,3,1,"Annelida","Nereididae","Alitta","Alitta succinea","Polychaeta","Phyllodocida",NA,NA,TRUE,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"39",399566,399566,774445,"Species","Alitta virens","(M. Sars, 1835)",234851,3,1,"Annelida","Nereididae","Alitta","Alitta virens","Polychaeta","Phyllodocida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"40",399768,399768,598830,"Species","Alosa sapidissima","(Wilson, 1811)",158670,630,5,"Chordata","Clupeidae","Alosa","Alosa sapidissima","Actinopteri","Clupeiformes",TRUE,"LC",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"41",399779,399779,767767,"Family","Alpheidae","Rafinesque, 1815",106776,1,1,"Arthropoda","Alpheidae",NA,NA,"Malacostraca","Decapoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"42",400165,400165,599174,"Species","Amaeana occidentalis","(Hartman, 1944)",332917,16,2,"Annelida","Terebellidae","Amaeana","Amaeana occidentalis","Polychaeta","Terebellida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"43",400369,400369,771141,"Species","Ambloplites rupestris","(Rafinesque, 1817)",151293,4,2,"Chordata","Centrarchidae","Ambloplites","Ambloplites rupestris","Actinopteri","Perciformes",TRUE,"LC",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"44",400558,400558,599390,"Species","Ameiurus melas","(Rafinesque, 1820)",154205,5,2,"Chordata","Ictaluridae","Ameiurus","Ameiurus melas","Actinopteri","Siluriformes",TRUE,"LC",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"45",400559,400559,599390,"Species","Ameiurus natalis","(Lesueur, 1819)",154201,9,1,"Chordata","Ictaluridae","Ameiurus","Ameiurus natalis","Actinopteri","Siluriformes",TRUE,"LC",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"46",400636,400636,844461,"Genus","Ammodiscus","Reuss, 1862",112290,5,1,"Foraminifera","Ammodiscidae","Ammodiscus",NA,"Tubothalamea","Spirillinida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"47",400655,400655,599445,"Species","Ammodytes personatus","Girard, 1856",272967,1,1,"Chordata","Ammodytidae","Ammodytes","Ammodytes personatus","Actinopteri","Perciformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"48",400785,400785,737935,"Species","Ampelisca agassizi","(Judd, 1896)",158021,21,2,"Arthropoda","Ampeliscidae","Ampelisca","Ampelisca agassizi","Malacostraca","Amphipoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"49",400811,400811,737935,"Species","Ampelisca cristata","Holmes, 1908",421436,3,1,"Arthropoda","Ampeliscidae","Ampelisca","Ampelisca cristata","Malacostraca","Amphipoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"50",400835,400835,737935,"Species","Ampelisca lobata","Holmes, 1908",421438,1,1,"Arthropoda","Ampeliscidae","Ampelisca","Ampelisca lobata","Malacostraca","Amphipoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"51",400896,400896,599696,"Species","Ampharete acutifrons","(Grube, 1860)",129775,3,2,"Annelida","Ampharetidae","Ampharete","Ampharete acutifrons","Polychaeta","Terebellida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"52",400901,400901,599696,"Species","Ampharete finmarchica","(M. Sars, 1865)",129778,7,1,"Annelida","Ampharetidae","Ampharete","Ampharete finmarchica","Polychaeta","Terebellida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"53",400906,400906,599696,"Species","Ampharete labrops","Hartman, 1961",326317,6,3,"Annelida","Ampharetidae","Ampharete","Ampharete labrops","Polychaeta","Terebellida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"54",400917,400917,772642,"Species","Ampheraster marianus","(Ludwig, 1905)",254842,6,3,"Echinodermata","Pedicellasteridae","Ampheraster","Ampheraster marianus","Asteroidea","Forcipulatida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"55",401029,401029,401022,"Species","Amphicteis scaphobranchiata","Moore, 1906",326344,7,1,"Annelida","Ampharetidae","Amphicteis","Amphicteis scaphobranchiata","Polychaeta","Terebellida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"56",401110,401110,772044,"Genus","Amphilectus","Vosmaer, 1880",131933,6,1,"Porifera","Esperiopsidae","Amphilectus",NA,"Demospongiae","Poecilosclerida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"57",401208,401208,401717,"Genus","Amphiodia","Verrill, 1899",172595,66,2,"Echinodermata","Amphiuridae","Amphiodia",NA,"Ophiuroidea","Ophiurida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"58",401210,401210,774900,"Species","Amphiodia (Amphispina) digitata","Nielsen, 1932",242689,1,1,"Echinodermata","Amphiuridae","Amphiodia","Amphiodia (Amphispina) digitata","Ophiuroidea","Ophiurida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"59",401212,401212,774900,"Species","Amphiodia (Amphispina) urtica","(Lyman, 1860)",245665,6,2,"Echinodermata","Amphiuridae","Amphiodia","Amphiodia (Amphispina) urtica","Ophiuroidea","Ophiurida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"60",401220,401220,401208,"Species","Amphiodia occidentalis","(Lyman, 1860)",242666,2,2,"Echinodermata","Amphiuridae","Amphiodia","Amphiodia occidentalis","Ophiuroidea","Ophiurida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"61",401251,401251,401229,"Species","Amphiophiura superba","(Lütken & Mortensen, 1899)",242740,8,1,"Echinodermata","Ophiuridae","Amphiophiura","Amphiophiura superba","Ophiuroidea","Ophiurida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"62",401320,401320,401717,"Genus","Amphipholis","Ljungman, 1866",123612,10,2,"Echinodermata","Amphiuridae","Amphipholis",NA,"Ophiuroidea","Ophiurida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"63",401328,401328,401320,"Species","Amphipholis pugetana","(Lyman, 1860)",242878,4,2,"Echinodermata","Amphiuridae","Amphipholis","Amphipholis pugetana","Ophiuroidea","Ophiurida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"64",401331,401331,401320,"Species","Amphipholis squamata","(Delle Chiaje, 1828)",125064,3,1,"Echinodermata","Amphiuridae","Amphipholis","Amphipholis squamata","Ophiuroidea","Ophiurida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"65",401367,401367,738062,"Genus","Amphiporus","Ehrenberg, 1831",122391,6,1,"Nemertea","Amphiporidae","Amphiporus",NA,"Enopla","Monostilifera",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"66",401523,401523,738079,"Species","Amphisamytha galapagensis","Zottoli, 1983",326388,9,1,"Annelida","Ampharetidae","Amphisamytha","Amphisamytha galapagensis","Polychaeta","Terebellida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"67",401583,401583,776151,"Species","Amphistichus rhodoterus","(Agassiz, 1854)",279596,5,3,"Chordata","Embiotocidae","Amphistichus","Amphistichus rhodoterus","Actinopteri","Perciformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"68",401717,401717,772939,"Family","Amphiuridae","Ljungman, 1867",123206,52,1,"Echinodermata","Amphiuridae",NA,NA,"Ophiuroidea","Ophiurida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"69",401723,401723,770794,"Genus","Amphora","Ehrenberg ex Kützing, 1844",149200,9,1,"Ochrophyta","Catenulaceae","Amphora",NA,"Bacillariophyceae","Thalassiophysales",NA,NA,NA,TRUE,"Oregon, Washington, Vancouver Coast and Shelf"
"70",402024,402024,1014255,"Genus","Ampithoe","Leach, 1814",101459,33,1,"Arthropoda","Ampithoidae","Ampithoe",NA,"Malacostraca","Amphipoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"71",402423,402423,738224,"Genus","Anas","Linnaeus, 1758",148788,4,3,"Chordata","Anatidae","Anas",NA,"Aves","Anseriformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"72",402434,402434,402423,"Species","Anas oustaleti","Salvadori, 1894",378497,157,11,"Chordata","Anatidae","Anas","Anas oustaleti","Aves","Anseriformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"73",402514,402514,772717,"Species","Anchicolurus occidentalis","(Calman, 1912)",181909,3,1,"Arthropoda","Diastylidae","Anchicolurus","Anchicolurus occidentalis","Malacostraca","Cumacea",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"74",402694,402694,769300,"Species","Ancistargis hamata","(Hartman, 1960)",130692,1,1,"Annelida","Pilargidae","Ancistargis","Ancistargis hamata","Polychaeta","Phyllodocida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"75",403117,403117,403116,"Species","Anobothrus gracilis","(Malmgren, 1866)",129789,9,2,"Annelida","Ampharetidae","Anobothrus","Anobothrus gracilis","Polychaeta","Terebellida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"76",403211,403211,767747,"Infraorder","Anomura","MacLeay, 1838",106671,8,3,"Arthropoda",NA,NA,NA,"Malacostraca","Decapoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"77",403212,403212,781281,"Genus","Anonyx","Krøyer, 1838",101592,1,1,"Arthropoda","Uristidae","Anonyx",NA,"Malacostraca","Amphipoda",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"78",403232,403232,738346,"Species","Anoplarchus purpurescens","Gill, 1861",279633,5,2,"Chordata","Stichaeidae","Anoplarchus","Anoplarchus purpurescens","Actinopteri","Perciformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"79",403275,403275,738353,"Species","Anoplogaster cornuta","(Valenciennes, 1833)",126393,13,2,"Chordata","Anoplogastridae","Anoplogaster","Anoplogaster cornuta","Actinopteri","Beryciformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"80",403284,403284,771743,"Species","Anoplopoma fimbria","(Pallas, 1814)",159463,2491,9,"Chordata","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria","Actinopteri","Scorpaeniformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"81",403690,403690,737630,"Genus","Anthomastus","Verrill, 1878",125285,85,2,"Cnidaria","Alcyoniidae","Anthomastus",NA,"Anthozoa","Alcyonacea",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"82",403727,403727,403720,"Species","Anthopleura artemisia","(Pickering in Dana, 1846)",283337,1,1,"Cnidaria","Actiniidae","Anthopleura","Anthopleura artemisia","Anthozoa","Actiniaria",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"83",403770,403770,403720,"Species","Anthopleura xanthogrammica","(Brandt, 1835)",283377,5,1,"Cnidaria","Actiniidae","Anthopleura","Anthopleura xanthogrammica","Anthozoa","Actiniaria",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"84",403774,403774,769174,"Genus","Anthoptilum","Kölliker, 1880",128489,29,2,"Cnidaria","Anthoptilidae","Anthoptilum",NA,"Anthozoa","Pennatulacea",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"85",403776,403776,403774,"Species","Anthoptilum murrayi","Kölliker, 1880",128505,16,1,"Cnidaria","Anthoptilidae","Anthoptilum","Anthoptilum murrayi","Anthozoa","Pennatulacea",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"86",403920,403920,738473,"Species","Antimora microlepis","Bean, 1890",272460,68,5,"Chordata","Moridae","Antimora","Antimora microlepis","Actinopteri","Gadiformes",TRUE,"DD",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"87",403921,403921,738473,"Species","Antimora rostrata","(Günther, 1878)",126486,23,1,"Chordata","Moridae","Antimora","Antimora rostrata","Actinopteri","Gadiformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"88",404212,404212,404208,"Species","Aphanopus carbo","Lowe, 1839",127085,4,1,"Chordata","Trichiuridae","Aphanopus","Aphanopus carbo","Actinopteri","Perciformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"89",404244,404244,601789,"Species","Aphelochaeta glandaria","Blake, 1996",326478,21,1,"Annelida","Cirratulidae","Aphelochaeta","Aphelochaeta glandaria","Polychaeta","Terebellida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"90",404251,404251,601789,"Species","Aphelochaeta tigrina","Blake, 1996",326481,11,1,"Annelida","Cirratulidae","Aphelochaeta","Aphelochaeta tigrina","Polychaeta","Terebellida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"91",404303,404303,404297,"Species","Aphotopontius forcipatus","Humes, 1987",348893,6,3,"Arthropoda","Dirivultidae","Aphotopontius","Aphotopontius forcipatus",NA,"Siphonostomatoida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"92",404315,404315,769407,"Genus","Aphrocallistes","Gray, 1858",132099,7,1,"Porifera","Aphrocallistidae","Aphrocallistes",NA,"Hexactinellida","Hexactinosida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"93",404318,404318,404315,"Species","Aphrocallistes vastus","Schulze, 1886",171632,363,2,"Porifera","Aphrocallistidae","Aphrocallistes","Aphrocallistes vastus","Hexactinellida","Hexactinosida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"94",404327,404327,601831,"Species","Aphrodita japonica","Marenzeller, 1879",326499,3,2,"Annelida","Aphroditidae","Aphrodita","Aphrodita japonica","Polychaeta","Phyllodocida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"95",404432,404432,601900,"Species","Apistobranchus ornatus","Hartman, 1965",326532,14,1,"Annelida","Apistobranchidae","Apistobranchus","Apistobranchus ornatus","Polychaeta","Spionida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"96",404677,404677,776172,"Species","Apodichthys flavidus","Girard, 1854",279664,18,7,"Chordata","Pholidae","Apodichthys","Apodichthys flavidus","Actinopteri","Perciformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"97",404678,404678,776172,"Species","Apodichthys fucorum","Jordan & Gilbert, 1880",279665,6,4,"Chordata","Pholidae","Apodichthys","Apodichthys fucorum","Actinopteri","Perciformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"98",404954,404954,769600,"Genus","Apolemia","Eschscholtz, 1829",135393,19,1,"Cnidaria","Apolemiidae","Apolemia",NA,"Hydrozoa","Siphonophorae",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"99",405041,405041,1027868,"Genus","Apristurus","Garman, 1913",105727,2,1,"Chordata","Pentanchidae","Apristurus",NA,"Elasmobranchii","Carcharhiniformes",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"100",405045,405045,405041,"Species","Apristurus brunneus","(Gilbert, 1892)",158512,47,5,"Chordata","Pentanchidae","Apristurus","Apristurus brunneus","Elasmobranchii","Carcharhiniformes",TRUE,"DD",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"101",405314,405314,774917,"Genus","Araphura","Bird & Holdich, 1984",136206,3,1,"Arthropoda","Tanaellidae","Araphura",NA,"Malacostraca","Tanaidacea",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"102",405436,405436,774246,"Species","Archaeomysis grebnitzkii","Czerniavsky, 1882",226485,34,1,"Arthropoda","Mysidae","Archaeomysis","Archaeomysis grebnitzkii","Malacostraca","Mysida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"103",405532,405532,777704,"Species","Archinome rosacea","(Blake, 1985)",333028,1,1,"Annelida","Amphinomidae","Archinome","Archinome rosacea","Polychaeta","Amphinomida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"104",405665,405665,602521,"Species","Arcteobia spinelytris","Uschakov in Annenkova, 1937",326572,1,1,"Annelida","Polynoidae","Arcteobia","Arcteobia spinelytris","Polychaeta","Phyllodocida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"105",405691,405691,405690,"Species","Arctonoe fragilis","(Baird, 1863)",333029,4,2,"Annelida","Polynoidae","Arctonoe","Arctonoe fragilis","Polychaeta","Phyllodocida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"106",405692,405692,405690,"Species","Arctonoe pulchra","(Johnson, 1897)",333030,19,3,"Annelida","Polynoidae","Arctonoe","Arctonoe pulchra","Polychaeta","Phyllodocida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"107",405693,405693,405690,"Species","Arctonoe vittata","(Grube, 1855)",254301,9,2,"Annelida","Polynoidae","Arctonoe","Arctonoe vittata","Polychaeta","Phyllodocida",NA,NA,NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
"108",405749,405749,771734,"Species","Ardea herodias","Linnaeus, 1758",159382,172,18,"Chordata","Ardeidae","Ardea","Ardea herodias","Aves","Ciconiiformes",TRUE,"LC",NA,NA,"Oregon, Washington, Vancouver Coast and Shelf"
