"","id","valid_id","parent_id","rank_name","tname","tauthor","records","datasets","phylum","order","family","genus","species","class","worms_id","redlist","status","gisd","hab","ecoregion"
"27",398744,398744,737504,"Genus","Agalma","Eschscholtz, 1825",52,1,"Cnidaria","Siphonophorae","Agalmatidae","Agalma",NA,"Hydrozoa",135385,NA,NA,NA,NA,"Northern California"
"28",398847,398847,737542,"Genus","Aglaja","Renier, 1807",24,2,"Mollusca","Cephalaspidea","Aglajidae","Aglaja",NA,"Gastropoda",137637,NA,NA,NA,NA,"Northern California"
"29",398885,398885,398912,"Genus","Aglaophenia","Lamouroux, 1812",2,1,"Cnidaria","Leptothecata","Aglaopheniidae","Aglaophenia",NA,"Hydrozoa",116999,NA,NA,NA,NA,"Northern California"
"30",398897,398897,398885,"Species","Aglaophenia latirostris","Nutting, 1900",2,1,"Cnidaria","Leptothecata","Aglaopheniidae","Aglaophenia","Aglaophenia latirostris","Hydrozoa",284035,NA,NA,NA,NA,"Northern California"
"31",398908,398908,398885,"Species","Aglaophenia struthionides","(Murray, 1860)",11,1,"Cnidaria","Leptothecata","Aglaopheniidae","Aglaophenia","Aglaophenia struthionides","Hydrozoa",284054,NA,NA,NA,NA,"Northern California"
"32",398961,398961,776123,"Species","Agonomalus mozinoi","Wilimovsky & Wilson, 1979",2,1,"Chordata","Scorpaeniformes","Agonidae","Agonomalus","Agonomalus mozinoi","Actinopteri",279517,NA,NA,NA,NA,"Northern California"
"33",399044,399044,399042,"Species","Ahnfeltia plicata","(Hudson) E.M.Fries, 1836",3,1,"Rhodophyta","Ahnfeltiales","Ahnfeltiaceae","Ahnfeltia","Ahnfeltia plicata","Florideophyceae",144422,NA,NA,NA,NA,"Northern California"
"34",399053,399053,737576,"Species","Ahnfeltiopsis linearis","(C.Agardh) P.C.Silva & DeCew, 1992",1,1,"Rhodophyta","Gigartinales","Phyllophoraceae","Ahnfeltiopsis","Ahnfeltiopsis linearis","Florideophyceae",372234,NA,NA,NA,NA,"Northern California"
"35",399215,399215,399212,"Species","Alaria marginata","Postels & Ruprecht, 1840",3,1,"Ochrophyta","Laminariales","Alariaceae","Alaria","Alaria marginata","Phaeophyceae",371791,NA,NA,NA,NA,"Northern California"
"36",399231,399231,774544,"Species","Albatrossia pectoralis","(Gilbert, 1892)",4,2,"Chordata","Gadiformes","Macrouridae","Albatrossia","Albatrossia pectoralis","Actinopteri",236135,NA,NA,NA,NA,"Northern California"
"37",399326,399326,399317,"Species","Alcyonidium gelatinosum","(Hudson) J.V.Lamouroux",2,1,"Bryozoa","Ctenostomatida","Alcyonidiidae","Alcyonidium","Alcyonidium gelatinosum","Gymnolaemata",111600,NA,NA,NA,NA,"Northern California"
"38",399362,399362,399360,"Species","Alderia modesta","(Lovén, 1844)",1,1,"Mollusca","Sacoglossa","Limapontiidae","Alderia","Alderia modesta","Gastropoda",141555,NA,NA,NA,NA,"Northern California"
"39",399447,399447,598612,"Species","Alepisaurus ferox","Lowe, 1833",3,2,"Chordata","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus ferox","Actinopteri",126333,TRUE,"LC",NA,NA,"Northern California"
"40",399565,399565,774445,"Species","Alitta succinea","(Leuckart, 1847)",147,4,"Annelida","Phyllodocida","Nereididae","Alitta","Alitta succinea","Polychaeta",234850,NA,NA,TRUE,NA,"Northern California"
"41",399768,399768,598830,"Species","Alosa sapidissima","(Wilson, 1811)",14,2,"Chordata","Clupeiformes","Clupeidae","Alosa","Alosa sapidissima","Actinopteri",158670,TRUE,"LC",NA,NA,"Northern California"
"42",400165,400165,599174,"Species","Amaeana occidentalis","(Hartman, 1944)",131,3,"Annelida","Terebellida","Terebellidae","Amaeana","Amaeana occidentalis","Polychaeta",332917,NA,NA,NA,NA,"Northern California"
"43",400558,400558,599390,"Species","Ameiurus melas","(Rafinesque, 1820)",2,1,"Chordata","Siluriformes","Ictaluridae","Ameiurus","Ameiurus melas","Actinopteri",154205,TRUE,"LC",NA,NA,"Northern California"
"44",400559,400559,599390,"Species","Ameiurus natalis","(Lesueur, 1819)",1,1,"Chordata","Siluriformes","Ictaluridae","Ameiurus","Ameiurus natalis","Actinopteri",154201,TRUE,"LC",NA,NA,"Northern California"
"45",400704,400704,769509,"Species","Ammothea minor","(Hodgson, 1907)",2,1,"Arthropoda","Pantopoda","Ammotheidae","Ammothea","Ammothea minor","Pycnogonida",172932,NA,NA,NA,NA,"Northern California"
"46",400781,400781,737935,"Species","Ampelisca abdita","Mills, 1964",396,4,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca abdita","Malacostraca",158020,NA,NA,NA,NA,"Northern California"
"47",400785,400785,737935,"Species","Ampelisca agassizi","(Judd, 1896)",15,3,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca agassizi","Malacostraca",158021,NA,NA,NA,NA,"Northern California"
"48",400811,400811,737935,"Species","Ampelisca cristata","Holmes, 1908",18,1,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca cristata","Malacostraca",421436,NA,NA,NA,NA,"Northern California"
"49",400835,400835,737935,"Species","Ampelisca lobata","Holmes, 1908",3,2,"Arthropoda","Amphipoda","Ampeliscidae","Ampelisca","Ampelisca lobata","Malacostraca",421438,NA,NA,NA,NA,"Northern California"
"50",400896,400896,599696,"Species","Ampharete acutifrons","(Grube, 1860)",6,1,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete acutifrons","Polychaeta",129775,NA,NA,NA,NA,"Northern California"
"51",400898,400898,599696,"Species","Ampharete arctica","Malmgren, 1866",2,1,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete arctica","Polychaeta",159916,NA,NA,NA,NA,"Northern California"
"52",400901,400901,599696,"Species","Ampharete finmarchica","(M. Sars, 1865)",31,3,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete finmarchica","Polychaeta",129778,NA,NA,NA,NA,"Northern California"
"53",400906,400906,599696,"Species","Ampharete labrops","Hartman, 1961",6,1,"Annelida","Terebellida","Ampharetidae","Ampharete","Ampharete labrops","Polychaeta",326317,NA,NA,NA,NA,"Northern California"
"54",400917,400917,772642,"Species","Ampheraster marianus","(Ludwig, 1905)",1,1,"Echinodermata","Forcipulatida","Pedicellasteridae","Ampheraster","Ampheraster marianus","Asteroidea",254842,NA,NA,NA,NA,"Northern California"
"55",400927,400927,400925,"Species","Amphianthus californicus","Carlgren, 1936",2,1,"Cnidaria","Actiniaria","Hormathiidae","Amphianthus","Amphianthus californicus","Anthozoa",283595,NA,NA,NA,NA,"Northern California"
"56",401010,401010,774841,"Species","Amphichondrius granulatus","(Lütken & Mortensen, 1899)",3,2,"Echinodermata","Ophiurida","Amphiuridae","Amphichondrius","Amphichondrius granulatus","Ophiuroidea",246610,NA,NA,NA,NA,"Northern California"
"57",401022,401022,737969,"Genus","Amphicteis","Grube, 1850",12,3,"Annelida","Terebellida","Ampharetidae","Amphicteis",NA,"Polychaeta",129156,NA,NA,NA,NA,"Northern California"
"58",401029,401029,401022,"Species","Amphicteis scaphobranchiata","Moore, 1906",33,4,"Annelida","Terebellida","Ampharetidae","Amphicteis","Amphicteis scaphobranchiata","Polychaeta",326344,NA,NA,NA,NA,"Northern California"
"59",401096,401096,758325,"Genus","Amphiglena","Claparède, 1864",4,2,"Annelida","Sabellida","Sabellidae","Amphiglena",NA,"Polychaeta",129521,NA,NA,NA,NA,"Northern California"
"60",401110,401110,772044,"Genus","Amphilectus","Vosmaer, 1880",10,1,"Porifera","Poecilosclerida","Esperiopsidae","Amphilectus",NA,"Demospongiae",131933,NA,NA,NA,NA,"Northern California"
"61",401193,401193,768510,"Species","Amphinema dinema","(Péron & Lesueur, 1810)",1,1,"Cnidaria","Anthoathecata","Pandeidae","Amphinema","Amphinema dinema","Hydrozoa",117778,NA,NA,NA,NA,"Northern California"
"62",401208,401208,401717,"Genus","Amphiodia","Verrill, 1899",3,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia",NA,"Ophiuroidea",172595,NA,NA,NA,NA,"Northern California"
"63",401210,401210,774900,"Species","Amphiodia (Amphispina) digitata","Nielsen, 1932",12,2,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Amphiodia (Amphispina) digitata","Ophiuroidea",242689,NA,NA,NA,NA,"Northern California"
"64",401212,401212,774900,"Species","Amphiodia (Amphispina) urtica","(Lyman, 1860)",54,2,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Amphiodia (Amphispina) urtica","Ophiuroidea",245665,NA,NA,NA,NA,"Northern California"
"65",401220,401220,401208,"Species","Amphiodia occidentalis","(Lyman, 1860)",1,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiodia","Amphiodia occidentalis","Ophiuroidea",242666,NA,NA,NA,NA,"Northern California"
"66",401251,401251,401229,"Species","Amphiophiura superba","(Lütken & Mortensen, 1899)",2,1,"Echinodermata","Ophiurida","Ophiuridae","Amphiophiura","Amphiophiura superba","Ophiuroidea",242740,NA,NA,NA,NA,"Northern California"
"67",401328,401328,401320,"Species","Amphipholis pugetana","(Lyman, 1860)",2,1,"Echinodermata","Ophiurida","Amphiuridae","Amphipholis","Amphipholis pugetana","Ophiuroidea",242878,NA,NA,NA,NA,"Northern California"
"68",401331,401331,401320,"Species","Amphipholis squamata","(Delle Chiaje, 1828)",17,2,"Echinodermata","Ophiurida","Amphiuridae","Amphipholis","Amphipholis squamata","Ophiuroidea",125064,NA,NA,NA,NA,"Northern California"
"69",401367,401367,738062,"Genus","Amphiporus","Ehrenberg, 1831",5,2,"Nemertea","Monostilifera","Amphiporidae","Amphiporus",NA,"Enopla",122391,NA,NA,NA,NA,"Northern California"
"70",401556,401556,778573,"Species","Amphispyris reticulata","(Ehrenberg, 1872)",8,1,"Radiozoa","Nassellaria","Trissocyclidae","Amphispyris","Amphispyris reticulata","Polycystina",367384,NA,NA,NA,NA,"Northern California"
"71",401581,401581,776151,"Species","Amphistichus argenteus","Agassiz, 1854",14,2,"Chordata","Perciformes","Embiotocidae","Amphistichus","Amphistichus argenteus","Actinopteri",279594,NA,NA,NA,NA,"Northern California"
"72",401583,401583,776151,"Species","Amphistichus rhodoterus","(Agassiz, 1854)",2,2,"Chordata","Perciformes","Embiotocidae","Amphistichus","Amphistichus rhodoterus","Actinopteri",279596,NA,NA,NA,NA,"Northern California"
"73",401633,401633,401717,"Genus","Amphiura","Forbes, 1843",2,1,"Echinodermata","Ophiurida","Amphiuridae","Amphiura",NA,"Ophiuroidea",123613,NA,NA,NA,NA,"Northern California"
"74",401717,401717,772939,"Family","Amphiuridae","Ljungman, 1867",8,2,"Echinodermata","Ophiurida","Amphiuridae",NA,NA,"Ophiuroidea",123206,NA,NA,NA,NA,"Northern California"
"75",402047,402047,402024,"Species","Ampithoe longimana","Smith, 1873",1,1,"Arthropoda","Amphipoda","Ampithoidae","Ampithoe","Ampithoe longimana","Malacostraca",158026,NA,NA,NA,NA,"Northern California"
"76",402062,402062,742946,"Family","Ampithoidae","Stebbing, 1899",2,2,"Arthropoda","Amphipoda","Ampithoidae",NA,NA,"Malacostraca",101366,NA,NA,NA,NA,"Northern California"
"77",402329,402329,738199,"Species","Analipus japonicus","(Harvey) M.J.Wynne, 1971",3,1,"Ochrophyta","Scytosiphonales","Scytosiphonaceae","Analipus","Analipus japonicus","Phaeophyceae",371891,NA,NA,NA,NA,"Northern California"
"78",402423,402423,738224,"Genus","Anas","Linnaeus, 1758",61,1,"Chordata","Anseriformes","Anatidae","Anas",NA,"Aves",148788,NA,NA,NA,NA,"Northern California"
"79",402424,402424,402423,"Species","Anas acuta","Linnaeus, 1758",11,1,"Chordata","Anseriformes","Anatidae","Anas","Anas acuta","Aves",158939,TRUE,"LC",NA,NA,"Northern California"
"80",402436,402436,402423,"Species","Anas platyrhynchos","Linnaeus, 1758",19,2,"Chordata","Anseriformes","Anatidae","Anas","Anas platyrhynchos","Aves",148791,TRUE,"LC",TRUE,NA,"Northern California"
"81",402514,402514,772717,"Species","Anchicolurus occidentalis","(Calman, 1912)",16,1,"Arthropoda","Cumacea","Diastylidae","Anchicolurus","Anchicolurus occidentalis","Malacostraca",181909,NA,NA,NA,NA,"Northern California"
"82",402723,402723,600885,"Species","Ancistrosyllis groenlandica","McIntosh, 1879",3,3,"Annelida","Phyllodocida","Pilargidae","Ancistrosyllis","Ancistrosyllis groenlandica","Polychaeta",130695,NA,NA,NA,NA,"Northern California"
"83",402756,402756,402755,"Species","Ancula gibbosa","(Risso, 1818)",1,1,"Mollusca","Nudibranchia","Goniodorididae","Ancula","Ancula gibbosa","Gastropoda",140029,NA,NA,NA,NA,"Northern California"
"84",402912,402912,738284,"Genus","Anguilla","Schrank, 1798",1,1,"Chordata","Anguilliformes","Anguillidae","Anguilla",NA,"Actinopteri",125620,NA,NA,NA,NA,"Northern California"
"85",402913,402913,402912,"Species","Anguilla anguilla","(Linnaeus, 1758)",3,1,"Chordata","Anguilliformes","Anguillidae","Anguilla","Anguilla anguilla","Actinopteri",126281,TRUE,"CR",NA,NA,"Northern California"
"86",402942,402942,768083,"Species","Anguinella palmata","Van Beneden, 1845",52,1,"Bryozoa","Ctenostomatida","Nolellidae","Anguinella","Anguinella palmata","Gymnolaemata",111631,NA,NA,NA,NA,"Northern California"
"87",403100,403100,754418,"Genus","Annatiara","Russell, 1940",5,1,"Cnidaria","Anthoathecata","Pandeidae","Annatiara",NA,"Hydrozoa",117179,NA,NA,NA,NA,"Northern California"
"88",403101,403101,403100,"Species","Annatiara affinis","(Hartlaub, 1914)",3,1,"Cnidaria","Anthoathecata","Pandeidae","Annatiara","Annatiara affinis","Hydrozoa",117783,NA,NA,NA,NA,"Northern California"
"89",403116,403116,737969,"Genus","Anobothrus","Levinsen, 1884",1,1,"Annelida","Terebellida","Ampharetidae","Anobothrus",NA,"Polychaeta",129158,NA,NA,NA,NA,"Northern California"
"90",403117,403117,403116,"Species","Anobothrus gracilis","(Malmgren, 1866)",11,1,"Annelida","Terebellida","Ampharetidae","Anobothrus","Anobothrus gracilis","Polychaeta",129789,NA,NA,NA,NA,"Northern California"
"91",403123,403123,1029774,"Genus","Anodontia","Link, 1807",1,1,"Mollusca","Lucinoida","Lucinidae","Anodontia",NA,"Bivalvia",138143,NA,NA,NA,NA,"Northern California"
"92",403211,403211,767747,"Infraorder","Anomura","MacLeay, 1838",174,1,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca",106671,NA,NA,NA,NA,"Northern California"
"93",403232,403232,738346,"Species","Anoplarchus purpurescens","Gill, 1861",31,4,"Chordata","Perciformes","Stichaeidae","Anoplarchus","Anoplarchus purpurescens","Actinopteri",279633,NA,NA,NA,NA,"Northern California"
"94",403239,403239,491704,"Genus","Anoplodactylus","Wilson, 1878",1,1,"Arthropoda","Pantopoda","Phoxichilidiidae","Anoplodactylus",NA,"Pycnogonida",134592,NA,NA,NA,NA,"Northern California"
"95",403270,403270,403239,"Species","Anoplodactylus viridintestinalis","(Cole, 1904)",1,1,"Arthropoda","Pantopoda","Phoxichilidiidae","Anoplodactylus","Anoplodactylus viridintestinalis","Pycnogonida",239846,NA,NA,NA,NA,"Northern California"
"96",403275,403275,738353,"Species","Anoplogaster cornuta","(Valenciennes, 1833)",32,3,"Chordata","Beryciformes","Anoplogastridae","Anoplogaster","Anoplogaster cornuta","Actinopteri",126393,NA,NA,NA,NA,"Northern California"
"97",403284,403284,771743,"Species","Anoplopoma fimbria","(Pallas, 1814)",150,6,"Chordata","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria","Actinopteri",159463,NA,NA,NA,NA,"Northern California"
"98",403690,403690,737630,"Genus","Anthomastus","Verrill, 1878",4550,3,"Cnidaria","Alcyonacea","Alcyoniidae","Anthomastus",NA,"Anthozoa",125285,NA,NA,NA,NA,"Northern California"
"99",403721,403721,403720,"Species","Anthopleura anjunae","Den Hartog & Vennam, 1993",1,1,"Cnidaria","Actiniaria","Actiniidae","Anthopleura","Anthopleura anjunae","Anthozoa",283335,NA,NA,NA,NA,"Northern California"
"100",403727,403727,403720,"Species","Anthopleura artemisia","(Pickering in Dana, 1846)",6,1,"Cnidaria","Actiniaria","Actiniidae","Anthopleura","Anthopleura artemisia","Anthozoa",283337,NA,NA,NA,NA,"Northern California"
"101",403770,403770,403720,"Species","Anthopleura xanthogrammica","(Brandt, 1835)",15,2,"Cnidaria","Actiniaria","Actiniidae","Anthopleura","Anthopleura xanthogrammica","Anthozoa",283377,NA,NA,NA,NA,"Northern California"
"102",403774,403774,769174,"Genus","Anthoptilum","Kölliker, 1880",44,1,"Cnidaria","Pennatulacea","Anthoptilidae","Anthoptilum",NA,"Anthozoa",128489,NA,NA,NA,NA,"Northern California"
"103",403776,403776,403774,"Species","Anthoptilum murrayi","Kölliker, 1880",229,1,"Cnidaria","Pennatulacea","Anthoptilidae","Anthoptilum","Anthoptilum murrayi","Anthozoa",128505,NA,NA,NA,NA,"Northern California"
"104",403781,403781,767323,"Species","Anthosactis nomados","White, Wakefield Pagels & Fautin, 1999",8,2,"Cnidaria","Actiniaria","Actinostolidae","Anthosactis","Anthosactis nomados","Anthozoa",283458,NA,NA,NA,NA,"Northern California"
"105",403783,403783,769642,"Species","Anthosoma crassum","(Abildgaard, 1794)",2,1,"Arthropoda","Siphonostomatoida","Dichelesthiidae","Anthosoma","Anthosoma crassum",NA,135797,NA,NA,NA,NA,"Northern California"
"106",403836,403836,766958,"Genus","Anticoma","Bastian, 1865",8,1,"Nematoda","Enoplida","Anticomidae","Anticoma",NA,"Enoplea",2500,NA,NA,NA,NA,"Northern California"
"107",403920,403920,738473,"Species","Antimora microlepis","Bean, 1890",241,2,"Chordata","Gadiformes","Moridae","Antimora","Antimora microlepis","Actinopteri",272460,TRUE,"DD",NA,NA,"Northern California"
"108",403921,403921,738473,"Species","Antimora rostrata","(Günther, 1878)",1,1,"Chordata","Gadiformes","Moridae","Antimora","Antimora rostrata","Actinopteri",126486,NA,NA,NA,NA,"Northern California"
"109",404078,404078,601697,"Species","Aonides glandulosa","Blake, 1996",6,3,"Annelida","Spionida","Spionidae","Aonides","Aonides glandulosa","Polychaeta",326471,NA,NA,NA,NA,"Northern California"
"110",404106,404106,1011464,"Family","Aoridae","Stebbing, 1899",11,3,"Arthropoda","Amphipoda","Aoridae",NA,NA,"Malacostraca",101368,NA,NA,NA,NA,"Northern California"
"111",404212,404212,404208,"Species","Aphanopus carbo","Lowe, 1839",3,2,"Chordata","Perciformes","Trichiuridae","Aphanopus","Aphanopus carbo","Actinopteri",127085,NA,NA,NA,NA,"Northern California"
"112",404244,404244,601789,"Species","Aphelochaeta glandaria","Blake, 1996",38,2,"Annelida","Terebellida","Cirratulidae","Aphelochaeta","Aphelochaeta glandaria","Polychaeta",326478,NA,NA,NA,NA,"Northern California"
"113",404251,404251,601789,"Species","Aphelochaeta tigrina","Blake, 1996",8,2,"Annelida","Terebellida","Cirratulidae","Aphelochaeta","Aphelochaeta tigrina","Polychaeta",326481,NA,NA,NA,NA,"Northern California"
"114",404318,404318,404315,"Species","Aphrocallistes vastus","Schulze, 1886",27,1,"Porifera","Hexactinosida","Aphrocallistidae","Aphrocallistes","Aphrocallistes vastus","Hexactinellida",171632,NA,NA,NA,NA,"Northern California"
"115",404432,404432,601900,"Species","Apistobranchus ornatus","Hartman, 1965",4,1,"Annelida","Spionida","Apistobranchidae","Apistobranchus","Apistobranchus ornatus","Polychaeta",326532,NA,NA,NA,NA,"Northern California"
"116",404490,404490,756411,"Genus","Aplidium","Savigny, 1816",1,1,"Chordata","Aplousobranchia","Polyclinidae","Aplidium",NA,"Ascidiacea",103471,NA,NA,NA,NA,"Northern California"
"117",404496,404496,404490,"Species","Aplidium californicum","(Ritter & Forsyth, 1917)",6,1,"Chordata","Aplousobranchia","Polyclinidae","Aplidium","Aplidium californicum","Ascidiacea",249827,NA,NA,NA,NA,"Northern California"
"118",404538,404538,404490,"Species","Aplidium solidum","(Ritter & Forsyth, 1917)",1,1,"Chordata","Aplousobranchia","Polyclinidae","Aplidium","Aplidium solidum","Ascidiacea",215889,NA,NA,NA,NA,"Northern California"
"119",404636,404636,404635,"Species","Aplysilla glacialis","(Merejkowski, 1878)",2,1,"Porifera","Dendroceratida","Darwinellidae","Aplysilla","Aplysilla glacialis","Demospongiae",132295,NA,NA,NA,NA,"Northern California"
"120",404677,404677,776172,"Species","Apodichthys flavidus","Girard, 1854",27,6,"Chordata","Perciformes","Pholidae","Apodichthys","Apodichthys flavidus","Actinopteri",279664,NA,NA,NA,NA,"Northern California"
"121",404678,404678,776172,"Species","Apodichthys fucorum","Jordan & Gilbert, 1880",42,6,"Chordata","Perciformes","Pholidae","Apodichthys","Apodichthys fucorum","Actinopteri",279665,NA,NA,NA,NA,"Northern California"
"122",404954,404954,769600,"Genus","Apolemia","Eschscholtz, 1829",754,2,"Cnidaria","Siphonophorae","Apolemiidae","Apolemia",NA,"Hydrozoa",135393,NA,NA,NA,NA,"Northern California"
"123",405041,405041,1027868,"Genus","Apristurus","Garman, 1913",2,1,"Chordata","Carcharhiniformes","Pentanchidae","Apristurus",NA,"Elasmobranchii",105727,NA,NA,NA,NA,"Northern California"
"124",405045,405045,405041,"Species","Apristurus brunneus","(Gilbert, 1892)",49,4,"Chordata","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus brunneus","Elasmobranchii",158512,TRUE,"DD",NA,NA,"Northern California"
"125",405053,405053,405041,"Species","Apristurus kampae","Taylor, 1972",13,2,"Chordata","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus kampae","Elasmobranchii",271342,TRUE,"DD",NA,NA,"Northern California"
"126",405189,405189,405187,"Species","Arabella endonata","Emerson, 1974",2,1,"Annelida","Eunicida","Oenonidae","Arabella","Arabella endonata","Polychaeta",326547,NA,NA,NA,NA,"Northern California"
"127",405236,405236,767993,"Genus","Arachnoidea","Moore, 1903",1,1,"Bryozoa","Ctenostomatida","Arachnidiidae","Arachnoidea",NA,"Gymnolaemata",110995,NA,NA,NA,NA,"Northern California"
