"","id","valid_id","parent_id","rank_name","tname","tauthor","worms_id","records","datasets","phylum","order","family","genus","species","class","redlist","status","hab","gisd","ecoregion"
"11",396726,396726,396662,"Species","Achnanthes longipes","C.Agardh, 1824",156533,226,1,"Ochrophyta","Achnanthales","Achnanthaceae","Achnanthes","Achnanthes longipes","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"12",396774,396774,396772,"Species","Achtheinus oblongus","Wilson C.B., 1908",364583,1,1,"Arthropoda","Siphonostomatoida","Pandaridae","Achtheinus","Achtheinus oblongus",NA,NA,NA,NA,NA,"Humboldtian"
"13",397893,397893,849984,"Species","Actinocyclus curvatulus","Janisch, 1874",345847,16,1,"Ochrophyta","Coscinodiscales","Hemidiscaceae","Actinocyclus","Actinocyclus curvatulus","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"14",397964,397964,849984,"Species","Actinocyclus subtilis","(W.Gregory) Ralfs, 1861",149284,1,1,"Ochrophyta","Coscinodiscales","Hemidiscaceae","Actinocyclus","Actinocyclus subtilis","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"15",398014,398014,745651,"Genus","Actinonema","Cobb, 1920",2283,4,1,"Nematoda","Chromadorida","Chromadoridae","Actinonema",NA,"Chromadorea",NA,NA,NA,NA,"Humboldtian"
"16",398029,398029,770756,"Genus","Actinoptychus","Ehrenberg, 1843",148947,53,1,"Ochrophyta","Coscinodiscales","Heliopeltaceae","Actinoptychus",NA,"Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"17",398077,398077,398029,"Species","Actinoptychus octonarius","(Ehrenberg) Kützing, 1844",149163,314,1,"Ochrophyta","Coscinodiscales","Heliopeltaceae","Actinoptychus","Actinoptychus octonarius","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"18",398083,398083,398029,"Species","Actinoptychus senarius","(Ehrenberg) Ehrenberg, 1843",148948,568,3,"Ochrophyta","Coscinodiscales","Heliopeltaceae","Actinoptychus","Actinoptychus senarius","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"19",398085,398085,398029,"Species","Actinoptychus splendens","(Shadbolt) Ralfs ex Pritchard, 1861",148949,175,2,"Ochrophyta","Coscinodiscales","Heliopeltaceae","Actinoptychus","Actinoptychus splendens","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"20",398203,398203,776115,"Species","Aculeola nigra","de Buen, 1959",279502,12,3,"Chordata","Squaliformes","Etmopteridae","Aculeola","Aculeola nigra","Elasmobranchii",TRUE,"DD",NA,NA,"Humboldtian"
"21",398339,398339,766983,"Genus","Adoncholaimus","Filipjev, 1918",2565,2,1,"Nematoda","Enoplida","Oncholaimidae","Adoncholaimus",NA,"Enoplea",NA,NA,NA,NA,"Humboldtian"
"22",398410,398410,398391,"Species","Aega plebeia","Hansen, 1897",NA,1,1,"Arthropoda","Isopoda","Aegidae","Aega","Aega plebeia","Malacostraca",NA,NA,NA,NA,"Humboldtian"
"23",398444,398444,737448,"Genus","Aegialoalaimus","de Man, 1907",2381,8,1,"Nematoda","Plectida","Aegialoalaimidae","Aegialoalaimus",NA,"Chromadorea",NA,NA,NA,NA,"Humboldtian"
"24",398568,398568,398561,"Species","Aequorea macrodactyla","(Brandt, 1835)",117271,3,2,"Cnidaria","Leptothecata","Aequoreidae","Aequorea","Aequorea macrodactyla","Hydrozoa",NA,NA,NA,NA,"Humboldtian"
"25",398644,398644,398634,"Genus","Aetideus","Brady, 1883",104112,1,1,"Arthropoda","Calanoida","Aetideidae","Aetideus",NA,NA,NA,NA,NA,NA,"Humboldtian"
"26",398647,398647,398644,"Species","Aetideus armatus","(Boeck, 1872)",104275,13,1,"Arthropoda","Calanoida","Aetideidae","Aetideus","Aetideus armatus",NA,NA,NA,NA,NA,"Humboldtian"
"27",398933,398933,737560,"Species","Aglaura hemistoma","Péron & Lesueur, 1810",117851,12,2,"Cnidaria","Trachymedusae","Rhopalonematidae","Aglaura","Aglaura hemistoma","Hydrozoa",NA,NA,NA,NA,"Humboldtian"
"28",399118,399118,775756,"Species","Aiptasiomorpha elongata","Carlgren, 1951",289373,4,2,"Cnidaria","Actiniaria","Aiptasiomorphidae","Aiptasiomorpha","Aiptasiomorpha elongata","Anthozoa",NA,NA,NA,NA,"Humboldtian"
"29",399468,399468,737659,"Species","Alepocephalus owstoni","Tanaka, 1908",272847,2,2,"Chordata","Osmeriformes","Alepocephalidae","Alepocephalus","Alepocephalus owstoni","Actinopteri",TRUE,"LC",NA,NA,"Humboldtian"
"30",399469,399469,737659,"Species","Alepocephalus planifrons","Sazonov, 1993",272848,3,2,"Chordata","Osmeriformes","Alepocephalidae","Alepocephalus","Alepocephalus planifrons","Actinopteri",NA,NA,NA,NA,"Humboldtian"
"31",401001,401001,400999,"Species","Amphicaryon ernesti","Totton, 1954",135455,2,1,"Cnidaria","Siphonophorae","Prayidae","Amphicaryon","Amphicaryon ernesti","Hydrozoa",NA,NA,NA,NA,"Humboldtian"
"32",401043,401043,738008,"Species","Amphidinium acutissimum","Schiller, 1933",109718,48,1,"Myzozoa","Gymnodiniales","Gymnodiniaceae","Amphidinium","Amphidinium acutissimum","Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"33",401191,401191,752082,"Genus","Amphimonhystrella","Timm, 1961",156741,2,1,"Nematoda","Monhysterida","Monhysteridae","Amphimonhystrella",NA,"Chromadorea",NA,NA,NA,NA,"Humboldtian"
"34",401285,860866,695475,"Species","Amphioplus daleus","(Lyman, 1879)",182963,1,1,"Echinodermata","Ophiurida","Amphiuridae","Amphioplus","Amphioplus daleus","Ophiuroidea",NA,NA,NA,NA,"Humboldtian"
"35",401426,401426,770824,"Genus","Amphiprora","Ehrenberg, 1843",149140,819,1,"Ochrophyta","Naviculales","Amphipleuraceae","Amphiprora",NA,"Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"36",401536,401536,767902,"Genus","Amphisolenia","Stein, 1883",109459,21,1,"Myzozoa","Dinophysiales","Amphisoleniaceae","Amphisolenia",NA,"Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"37",401543,401543,401536,"Species","Amphisolenia palaeotheroides","Kofoid, 1907",232138,2,1,"Myzozoa","Dinophysiales","Amphisoleniaceae","Amphisolenia","Amphisolenia palaeotheroides","Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"38",401544,401544,401536,"Species","Amphisolenia palmata","Stein, 1883",109594,1,1,"Myzozoa","Dinophysiales","Amphisoleniaceae","Amphisolenia","Amphisolenia palmata","Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"39",401549,401549,401536,"Species","Amphisolenia thrinax","Schütt, 1893",232122,2,1,"Myzozoa","Dinophysiales","Amphisoleniaceae","Amphisolenia","Amphisolenia thrinax","Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"40",401723,401723,770794,"Genus","Amphora","Ehrenberg ex Kützing, 1844",149200,753,1,"Ochrophyta","Thalassiophysales","Catenulaceae","Amphora",NA,"Bacillariophyceae",NA,NA,TRUE,NA,"Humboldtian"
"41",401862,401862,401723,"Species","Amphora hyalina","Kützing, 1844",160700,11,1,"Ochrophyta","Thalassiophysales","Catenulaceae","Amphora","Amphora hyalina","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"42",402600,402600,695543,"Species","Anchoa nasus","(Kner & Steindachner, 1867)",275528,1,1,"Chordata","Clupeiformes","Engraulidae","Anchoa","Anchoa nasus","Actinopteri",TRUE,"LC",NA,NA,"Humboldtian"
"43",402847,402847,402845,"Species","Anemonia alicemartinae","Häussermann & Försterra, 2001",283318,30,3,"Cnidaria","Actiniaria","Actiniidae","Anemonia","Anemonia alicemartinae","Anthozoa",NA,NA,NA,NA,"Humboldtian"
"44",403211,403211,767747,"Infraorder","Anomura","MacLeay, 1838",106671,5,2,"Arthropoda","Decapoda",NA,NA,NA,"Malacostraca",NA,NA,NA,NA,"Humboldtian"
"45",403684,403684,771628,"Species","Antholoba achates","(Drayton in Dana, 1846)",287436,6,2,"Cnidaria","Actiniaria","Actinostolidae","Antholoba","Antholoba achates","Anthozoa",NA,NA,NA,NA,"Humboldtian"
"46",403796,403796,738435,"Species","Anthothoe chilensis","(Lesson, 1830)",289437,14,2,"Cnidaria","Actiniaria","Sagartiidae","Anthothoe","Anthothoe chilensis","Anthozoa",NA,NA,NA,NA,"Humboldtian"
"47",403836,403836,766958,"Genus","Anticoma","Bastian, 1865",2500,1,1,"Nematoda","Enoplida","Anticomidae","Anticoma",NA,"Enoplea",NA,NA,NA,NA,"Humboldtian"
"48",403921,403921,738473,"Species","Antimora rostrata","(Günther, 1878)",126486,4,1,"Chordata","Gadiformes","Moridae","Antimora","Antimora rostrata","Actinopteri",NA,NA,NA,NA,"Humboldtian"
"49",404032,404032,749666,"Genus","Antomicron","Cobb, 1920",2400,1,1,"Nematoda","Plectida","Leptolaimidae","Antomicron",NA,"Chromadorea",NA,NA,NA,NA,"Humboldtian"
"50",404490,404490,756411,"Genus","Aplidium","Savigny, 1816",103471,1,1,"Chordata","Aplousobranchia","Polyclinidae","Aplidium",NA,"Ascidiacea",NA,NA,NA,NA,"Humboldtian"
"51",404981,404981,751769,"Genus","Aponema","Jensen, 1978",2363,11,1,"Nematoda","Desmodorida","Microlaimidae","Aponema",NA,"Chromadorea",NA,NA,NA,NA,"Humboldtian"
"52",405045,405045,405041,"Species","Apristurus brunneus","(Gilbert, 1892)",158512,3,3,"Chordata","Carcharhiniformes","Pentanchidae","Apristurus","Apristurus brunneus","Elasmobranchii",TRUE,"DD",NA,NA,"Humboldtian"
"53",405115,405115,602187,"Species","Apseudes spinosus","(M. Sars, 1858)",136284,1,1,"Arthropoda","Tanaidacea","Apseudidae","Apseudes","Apseudes spinosus","Malacostraca",NA,NA,NA,NA,"Humboldtian"
"54",405314,405314,774917,"Genus","Araphura","Bird & Holdich, 1984",136206,1,1,"Arthropoda","Tanaidacea","Tanaellidae","Araphura",NA,"Malacostraca",NA,NA,NA,NA,"Humboldtian"
"55",405321,405321,768755,"Genus","Arbacia","Gray, 1835",123371,1,1,"Echinodermata","Arbacioida","Arbaciidae","Arbacia",NA,"Echinoidea",NA,NA,NA,NA,"Humboldtian"
"56",405675,405675,405674,"Species","Arctocephalus australis","(Zimmermann, 1783)",231435,5,1,"Chordata","Carnivora","Otariidae","Arctocephalus","Arctocephalus australis","Mammalia",TRUE,"LC",NA,NA,"Humboldtian"
"57",405954,405954,760154,"Genus","Argyropelecus","Cocco, 1829",126196,1,1,"Chordata","Stomiiformes","Sternoptychidae","Argyropelecus",NA,"Actinopteri",NA,NA,NA,NA,"Humboldtian"
"58",405969,405969,405954,"Species","Argyropelecus olfersii","(Cuvier, 1829)",274967,4,1,"Chordata","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus olfersii","Actinopteri",NA,NA,NA,NA,"Humboldtian"
"59",407088,407088,770790,"Species","Asterionellopsis glacialis","(Castracane) Round, 1990",149139,1770,2,"Ochrophyta","Fragilariales","Fragilariaceae","Asterionellopsis","Asterionellopsis glacialis","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"60",407119,407119,771841,"Genus","Asterolampra","Ehrenberg, 1844",248069,2,1,"Ochrophyta","Asterolamprales","Asterolampraceae","Asterolampra",NA,"Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"61",407159,407159,771841,"Genus","Asteromphalus","Ehrenberg, 1844",162254,39,1,"Ochrophyta","Asterolamprales","Asterolampraceae","Asteromphalus",NA,"Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"62",407174,407174,407159,"Species","Asteromphalus flabellatus","(Brébisson) Greville, 1859",162255,111,1,"Ochrophyta","Asterolamprales","Asterolampraceae","Asteromphalus","Asteromphalus flabellatus","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"63",407176,407176,407159,"Species","Asteromphalus heptactis","(Brébisson) Ralfs, 1861",162258,727,3,"Ochrophyta","Asterolamprales","Asterolampraceae","Asteromphalus","Asteromphalus heptactis","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"64",408012,408012,408007,"Species","Atolla wyvillei","Haeckel, 1880",135282,1,1,"Cnidaria","Coronatae","Atollidae","Atolla","Atolla wyvillei","Scyphozoa",NA,NA,NA,NA,"Humboldtian"
"65",408021,408021,769576,"Genus","Atorella","Vanhöffen, 1902",135249,2,1,"Cnidaria","Coronatae","Atorellidae","Atorella",NA,"Scyphozoa",NA,NA,NA,NA,"Humboldtian"
"66",408235,408235,739308,"Genus","Augaptilus","Giesbrecht, 1889",104137,1,1,"Arthropoda","Calanoida","Augaptilidae","Augaptilus",NA,NA,NA,NA,NA,NA,"Humboldtian"
"67",409094,409094,770762,"Genus","Bacteriastrum","Shadbolt, 1854",149118,40,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Bacteriastrum",NA,"Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"68",409096,409096,409094,"Species","Bacteriastrum comosum","J.Pavillard, 1916",248066,9,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Bacteriastrum","Bacteriastrum comosum","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"69",409100,409100,409094,"Species","Bacteriastrum delicatulum","Cleve, 1897",164108,908,3,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Bacteriastrum","Bacteriastrum delicatulum","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"70",409103,409103,409094,"Species","Bacteriastrum elongatum","Cleve, 1897",162916,69,2,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Bacteriastrum","Bacteriastrum elongatum","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"71",409104,409104,409094,"Species","Bacteriastrum furcatum","Shadbolt, 1854",164110,6,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Bacteriastrum","Bacteriastrum furcatum","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"72",409105,409105,409094,"Species","Bacteriastrum hyalinum","Lauder, 1864",149119,250,1,"Ochrophyta","Chaetocerotanae incertae sedis","Chaetocerotaceae","Bacteriastrum","Bacteriastrum hyalinum","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"73",410683,410683,671919,"Genus","Bathyplotes","Östergren, 1896",123460,1,1,"Echinodermata","Aspidochirotida","Synallactidae","Bathyplotes",NA,"Holothuroidea",NA,NA,NA,NA,"Humboldtian"
"74",410766,410766,739716,"Species","Bathyraja brachyurops","(Fowler, 1910)",271509,1,1,"Chordata","Rajiformes","Arhynchobatidae","Bathyraja","Bathyraja brachyurops","Elasmobranchii",TRUE,"LC",NA,NA,"Humboldtian"
"75",410825,410825,844407,"Genus","Bathysiphon","Sars, 1872",112300,1,1,"Foraminifera","Astrorhizida","Rhabdamminidae","Bathysiphon",NA,"Monothalamea",NA,NA,NA,NA,"Humboldtian"
"76",410856,410856,605946,"Species","Bathyteuthis bacidifera","Roper, 1968",341788,2,2,"Mollusca","Decapodiformes incertae sedis","Bathyteuthidae","Bathyteuthis","Bathyteuthis bacidifera","Cephalopoda",TRUE,"DD",NA,NA,"Humboldtian"
"77",411021,411021,768185,"Species","Beella digitata","(Brady, 1879)",113433,29,1,"Foraminifera","Globigerinida","Globigerinidae","Beella","Beella digitata","Globothalamea",NA,NA,NA,NA,"Humboldtian"
"78",411346,411346,500797,"Genus","Benthodytes","Théel, 1882",123529,1,1,"Echinodermata","Elasipodida","Psychropotidae","Benthodytes",NA,"Holothuroidea",NA,NA,NA,NA,"Humboldtian"
"79",411350,411350,411346,"Species","Benthodytes sanguinolenta","Théel, 1882",241785,1,1,"Echinodermata","Elasipodida","Psychropotidae","Benthodytes","Benthodytes sanguinolenta","Holothuroidea",NA,NA,NA,NA,"Humboldtian"
"80",411441,411441,606283,"Species","Beroe cucumis","Fabricius, 1780",106358,8,1,"Ctenophora","Beroida","Beroidae","Beroe","Beroe cucumis","Nuda",NA,NA,NA,NA,"Humboldtian"
"81",411486,411486,399779,"Genus","Betaeus","Dana, 1852",246231,5,1,"Arthropoda","Decapoda","Alpheidae","Betaeus",NA,"Malacostraca",NA,NA,NA,NA,"Humboldtian"
"82",411587,411587,739887,"Species","Biddulphia antediluviana","(Ehrenberg) Van Heurck, 1885",149656,2,1,"Ochrophyta","Biddulphiales","Biddulphiaceae","Biddulphia","Biddulphia antediluviana","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"83",411659,411659,739887,"Species","Biddulphia rhombus","(Ehrenberg) W.Smith, 1854",149324,1,1,"Ochrophyta","Biddulphiales","Biddulphiaceae","Biddulphia","Biddulphia rhombus","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"84",411980,411980,606601,"Species","Boccardia polybranchia","(Haswell, 1885)",131111,3,1,"Annelida","Spionida","Spionidae","Boccardia","Boccardia polybranchia","Polychaeta",NA,NA,NA,NA,"Humboldtian"
"85",412372,412372,696016,"Species","Boreomysis californica","Ortmann, 1894",226344,1,1,"Arthropoda","Mysida","Mysidae","Boreomysis","Boreomysis californica","Malacostraca",NA,NA,NA,NA,"Humboldtian"
"86",412429,412429,740024,"Species","Borostomias antarcticus","(Lönnberg, 1905)",127334,5,1,"Chordata","Stomiiformes","Stomiidae","Borostomias","Borostomias antarcticus","Actinopteri",NA,NA,NA,NA,"Humboldtian"
"87",412538,412538,696023,"Species","Bothus constellatus","(Jordan, 1889)",274183,2,2,"Chordata","Pleuronectiformes","Bothidae","Bothus","Bothus constellatus","Actinopteri",NA,NA,NA,NA,"Humboldtian"
"88",412737,412737,1011612,"Genus","Brachidinium","F.J.R.Taylor, 1967",231770,5,1,"Myzozoa","Gymnodiniales","Kareniaceae","Brachidinium",NA,"Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"89",412777,412777,738303,"Phylum","Brachiopoda","Duméril, 1805",1803,3,2,"Brachiopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Humboldtian"
"90",412984,412984,412982,"Species","Brama brama","(Bonnaterre, 1788)",126783,1,1,"Chordata","Perciformes","Bramidae","Brama","Brama brama","Actinopteri",NA,NA,NA,NA,"Humboldtian"
"91",413273,413273,1011682,"Genus","Brookula","Iredale, 1912",196946,1,1,"Mollusca",NA,"[unassigned] Seguenzioidea","Brookula",NA,"Gastropoda",NA,NA,NA,NA,"Humboldtian"
"92",413996,413996,740412,"Species","Bythaelurus canescens","(Günther, 1878)",316762,1,1,"Chordata","Carcharhiniformes","Scyliorhinidae","Bythaelurus","Bythaelurus canescens","Elasmobranchii",TRUE,"DD",NA,NA,"Humboldtian"
"93",414466,414466,414462,"Species","Calanus chilensis","Brodsky, 1959",346212,123,3,"Arthropoda","Calanoida","Calanidae","Calanus","Calanus chilensis",NA,NA,NA,NA,NA,"Humboldtian"
"94",414468,414468,414462,"Species","Calanus finmarchicus","(Gunnerus, 1770)",104464,2,1,"Arthropoda","Calanoida","Calanidae","Calanus","Calanus finmarchicus",NA,NA,NA,NA,NA,"Humboldtian"
"95",414479,414479,414462,"Species","Calanus propinquus","Brady, 1883",342435,1,1,"Arthropoda","Calanoida","Calanidae","Calanus","Calanus propinquus",NA,NA,NA,NA,NA,"Humboldtian"
"96",414543,414543,774525,"Species","Calcidiscus leptoporus","(G.Murray & V.H.Blackman) Loeblich Jr. & Tappan, 1978",235923,54,3,"Haptophyta","Coccolithales","Calcidiscaceae","Calcidiscus","Calcidiscus leptoporus","Prymnesiophyceae",NA,NA,NA,NA,"Humboldtian"
"97",414827,414827,766967,"Genus","Calligyrus","Lorenzen, 1969",2371,2,1,"Nematoda","Desmoscolecida","Desmoscolecidae","Calligyrus",NA,"Chromadorea",NA,NA,NA,NA,"Humboldtian"
"98",415330,415330,415329,"Species","Callorhinchus callorynchus","(Linnaeus, 1758)",278468,1,1,"Chordata","Chimaeriformes","Callorhinchidae","Callorhinchus","Callorhinchus callorynchus","Holocephali",TRUE,"LC",NA,NA,"Humboldtian"
"99",415699,415699,768310,"Genus","Calyptrosphaera","Lohmann, 1902",235828,12,1,"Haptophyta","Coccosphaerales","Calyptrosphaeraceae","Calyptrosphaera",NA,"Prymnesiophyceae",NA,NA,NA,NA,"Humboldtian"
"100",415824,415824,744534,"Genus","Campylaimus","Cobb, 1920",2437,6,1,"Nematoda","Araeolaimida","Diplopeltidae","Campylaimus",NA,"Chromadorea",NA,NA,NA,NA,"Humboldtian"
"101",416042,416042,416082,"Genus","Cancellaria","Lamarck, 1799",137726,1,1,"Mollusca","Neogastropoda","Cancellariidae","Cancellaria",NA,"Gastropoda",NA,NA,NA,NA,"Humboldtian"
"102",416163,416163,609426,"Species","Candacia bipinnata","(Giesbrecht, 1889)",104475,35,2,"Arthropoda","Calanoida","Candaciidae","Candacia","Candacia bipinnata",NA,NA,NA,NA,NA,"Humboldtian"
"103",416171,416171,609426,"Species","Candacia curta","(Dana, 1849)",104476,1,1,"Arthropoda","Calanoida","Candaciidae","Candacia","Candacia curta",NA,NA,NA,NA,NA,"Humboldtian"
"104",416381,416381,740848,"Genus","Capitella","Blainville, 1828",129211,6,1,"Annelida",NA,"Capitellidae","Capitella",NA,"Polychaeta",NA,NA,NA,NA,"Humboldtian"
"105",416494,416494,763741,"Family","Caprellidae","Leach, 1814",101361,1,1,"Arthropoda","Amphipoda","Caprellidae",NA,NA,"Malacostraca",NA,NA,NA,NA,"Humboldtian"
"106",416771,416771,696240,"Species","Carcharhinus sorrah","(Müller & Henle, 1839)",217339,2,2,"Chordata","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus sorrah","Elasmobranchii",TRUE,"NT",NA,NA,"Humboldtian"
"107",416922,416922,609870,"Genus","Cardium","Linnaeus, 1758",137734,1,1,"Mollusca","Cardiida","Cardiidae","Cardium",NA,"Bivalvia",NA,NA,NA,NA,"Humboldtian"
"108",417482,417482,741089,"Species","Cataetyx rubrirostris","Gilbert, 1890",272767,5,3,"Chordata","Ophidiiformes","Bythitidae","Cataetyx","Cataetyx rubrirostris","Actinopteri",NA,NA,NA,NA,"Humboldtian"
"109",417483,417483,741089,"Species","Cataetyx simus","Garman, 1899",272768,4,3,"Chordata","Ophidiiformes","Bythitidae","Cataetyx","Cataetyx simus","Actinopteri",NA,NA,NA,NA,"Humboldtian"
"110",418084,418084,418077,"Species","Celleporella hyalina","(Linnaeus, 1767)",111397,1,1,"Bryozoa","Cheilostomatida","Hippothoidae","Celleporella","Celleporella hyalina","Gymnolaemata",NA,NA,NA,NA,"Humboldtian"
"111",418189,418189,1011416,"Genus","Centrodinium","Kofoid, 1907",109526,25,1,"Myzozoa","Peridiniales","Centrodiniaceae","Centrodinium",NA,"Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"112",418191,418191,418189,"Species","Centrodinium intermedium","Pavillard, 1930",110071,7,1,"Myzozoa","Peridiniales","Centrodiniaceae","Centrodinium","Centrodinium intermedium","Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"113",418229,418229,418226,"Species","Centropages brachiatus","(Dana, 1849)",104490,142,3,"Arthropoda","Calanoida","Centropagidae","Centropages","Centropages brachiatus",NA,NA,NA,NA,NA,"Humboldtian"
"114",418245,418245,418226,"Species","Centropages typicus","Krøyer, 1849",104499,14,2,"Arthropoda","Calanoida","Centropagidae","Centropages","Centropages typicus",NA,NA,NA,NA,NA,"Humboldtian"
"115",418352,418352,741288,"Species","Centroscyllium nigrum","Garman, 1899",271623,2,2,"Chordata","Squaliformes","Etmopteridae","Centroscyllium","Centroscyllium nigrum","Elasmobranchii",TRUE,"DD",NA,NA,"Humboldtian"
"116",418442,418442,752044,"Class","Cephalopoda","Cuvier, 1795",11707,6,3,"Mollusca",NA,NA,NA,NA,"Cephalopoda",NA,NA,NA,NA,"Humboldtian"
"117",418470,418470,741305,"Species","Cephalurus cephalus","(Gilbert, 1892)",280077,4,2,"Chordata","Carcharhiniformes","Pentanchidae","Cephalurus","Cephalurus cephalus","Elasmobranchii",TRUE,"DD",NA,NA,"Humboldtian"
"118",418601,418601,1042346,"Genus","Ceramonema","Cobb, 1920",2385,1,1,"Nematoda","Plectida","Ceramonematidae","Ceramonema",NA,"Chromadorea",NA,NA,NA,NA,"Humboldtian"
"119",418633,418633,770797,"Genus","Cerataulina","H.Peragallo ex Schütt, 1896",149236,30,1,"Ochrophyta","Hemiaulales","Hemiaulaceae","Cerataulina",NA,"Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"120",418638,418638,418633,"Species","Cerataulina pelagica","(Cleve) Hendey, 1937",149619,1075,2,"Ochrophyta","Hemiaulales","Hemiaulaceae","Cerataulina","Cerataulina pelagica","Bacillariophyceae",NA,NA,NA,NA,"Humboldtian"
"121",418669,418669,767906,"Genus","Ceratium","Schrank, 1793",109506,343,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium",NA,"Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"122",418675,418675,418669,"Species","Ceratium belone","Cleve, 1900",109931,117,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium belone","Dinophyceae",NA,NA,NA,NA,"Humboldtian"
"123",418691,1033619,418669,"Species","Ceratium contortum","(Gourret) Cleve, 1900",109941,1,1,"Myzozoa","Gonyaulacales","Ceratiaceae","Ceratium","Ceratium contortum","Dinophyceae",NA,NA,NA,NA,"Humboldtian"
